Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1998,26,1465,SAC,Sacramento Kings,Anthony Johnson,"October 2, 1974",23.0,NBA,PG,77.0,2266.0,8.6,0.44,0.21,0.18,2.4,6.0,4.2,22.3,1.5,0.2,15.4,15.2,-0.4,0.8,0.4,0.01,-3.3,-1.1,-4.4,-1.4
1999,1,1465,ATL,Atlanta Hawks,Anthony Johnson,"October 2, 1974",24.0,NBA,PG,49.0,885.0,10.6,0.47,0.08,0.36,2.1,7.7,5.0,22.6,2.2,0.6,19.9,17.3,-0.1,1.2,1.1,0.06,-2.8,1.1,-1.7,0.1
2000,31,1465,TOT,Total After Trade,Anthony Johnson,"October 2, 1974",25.0,NBA,PG,56.0,637.0,9.1,0.42,0.07,0.24,3.6,5.1,4.4,16.8,2.7,0.4,15.0,14.6,-0.1,0.4,0.3,0.02,-3.5,0.6,-2.9,-0.1
2000,1,1465,ATL,Atlanta Hawks,Anthony Johnson,"October 2, 1974",25.0,NBA,PG,38.0,423.0,9.2,0.4,0.06,0.23,3.9,6.2,5.0,20.8,2.8,0.3,17.4,14.4,-0.2,0.2,0.1,0.01,-3.7,0.6,-3.1,-0.1
2000,22,1465,ORL,Orlando Magic,Anthony Johnson,"October 2, 1974",25.0,NBA,PG,18.0,214.0,8.9,0.46,0.08,0.25,3.1,3.0,3.1,8.9,2.3,0.7,10.6,14.8,0.0,0.2,0.2,0.05,-3.2,0.7,-2.4,0.0
2001,31,1465,TOT,Total After Trade,Anthony Johnson,"October 2, 1974",26.0,NBA,PG,53.0,511.0,8.1,0.39,0.03,0.22,2.2,7.6,4.9,24.5,2.4,0.8,17.0,17.6,-0.5,0.3,-0.2,-0.02,-4.4,0.1,-4.3,-0.3
2001,1,1465,ATL,Atlanta Hawks,Anthony Johnson,"October 2, 1974",26.0,NBA,PG,25.0,279.0,7.2,0.41,0.04,0.24,1.2,8.0,4.6,19.2,3.2,1.3,20.3,15.8,-0.4,0.3,-0.1,-0.01,-5.7,1.8,-3.9,-0.1
2001,6,1465,CLE,Cleveland Cavaliers,Anthony Johnson,"October 2, 1974",26.0,NBA,PG,28.0,232.0,9.1,0.38,0.02,0.2,3.5,7.0,5.2,31.0,1.4,0.3,13.7,19.9,-0.2,0.1,-0.1,-0.02,-2.9,-1.8,-4.8,-0.2
2002,3,1465,NJN,New Jersey Nets,Anthony Johnson,"October 2, 1974",27.0,NBA,SG,34.0,366.0,11.8,0.46,0.13,0.28,3.0,5.9,4.4,19.7,4.4,0.2,16.5,14.8,0.0,0.7,0.7,0.09,-3.2,3.1,0.0,0.2
2003,3,1465,NJN,New Jersey Nets,Anthony Johnson,"October 2, 1974",28.0,NBA,PG,66.0,842.0,11.3,0.51,0.15,0.32,1.8,8.8,5.3,16.7,2.3,0.4,13.5,16.3,0.6,1.3,1.8,0.1,-2.8,1.5,-1.3,0.1
2004,12,1465,IND,Indiana Pacers,Anthony Johnson,"October 2, 1974",29.0,NBA,PG,73.0,1598.0,11.6,0.5,0.3,0.23,2.0,7.6,4.8,21.4,2.2,0.4,14.2,15.6,1.4,2.2,3.6,0.11,-1.6,1.2,-0.4,0.6
2005,12,1465,IND,Indiana Pacers,Anthony Johnson,"October 2, 1974",30.0,NBA,PG,63.0,1747.0,14.3,0.53,0.24,0.25,2.2,9.9,6.1,31.2,1.9,0.7,16.0,16.5,2.2,1.8,4.0,0.11,0.3,0.4,0.7,1.2
2006,12,1465,IND,Indiana Pacers,Anthony Johnson,"October 2, 1974",31.0,NBA,PG,75.0,1981.0,14.2,0.52,0.26,0.23,1.9,7.7,4.9,28.6,1.7,0.8,14.7,18.3,2.2,2.3,4.5,0.11,0.2,0.4,0.7,1.3
2007,31,1465,TOT,Total After Trade,Anthony Johnson,"October 2, 1974",32.0,NBA,PG,67.0,1301.0,9.9,0.48,0.21,0.18,2.1,7.3,4.7,24.9,1.4,0.2,17.0,15.8,0.4,0.8,1.2,0.04,-2.4,-1.2,-3.7,-0.5
2007,7,1465,DAL,Dallas Mavericks,Anthony Johnson,"October 2, 1974",32.0,NBA,PG,40.0,562.0,9.3,0.48,0.2,0.2,2.9,7.3,5.1,21.2,1.5,0.1,16.3,15.7,0.2,0.6,0.8,0.07,-2.8,0.3,-2.5,-0.1
2007,1,1465,ATL,Atlanta Hawks,Anthony Johnson,"October 2, 1974",32.0,NBA,PG,27.0,739.0,10.3,0.48,0.22,0.16,1.4,7.3,4.3,27.7,1.2,0.2,17.6,15.9,0.2,0.2,0.4,0.03,-2.2,-2.4,-4.6,-0.5
2008,31,1465,TOT,Total After Trade,Anthony Johnson,"October 2, 1974",33.0,NBA,PG,69.0,1531.0,11.2,0.52,0.26,0.12,1.7,8.7,5.2,26.3,1.8,0.4,18.3,13.5,1.1,0.9,2.0,0.06,-1.5,-0.2,-1.6,0.1
2008,1,1465,ATL,Atlanta Hawks,Anthony Johnson,"October 2, 1974",33.0,NBA,PG,42.0,1121.0,12.0,0.5,0.24,0.12,1.8,8.4,5.1,27.9,2.0,0.5,15.1,13.4,1.1,0.7,1.8,0.08,-1.2,0.5,-0.7,0.4
2008,26,1465,SAC,Sacramento Kings,Anthony Johnson,"October 2, 1974",33.0,NBA,PG,27.0,410.0,8.9,0.56,0.34,0.12,1.5,9.6,5.6,21.9,1.2,0.2,26.8,13.8,0.0,0.1,0.2,0.02,-2.1,-2.0,-4.1,-0.2
2009,22,1465,ORL,Orlando Magic,Anthony Johnson,"October 2, 1974",34.0,NBA,PG,80.0,1481.0,10.3,0.5,0.35,0.21,2.3,8.8,5.6,21.2,1.6,0.2,16.4,15.5,0.7,2.1,2.8,0.09,-1.9,1.1,-0.8,0.4
