Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1983,17,2357,MIL,Milwaukee Bucks,Paul Pressey,"December 24, 1958",24.0,NBA,SG,79.0,18.0,1528.0,213.0,466.0,0.46,1.0,9.0,0.11,212.0,457.0,0.46,0.46,105.0,176.0,0.6,83.0,198.0,281.0,207.0,99.0,47.0,162.0,174.0,532.0,0.0
1984,17,2357,MIL,Milwaukee Bucks,Paul Pressey,"December 24, 1958",25.0,NBA,SG,81.0,18.0,1730.0,276.0,528.0,0.52,2.0,9.0,0.22,274.0,519.0,0.53,0.52,120.0,200.0,0.6,102.0,180.0,282.0,252.0,86.0,50.0,157.0,241.0,674.0,0.0
1985,17,2357,MIL,Milwaukee Bucks,Paul Pressey,"December 24, 1958",26.0,NBA,SF,80.0,80.0,2876.0,480.0,928.0,0.52,7.0,20.0,0.35,473.0,908.0,0.52,0.52,317.0,418.0,0.76,149.0,280.0,429.0,543.0,129.0,56.0,247.0,258.0,1284.0,1.0
1986,17,2357,MIL,Milwaukee Bucks,Paul Pressey,"December 24, 1958",27.0,NBA,SF,80.0,80.0,2704.0,411.0,843.0,0.49,8.0,44.0,0.18,403.0,799.0,0.5,0.49,316.0,392.0,0.81,127.0,272.0,399.0,623.0,168.0,71.0,240.0,247.0,1146.0,1.0
1987,17,2357,MIL,Milwaukee Bucks,Paul Pressey,"December 24, 1958",28.0,NBA,SF,61.0,60.0,2057.0,294.0,616.0,0.48,16.0,55.0,0.29,278.0,561.0,0.5,0.49,242.0,328.0,0.74,98.0,198.0,296.0,441.0,110.0,47.0,186.0,213.0,846.0,2.0
1988,17,2357,MIL,Milwaukee Bucks,Paul Pressey,"December 24, 1958",29.0,NBA,SG,75.0,75.0,2484.0,345.0,702.0,0.49,8.0,39.0,0.2,337.0,663.0,0.51,0.5,285.0,357.0,0.8,130.0,245.0,375.0,523.0,112.0,34.0,198.0,233.0,983.0,2.0
1989,17,2357,MIL,Milwaukee Bucks,Paul Pressey,"December 24, 1958",30.0,NBA,SG,67.0,62.0,2170.0,307.0,648.0,0.47,12.0,55.0,0.22,295.0,593.0,0.5,0.48,187.0,241.0,0.78,73.0,189.0,262.0,439.0,119.0,44.0,184.0,221.0,813.0,0.0
1990,17,2357,MIL,Milwaukee Bucks,Paul Pressey,"December 24, 1958",31.0,NBA,SG,57.0,2.0,1400.0,239.0,506.0,0.47,6.0,43.0,0.14,233.0,463.0,0.5,0.48,144.0,190.0,0.76,59.0,113.0,172.0,244.0,71.0,23.0,109.0,149.0,628.0,0.0
1991,27,2357,SAS,San Antonio Spurs,Paul Pressey,"December 24, 1958",32.0,NBA,SG,70.0,18.0,1683.0,201.0,426.0,0.47,16.0,57.0,0.28,185.0,369.0,0.5,0.49,110.0,133.0,0.83,50.0,126.0,176.0,271.0,63.0,32.0,130.0,174.0,528.0,0.0
1992,27,2357,SAS,San Antonio Spurs,Paul Pressey,"December 24, 1958",33.0,NBA,SG,56.0,7.0,759.0,60.0,161.0,0.37,3.0,21.0,0.14,57.0,140.0,0.41,0.38,28.0,41.0,0.68,22.0,73.0,95.0,142.0,29.0,19.0,64.0,86.0,151.0,0.0
1993,10,2357,GSW,Golden State Warriors,Paul Pressey,"December 24, 1958",34.0,NBA,SG,18.0,0.0,268.0,29.0,66.0,0.44,0.0,4.0,0.0,29.0,62.0,0.47,0.44,21.0,27.0,0.78,8.0,23.0,31.0,30.0,11.0,5.0,23.0,36.0,79.0,0.0
