Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2004,15,189,MEM,Memphis Grizzlies,Shane Battier,"September 9, 1978",25.0,NBA,SF,4.0,0.0,69.0,4.9,12.1,0.4,2.4,5.7,0.43,2.4,6.5,0.38,3.2,4.9,0.67,4.9,4.9,9.7,0.8,0.0,0.8,3.2,13.8,15.4,101.0,118.0
2005,15,189,MEM,Memphis Grizzlies,Shane Battier,"September 9, 1978",26.0,NBA,SG,4.0,4.0,119.0,5.7,13.6,0.42,0.4,3.1,0.14,5.3,10.6,0.5,0.9,2.2,0.4,4.4,7.5,11.9,2.6,0.9,1.8,1.8,6.2,12.8,100.0,123.0
2006,15,189,MEM,Memphis Grizzlies,Shane Battier,"September 9, 1978",27.0,NBA,SF,4.0,4.0,129.0,4.5,9.0,0.5,0.9,3.1,0.29,3.6,5.8,0.62,0.9,2.7,0.33,3.1,7.2,10.3,0.9,1.8,0.9,3.6,7.2,10.8,88.0,113.0
2007,11,189,HOU,Houston Rockets,Shane Battier,"September 9, 1978",28.0,NBA,SF,7.0,7.0,272.0,4.6,10.3,0.45,3.8,8.7,0.44,0.8,1.6,0.5,1.4,1.6,0.88,0.6,3.0,3.6,3.0,2.4,1.4,1.6,4.0,14.5,121.0,104.0
2008,11,189,HOU,Houston Rockets,Shane Battier,"September 9, 1978",29.0,NBA,SF,6.0,6.0,246.0,4.6,10.4,0.44,2.8,5.8,0.48,1.8,4.6,0.4,1.8,2.5,0.73,1.6,3.7,5.3,0.7,1.4,1.2,1.8,4.4,13.8,112.0,110.0
2009,11,189,HOU,Houston Rockets,Shane Battier,"September 9, 1978",30.0,NBA,SG,13.0,13.0,496.0,3.7,9.0,0.41,1.9,6.0,0.32,1.8,3.0,0.59,2.4,2.5,0.96,2.3,4.8,7.1,3.4,1.6,1.0,1.7,3.7,11.6,118.0,107.0
2011,15,189,MEM,Memphis Grizzlies,Shane Battier,"September 9, 1978",32.0,NBA,SF,13.0,0.0,339.0,4.6,10.4,0.44,1.3,4.6,0.28,3.3,5.8,0.57,0.9,1.4,0.67,2.7,5.5,8.2,2.4,1.1,0.9,0.9,4.2,11.3,113.0,109.0
2012,16,189,MIA,Miami Heat,Shane Battier,"September 9, 1978",33.0,NBA,SF,23.0,16.0,768.0,3.8,9.9,0.38,3.0,7.8,0.38,0.8,2.1,0.37,0.9,1.1,0.81,1.1,4.2,5.3,1.9,1.6,1.0,1.1,4.9,11.4,112.0,104.0
2013,16,189,MIA,Miami Heat,Shane Battier,"September 9, 1978",34.0,NBA,SF,22.0,0.0,392.0,3.8,13.0,0.29,3.6,12.3,0.3,0.1,0.7,0.2,3.2,3.9,0.82,1.3,4.1,5.3,1.7,0.7,0.8,0.7,6.9,14.4,108.0,108.0
2014,16,189,MIA,Miami Heat,Shane Battier,"September 9, 1978",35.0,NBA,SF,16.0,6.0,202.0,3.3,7.2,0.46,2.5,5.5,0.45,0.8,1.7,0.5,1.1,1.4,0.8,0.3,2.5,2.8,1.4,1.4,0.3,1.4,6.3,10.2,114.0,115.0
