Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1991,14.0,2707,LAL,Los Angeles Lakers,Tony Smith,"June 14, 1968",22.0,NBA,SG,64.0,1.0,695.0,7.1,16.1,0.44,0.0,0.5,0.0,7.1,15.6,0.46,2.9,4.2,0.7,1.8,3.4,5.2,9.9,2.1,0.9,5.1,5.9,17.2,,96.0,106.0
1992,14.0,2707,LAL,Los Angeles Lakers,Tony Smith,"June 14, 1968",23.0,NBA,PG,63.0,0.0,820.0,7.2,17.9,0.4,0.0,0.7,0.0,7.2,17.2,0.42,3.1,4.7,0.65,2.0,2.8,4.8,6.9,2.5,0.5,3.2,5.8,17.4,,95.0,111.0
1993,14.0,2707,LAL,Los Angeles Lakers,Tony Smith,"June 14, 1968",24.0,NBA,SG,55.0,9.0,752.0,8.8,18.3,0.48,0.1,0.7,0.18,8.7,17.5,0.5,4.1,5.4,0.76,3.1,2.7,5.8,4.2,3.3,0.5,2.7,4.8,21.9,,109.0,109.0
1994,14.0,2707,LAL,Los Angeles Lakers,Tony Smith,"June 14, 1968",25.0,NBA,SG,73.0,31.0,1617.0,8.5,19.2,0.44,0.5,1.6,0.32,8.0,17.6,0.45,2.6,3.7,0.71,3.3,2.8,6.1,4.6,1.8,0.4,2.4,4.0,20.1,,104.0,112.0
1995,14.0,2707,LAL,Los Angeles Lakers,Tony Smith,"June 14, 1968",26.0,NBA,SG,61.0,4.0,1024.0,6.5,15.2,0.43,1.6,4.5,0.35,4.9,10.7,0.46,2.2,3.1,0.7,2.1,3.2,5.3,5.0,2.3,0.3,2.5,5.5,16.7,,106.0,112.0
1996,31.0,2707,TOT,Total After Trade,Tony Smith,"June 14, 1968",27.0,NBA,SG,59.0,3.0,938.0,6.4,15.2,0.42,2.1,6.4,0.33,4.3,8.8,0.49,1.6,2.6,0.61,1.7,3.6,5.3,8.5,2.1,0.6,3.7,5.9,16.5,,103.0,109.0
1996,24.0,2707,PHO,Phoenix Suns,Tony Smith,"June 14, 1968",27.0,NBA,SG,34.0,2.0,528.0,6.8,16.9,0.4,2.4,7.5,0.32,4.4,9.4,0.47,2.3,3.6,0.65,2.3,3.1,5.5,8.4,2.0,0.5,3.9,5.9,18.4,,102.0,112.0
1996,16.0,2707,MIA,Miami Heat,Tony Smith,"June 14, 1968",27.0,NBA,SG,25.0,1.0,410.0,5.9,13.0,0.46,1.7,5.0,0.33,4.2,8.0,0.53,0.5,1.2,0.44,0.8,4.2,5.0,8.7,2.1,0.6,3.3,5.9,14.0,,105.0,105.0
1997,,2707,CHH,None,Tony Smith,"June 14, 1968",28.0,NBA,PG,69.0,39.0,1291.0,5.8,14.1,0.41,1.3,4.2,0.32,4.5,10.0,0.44,1.6,2.5,0.64,1.6,2.4,3.9,6.3,2.0,0.8,3.1,4.6,14.5,,98.0,111.0
1998,17.0,2707,MIL,Milwaukee Bucks,Tony Smith,"June 14, 1968",29.0,NBA,PG,7.0,0.0,80.0,5.3,16.0,0.33,0.0,2.7,0.0,5.3,13.3,0.4,2.0,2.7,0.75,2.7,2.0,4.7,6.7,3.3,1.3,6.0,4.7,12.6,,75.0,105.0
2001,1.0,2707,ATL,Atlanta Hawks,Tony Smith,"June 14, 1968",32.0,NBA,SG,6.0,0.0,78.0,5.4,15.4,0.35,0.0,1.3,0.0,5.4,14.1,0.38,0.7,1.3,0.5,1.3,0.7,2.0,6.7,4.7,0.0,6.0,8.0,11.4,,68.0,103.0
