Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,1.0,3180,ATL,Atlanta Hawks,Shammond Williams,"April 5, 1975",23.0,NBA,PG,2,0,2.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5
2000,21.0,3180,SEA,Seattle Supersonics,Shammond Williams,"April 5, 1975",24.0,NBA,PG,43,5,12.0,2.0,5.2,0.373,0.6,1.9,0.296,1.4,3.3,0.417,0.427,0.8,1.2,0.647,0.3,0.9,1.2,1.8,0.4,0.0,0.9,0.9,5.2
2001,21.0,3180,SEA,Seattle Supersonics,Shammond Williams,"April 5, 1975",25.0,NBA,PG,69,6,17.9,2.3,5.3,0.438,0.9,1.9,0.459,1.4,3.4,0.426,0.52,1.2,1.4,0.875,0.5,1.4,1.9,2.8,0.4,0.1,1.2,1.2,6.8
2002,21.0,3180,SEA,Seattle Supersonics,Shammond Williams,"April 5, 1975",26.0,NBA,SG,50,2,12.1,1.6,3.9,0.42,0.6,1.5,0.373,1.1,2.4,0.449,0.492,0.6,0.8,0.795,0.3,0.9,1.3,1.7,0.4,0.0,0.7,0.7,4.4
2003,31.0,3180,TOT,Total After Trade,Shammond Williams,"April 5, 1975",27.0,NBA,PG,78,11,24.1,2.9,7.4,0.394,1.2,3.3,0.356,1.7,4.1,0.425,0.474,1.0,1.3,0.765,0.3,1.9,2.2,3.4,1.0,0.1,1.5,1.8,8.0
2003,2.0,3180,BOS,Boston Celtics,Shammond Williams,"April 5, 1975",27.0,NBA,PG,51,2,22.9,2.6,6.6,0.396,1.1,3.1,0.352,1.5,3.5,0.436,0.479,0.9,1.1,0.842,0.2,1.9,2.2,2.5,1.2,0.1,1.2,1.6,7.3
2003,8.0,3180,DEN,Denver Nuggets,Shammond Williams,"April 5, 1975",27.0,NBA,PG,27,9,26.4,3.5,8.9,0.39,1.4,3.8,0.363,2.1,5.1,0.41,0.467,1.1,1.7,0.667,0.4,1.8,2.3,5.1,0.6,0.1,2.0,2.1,9.4
2004,31.0,3180,TOT,Total After Trade,Shammond Williams,"April 5, 1975",28.0,NBA,"PG,SG",53,4,14.4,1.6,4.4,0.375,0.6,1.9,0.3,1.1,2.5,0.432,0.44,1.0,1.1,0.879,0.2,1.0,1.1,2.2,0.7,0.0,0.9,1.2,4.8
2004,22.0,3180,ORL,Orlando Magic,Shammond Williams,"April 5, 1975",28.0,NBA,SG,37,2,14.2,1.6,4.1,0.391,0.7,2.0,0.338,0.9,2.1,0.442,0.474,1.1,1.2,0.889,0.2,0.9,1.2,1.7,0.6,0.0,0.7,1.1,4.9
2004,19.0,3180,NOH,New Orleans Hornets,Shammond Williams,"April 5, 1975",28.0,NBA,PG,16,2,14.9,1.8,5.1,0.346,0.3,1.6,0.192,1.4,3.4,0.418,0.377,0.7,0.8,0.846,0.0,1.1,1.1,3.3,0.9,0.1,1.3,1.4,4.5
2007,14.0,3180,LAL,Los Angeles Lakers,Shammond Williams,"April 5, 1975",31.0,NBA,PG,30,0,11.5,1.2,2.9,0.407,0.7,1.7,0.4,0.5,1.2,0.417,0.523,0.1,0.2,0.667,0.4,1.0,1.3,1.0,0.4,0.0,0.4,0.7,3.1
