Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2015,8,22,DEN,Denver Nuggets,10,Arron Afflalo,SG,6-5,210,1985-10-15,US,7,UCLA
2015,8,112,DEN,Denver Nuggets,0,Darrell Arthur,PF,6-9,235,1988-03-25,US,5,Kansas
2015,8,178,DEN,Denver Nuggets,5,Will Barton,SG,6-6,181,1991-01-06,US,2,Memphis
2015,8,515,DEN,Denver Nuggets,21,Wilson Chandler,SF,6-8,235,1987-05-10,US,7,DePaul
2015,8,542,DEN,Denver Nuggets,20,Ian Clark,SG,6-3,175,1991-03-07,US,1,Belmont
2015,8,891,DEN,Denver Nuggets,35,Kenneth Faried,PF,6-8,220,1989-11-19,US,3,Morehead State University
2015,8,954,DEN,Denver Nuggets,4,Randy Foye,SG,6-4,213,1983-09-24,US,8,Villanova
2015,8,959,DEN,Denver Nuggets,22,Jamaal Franklin,SG,6-5,191,1991-07-21,US,1,San Diego State
2015,8,985,DEN,Denver Nuggets,8,Danilo Gallinari,SF,6-10,233,1988-08-08,IT,5,
2015,8,1017,DEN,Denver Nuggets,1,Alonzo Gee,SF,6-6,225,1987-05-29,US,5,Alabama
2015,8,1104,DEN,Denver Nuggets,11,Erick Green,PG,6-4,185,1991-05-09,US,R,Virginia Tech
2015,8,1204,DEN,Denver Nuggets,14,Gary Harris,SG,6-4,210,1994-09-14,US,R,Michigan State
2015,8,1280,DEN,Denver Nuggets,7,J.J. Hickson,C,6-9,242,1988-09-04,US,6,NC State
2015,8,1706,DEN,Denver Nuggets,77,Joffrey Lauvergne,C,6-11,220,1991-09-30,FR,R,
2015,8,1712,DEN,Denver Nuggets,3,Ty Lawson,PG,5-11,195,1987-11-03,US,5,UNC
2015,8,1935,DEN,Denver Nuggets,34,JaVale McGee,C,7-0,270,1988-01-19,US,6,Nevada
2015,8,2075,DEN,Denver Nuggets,25,Timofey Mozgov,C,7-1,275,1986-07-16,RU,4,
2015,8,2129,DEN,Denver Nuggets,28,Jameer Nelson,PG,6-0,190,1982-02-09,US,10,Saint Joseph's
2015,8,2170,DEN,Denver Nuggets,23,Jusuf Nurkic,C,6-11,290,1994-08-23,BA,R,
2015,8,2491,DEN,Denver Nuggets,5,Nate Robinson,PG,5-9,180,1984-05-31,US,9,Washington
