Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,20,3231,NYK,New York Knicks,Mike Woodson,"March 24, 1958",22.0,NBA,SG,81.0,,949.0,6.3,14.1,0.44,0.0,0.2,0.2,6.2,14.0,0.45,1.9,2.4,0.77,1.3,2.4,3.7,2.8,1.4,0.5,2.0,3.6,14.4
1982,31,3231,TOT,Total After Trade,Mike Woodson,"March 24, 1958",23.0,NBA,SG,83.0,74.0,2331.0,8.3,16.5,0.5,0.1,0.4,0.28,8.2,16.1,0.51,3.4,4.4,0.77,1.6,2.2,3.8,3.4,2.2,0.5,2.4,3.4,20.1
1982,3,3231,NJN,New Jersey Nets,Mike Woodson,"March 24, 1958",23.0,NBA,SG,7.0,0.0,145.0,7.4,16.9,0.44,0.0,0.2,0.0,7.4,16.6,0.45,5.7,7.9,0.72,1.2,2.0,3.2,4.0,1.7,0.5,2.2,5.2,20.6
1982,26,3231,KCK,Kansas City Kings,Mike Woodson,"March 24, 1958",23.0,NBA,SG,76.0,74.0,2186.0,8.4,16.5,0.51,0.1,0.4,0.29,8.3,16.1,0.51,3.3,4.2,0.78,1.6,2.3,3.9,3.4,2.2,0.5,2.4,3.3,20.1
1983,26,3231,KCK,Kansas City Kings,Mike Woodson,"March 24, 1958",24.0,NBA,SG,81.0,3.0,2426.0,8.7,17.1,0.51,0.1,0.5,0.21,8.6,16.6,0.52,4.4,5.6,0.79,1.2,2.4,3.7,3.8,2.0,0.9,2.6,3.0,21.9
1984,26,3231,KCK,Kansas City Kings,Mike Woodson,"March 24, 1958",25.0,NBA,SG,71.0,12.0,1838.0,7.6,16.0,0.48,0.0,0.2,0.25,7.6,15.8,0.48,4.8,5.9,0.82,1.2,2.2,3.4,3.4,1.6,0.5,2.3,3.4,20.1
1985,26,3231,KCK,Kansas City Kings,Mike Woodson,"March 24, 1958",26.0,NBA,SG,78.0,3.0,1998.0,9.5,19.2,0.5,0.1,0.4,0.24,9.5,18.9,0.5,4.8,5.9,0.8,1.2,2.3,3.6,2.6,2.1,0.5,2.5,3.9,23.9
1986,26,3231,SAC,Sacramento Kings,Mike Woodson,"March 24, 1958",27.0,NBA,SG,81.0,51.0,2417.0,7.6,16.0,0.48,0.0,0.2,0.15,7.6,15.8,0.48,3.6,4.3,0.84,1.4,2.0,3.4,2.9,1.4,0.6,2.2,3.2,18.8
1987,13,3231,LAC,Los Angeles Clippers,Mike Woodson,"March 24, 1958",28.0,NBA,SG,74.0,66.0,2126.0,8.4,19.1,0.44,0.6,2.1,0.28,7.8,17.1,0.46,4.1,4.9,0.83,1.2,1.6,2.7,3.3,1.7,0.3,2.8,3.4,21.4
1988,13,3231,LAC,Los Angeles Clippers,Mike Woodson,"March 24, 1958",29.0,NBA,SG,80.0,77.0,2534.0,8.0,17.9,0.44,0.3,1.1,0.23,7.7,16.8,0.46,4.2,4.8,0.87,0.9,1.8,2.7,3.9,1.5,0.4,2.6,3.0,20.4
1989,11,3231,HOU,Houston Rockets,Mike Woodson,"March 24, 1958",30.0,NBA,SG,81.0,79.0,2259.0,6.5,14.9,0.44,0.5,1.4,0.35,6.0,13.5,0.45,3.1,3.8,0.82,0.8,2.3,3.1,3.3,1.4,0.3,2.2,3.1,16.7
1990,11,3231,HOU,Houston Rockets,Mike Woodson,"March 24, 1958",31.0,NBA,SG,61.0,11.0,972.0,5.9,15.0,0.4,0.4,1.5,0.29,5.5,13.5,0.41,2.3,3.2,0.72,0.9,2.3,3.3,2.4,1.6,0.4,1.8,3.7,14.6
1991,31,3231,TOT,Total After Trade,Mike Woodson,"March 24, 1958",32.0,NBA,SG,15.0,3.0,171.0,5.5,16.2,0.34,0.2,1.5,0.14,5.3,14.7,0.36,2.3,2.7,0.85,0.6,2.1,2.7,3.2,1.1,1.1,2.5,3.8,13.5
1991,11,3231,HOU,Houston Rockets,Mike Woodson,"March 24, 1958",32.0,NBA,SG,11.0,3.0,125.0,6.0,15.6,0.39,0.3,1.7,0.17,5.8,13.8,0.42,2.9,3.5,0.83,0.6,2.6,3.2,2.9,1.4,1.2,2.0,3.2,15.3
1991,6,3231,CLE,Cleveland Cavaliers,Mike Woodson,"March 24, 1958",32.0,NBA,SG,4.0,0.0,46.0,3.9,18.0,0.22,0.0,0.8,0.0,3.9,17.2,0.23,0.8,0.8,1.0,0.8,0.8,1.6,3.9,0.0,0.8,3.9,5.5,8.6
