Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2012,27,1733,SAS,San Antonio Spurs,Kawhi Leonard,"June 29, 1991",20.0,NBA,SF,64.0,39.0,1534.0,6.7,13.6,0.49,1.4,3.7,0.38,5.3,9.9,0.54,2.3,3.0,0.77,3.5,7.5,11.0,2.4,2.9,0.8,1.5,3.0,17.1,,119.0,101.0
2013,27,1733,SAS,San Antonio Spurs,Kawhi Leonard,"June 29, 1991",21.0,NBA,SF,58.0,57.0,1810.0,7.3,14.8,0.49,1.8,4.9,0.37,5.5,9.9,0.55,2.9,3.5,0.82,1.8,8.0,9.7,2.6,2.7,0.9,1.7,2.8,19.4,,114.0,99.0
2014,27,1733,SAS,San Antonio Spurs,Kawhi Leonard,"June 29, 1991",22.0,NBA,SF,66.0,65.0,1923.0,8.9,17.0,0.52,1.8,4.8,0.38,7.0,12.2,0.58,2.7,3.3,0.8,2.0,8.8,10.8,3.5,3.0,1.3,2.1,3.3,22.2,,116.0,98.0
2015,27,1733,SAS,San Antonio Spurs,Kawhi Leonard,"June 29, 1991",23.0,NBA,SF,64.0,64.0,2033.0,9.9,20.7,0.48,1.7,4.8,0.35,8.2,15.9,0.52,5.1,6.3,0.8,2.1,9.5,11.6,4.1,3.7,1.2,2.4,3.2,26.6,,113.0,96.0
2016,27,1733,SAS,San Antonio Spurs,Kawhi Leonard,"June 29, 1991",24.0,NBA,SF,72.0,72.0,2380.0,11.9,23.4,0.51,2.8,6.3,0.44,9.1,17.2,0.53,6.3,7.2,0.87,2.0,8.6,10.6,4.0,2.8,1.5,2.3,2.9,32.8,,121.0,96.0
2017,27,1733,SAS,San Antonio Spurs,Kawhi Leonard,"June 29, 1991",25.0,NBA,SF,74.0,74.0,2474.0,13.1,27.0,0.48,3.0,8.0,0.38,10.1,19.1,0.53,9.7,11.0,0.88,1.6,7.2,8.9,5.4,2.7,1.1,3.2,2.5,38.9,,121.0,102.0
2018,27,1733,SAS,San Antonio Spurs,Kawhi Leonard,"June 29, 1991",26.0,NBA,SF,9.0,9.0,210.0,12.5,26.7,0.47,2.6,8.4,0.31,9.9,18.3,0.54,7.5,9.1,0.82,1.4,8.7,10.1,5.1,4.3,2.2,3.8,2.2,35.1,,109.0,97.0
2019,28,1733,TOR,Toronto Raptors,Kawhi Leonard,"June 29, 1991",27.0,NBA,SF,60.0,60.0,2040.0,13.2,26.5,0.5,2.6,7.1,0.37,10.5,19.4,0.54,8.6,10.0,0.85,1.8,8.5,10.3,4.7,2.5,0.6,2.8,2.0,37.5,,119.0,105.0
2020,13,1733,LAC,Los Angeles Clippers,Kawhi Leonard,"June 29, 1991",28.0,NBA,SF,57.0,57.0,1848.0,13.6,29.0,0.47,3.1,8.3,0.38,10.5,20.7,0.51,9.1,10.3,0.89,1.4,8.9,10.3,7.2,2.6,0.8,3.8,2.9,39.5,,117.0,104.0
2021,13,1733,LAC,Los Angeles Clippers,Kawhi Leonard,"June 29, 1991",29.0,NBA,SF,21.0,21.0,723.0,13.5,26.7,0.5,2.6,6.9,0.38,10.9,19.8,0.55,7.8,8.7,0.89,1.2,7.0,8.3,7.3,2.5,0.9,2.5,2.3,37.3,,126.0,109.0
