Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,25.0,NBA,SG,24,0,660,71,184,0.39,28,73,0.38,43,111,0.39,0.46,56,74,0.76,29,63,92,70,41,9,36,62,226
2004,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,26.0,NBA,SG,10,0,280,42,94,0.45,10,35,0.29,32,59,0.54,0.5,36,44,0.82,15,38,53,31,17,1,21,30,130
2005,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,27.0,NBA,SG,23,15,772,145,286,0.51,42,96,0.44,103,190,0.54,0.58,147,185,0.8,19,114,133,97,28,6,66,69,479
2006,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,28.0,NBA,SG,13,11,426,76,157,0.48,14,42,0.33,62,115,0.54,0.53,73,87,0.84,9,50,59,39,19,7,33,43,239
2007,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,29.0,NBA,SG,20,0,602,99,247,0.4,38,99,0.38,61,148,0.41,0.48,97,116,0.84,16,93,109,74,33,4,42,61,333
2008,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,30.0,NBA,SG,17,6,559,98,232,0.42,38,102,0.37,60,130,0.46,0.5,69,77,0.9,14,50,64,67,10,5,47,47,303
2010,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,32.0,NBA,SG,10,10,352,58,140,0.41,20,60,0.33,38,80,0.48,0.49,58,67,0.87,4,33,37,60,26,2,30,30,194
2011,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,33.0,NBA,SG,5,5,174,31,70,0.44,9,28,0.32,22,42,0.52,0.51,32,41,0.78,2,18,20,21,13,3,17,13,103
2012,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,34.0,NBA,SG,14,2,390,65,145,0.45,23,68,0.34,42,77,0.55,0.53,48,56,0.86,8,41,49,56,10,4,42,36,201
2013,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,35.0,NBA,SG,21,3,560,77,193,0.4,29,96,0.3,48,97,0.5,0.47,59,80,0.74,9,69,78,105,24,6,55,52,242
2014,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,36.0,NBA,SG,23,0,586,104,237,0.44,41,105,0.39,63,132,0.48,0.52,81,94,0.86,9,66,75,95,36,2,52,60,330
2015,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,37.0,NBA,SG,7,0,131,15,43,0.35,8,22,0.36,7,21,0.33,0.44,18,23,0.78,4,20,24,32,4,6,14,19,56
2016,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,38.0,NBA,SG,10,0,192,20,47,0.43,9,21,0.43,11,26,0.42,0.52,18,23,0.78,6,21,27,25,8,3,7,25,67
2017,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,39.0,NBA,SG,16,1,284,40,97,0.41,9,40,0.22,31,57,0.54,0.46,17,23,0.74,10,29,39,39,16,2,12,28,106
2018,27,1042,SAS,San Antonio Spurs,Manu Ginobili,1977-07-28,40.0,NBA,SG,5,0,107,15,37,0.4,6,18,0.33,9,19,0.47,0.49,9,11,0.82,1,14,15,16,7,1,7,13,45
