Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,24,2117,PHO,Phoenix Suns,Steve Nash,1974-02-07,22.0,NBA,PG,4.0,0.0,15.0,4.8,21.6,0.22,2.4,9.6,0.25,2.4,12.0,0.2,0.0,0.0,,2.4,0.0,2.4,2.4,2.4,2.4,4.8,12.0,12.0
1998,24,2117,PHO,Phoenix Suns,Steve Nash,1974-02-07,23.0,NBA,PG,4.0,1.0,51.0,5.6,12.7,0.44,0.7,3.5,0.2,4.9,9.2,0.54,3.5,5.6,0.62,1.4,5.6,7.1,4.9,1.4,0.0,2.1,4.9,15.5
2001,7,2117,DAL,Dallas Mavericks,Steve Nash,1974-02-07,26.0,NBA,PG,10.0,10.0,370.0,4.4,10.5,0.42,1.6,3.8,0.41,2.8,6.7,0.42,2.9,3.3,0.88,0.6,2.5,3.1,6.2,0.6,0.1,2.4,1.8,13.2
2002,7,2117,DAL,Dallas Mavericks,Steve Nash,1974-02-07,27.0,NBA,PG,8.0,8.0,323.0,5.7,13.2,0.43,2.2,5.0,0.44,3.5,8.1,0.42,3.8,3.9,0.97,0.8,2.8,3.6,7.8,0.4,0.0,3.3,2.2,17.4
2003,7,2117,DAL,Dallas Mavericks,Steve Nash,1974-02-07,28.0,NBA,PG,20.0,20.0,729.0,5.7,12.7,0.45,1.8,3.8,0.49,3.9,8.9,0.43,2.7,3.1,0.87,0.7,2.7,3.5,7.2,0.8,0.0,2.5,2.3,15.9
2004,7,2117,DAL,Dallas Mavericks,Steve Nash,1974-02-07,29.0,NBA,PG,5.0,5.0,197.0,4.9,12.8,0.39,1.1,2.9,0.38,3.8,9.9,0.39,1.5,1.6,0.89,1.1,3.7,4.8,8.2,0.7,0.0,2.2,2.6,12.4
2005,24,2117,PHO,Phoenix Suns,Steve Nash,1974-02-07,30.0,NBA,PG,15.0,15.0,610.0,8.3,15.9,0.52,1.2,3.2,0.39,7.0,12.7,0.55,3.4,3.7,0.92,0.5,3.7,4.2,10.0,0.8,0.2,4.1,2.1,21.1
2006,24,2117,PHO,Phoenix Suns,Steve Nash,1974-02-07,31.0,NBA,PG,20.0,20.0,798.0,6.6,13.1,0.5,1.4,3.9,0.37,5.1,9.2,0.56,3.7,4.1,0.91,0.4,2.9,3.3,9.2,0.4,0.2,3.0,1.7,18.4
2007,24,2117,PHO,Phoenix Suns,Steve Nash,1974-02-07,32.0,NBA,PG,11.0,11.0,413.0,6.5,13.9,0.46,1.7,3.4,0.49,4.8,10.5,0.46,3.6,4.0,0.89,0.3,2.7,3.1,12.7,0.3,0.1,4.2,1.8,18.1
2008,24,2117,PHO,Phoenix Suns,Steve Nash,1974-02-07,33.0,NBA,PG,5.0,5.0,183.0,6.3,13.8,0.46,1.2,3.9,0.3,5.1,9.8,0.52,2.2,2.4,0.92,0.2,2.6,2.8,7.7,0.4,0.2,2.4,2.0,15.9
2010,24,2117,PHO,Phoenix Suns,Steve Nash,1974-02-07,35.0,NBA,PG,16.0,16.0,539.0,6.6,12.8,0.52,1.3,3.3,0.38,5.3,9.4,0.57,4.5,5.0,0.89,0.4,3.1,3.5,10.8,0.3,0.1,4.0,1.3,19.0
2013,14,2117,LAL,Los Angeles Lakers,Steve Nash,1974-02-07,38.0,NBA,PG,2.0,2.0,61.0,5.9,13.6,0.44,0.0,1.8,0.0,5.9,11.8,0.5,3.0,3.0,1.0,1.2,1.8,3.0,5.3,0.0,0.0,1.8,1.2,14.8
