Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1980,21,2632,SEA,Seattle Supersonics,Jack Sikma,1955-11-14,24.0,NBA,C,82.0,,2793.0,7.9,16.7,0.48,0.0,0.0,0.0,7.9,16.7,0.48,4.0,4.9,0.8,3.3,12.0,15.3,4.7,1.1,1.3,3.4,3.9,19.8,107.0,98.0
1981,21,2632,SEA,Seattle Supersonics,Jack Sikma,1955-11-14,25.0,NBA,C,82.0,,2920.0,9.8,21.5,0.45,0.0,0.1,0.0,9.8,21.4,0.46,5.6,6.8,0.82,3.0,10.9,14.0,4.1,1.3,1.5,3.3,4.6,25.1,106.0,101.0
1982,21,2632,SEA,Seattle Supersonics,Jack Sikma,1955-11-14,26.0,NBA,C,82.0,82.0,3049.0,9.1,19.1,0.48,0.0,0.2,0.15,9.1,18.9,0.48,7.0,8.2,0.86,3.5,12.8,16.3,4.4,1.6,1.7,3.4,4.2,25.4,113.0,97.0
1983,21,2632,SEA,Seattle Supersonics,Jack Sikma,1955-11-14,27.0,NBA,C,75.0,71.0,2564.0,8.8,18.9,0.46,0.0,0.1,0.0,8.8,18.8,0.47,7.3,8.7,0.84,3.9,11.7,15.6,4.2,1.6,1.2,3.4,4.8,24.8,111.0,99.0
1984,21,2632,SEA,Seattle Supersonics,Jack Sikma,1955-11-14,28.0,NBA,C,82.0,82.0,2993.0,9.3,18.6,0.5,0.0,0.0,0.0,9.3,18.5,0.5,6.6,7.7,0.86,3.6,11.0,14.7,5.3,1.5,1.5,3.8,4.8,25.1,112.0,104.0
1985,21,2632,SEA,Seattle Supersonics,Jack Sikma,1955-11-14,29.0,NBA,C,68.0,68.0,2402.0,9.3,19.0,0.49,0.0,0.2,0.2,9.2,18.8,0.49,6.7,7.9,0.85,3.3,11.3,14.6,5.7,1.7,1.8,3.2,4.8,25.3,114.0,104.0
1986,21,2632,SEA,Seattle Supersonics,Jack Sikma,1955-11-14,30.0,NBA,C,80.0,78.0,2790.0,9.0,19.4,0.46,0.0,0.2,0.0,9.0,19.2,0.47,6.3,7.3,0.86,2.6,10.6,13.2,5.3,1.6,1.3,3.8,5.2,24.2,108.0,103.0
1987,17,2632,MIL,Milwaukee Bucks,Jack Sikma,1955-11-14,31.0,NBA,C,82.0,82.0,2536.0,7.4,15.9,0.46,0.0,0.0,0.0,7.4,15.8,0.46,5.0,5.9,0.85,3.9,11.6,15.5,3.8,1.7,1.7,3.0,6.2,19.7,109.0,101.0
1988,17,2632,MIL,Milwaukee Bucks,Jack Sikma,1955-11-14,32.0,NBA,C,82.0,82.0,2923.0,8.7,17.8,0.49,0.1,0.2,0.21,8.6,17.6,0.49,5.4,5.9,0.92,3.3,8.7,11.9,4.7,1.6,1.3,2.6,5.3,22.8,115.0,105.0
1989,17,2632,MIL,Milwaukee Bucks,Jack Sikma,1955-11-14,33.0,NBA,C,80.0,80.0,2587.0,6.8,15.7,0.43,1.5,4.1,0.38,5.2,11.7,0.45,5.0,5.5,0.9,2.7,9.1,11.7,5.4,1.6,1.1,2.7,5.6,20.1,115.0,105.0
1990,17,2632,MIL,Milwaukee Bucks,Jack Sikma,1955-11-14,34.0,NBA,C,71.0,70.0,2250.0,7.5,18.0,0.42,1.5,4.3,0.34,6.0,13.7,0.44,5.0,5.7,0.88,2.4,8.3,10.7,5.0,1.7,1.0,3.0,5.3,21.5,108.0,107.0
1991,17,2632,MIL,Milwaukee Bucks,Jack Sikma,1955-11-14,35.0,NBA,C,77.0,44.0,1940.0,7.6,17.8,0.43,1.2,3.5,0.34,6.4,14.3,0.45,4.3,5.1,0.84,2.8,8.6,11.4,3.7,1.7,1.6,3.3,5.6,20.6,104.0,105.0
