Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",23.0,NBA,SF,3.0,,109.0,5.6,13.9,0.4,0.3,0.3,1.0,5.3,13.5,0.39,4.0,4.6,0.86,2.6,2.3,5.0,0.3,0.7,0.3,3.3,3.0,15.5
1984,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",24.0,NBA,SF,5.0,,197.0,6.4,15.4,0.42,0.0,0.2,0.0,6.4,15.2,0.42,4.8,5.7,0.84,3.8,3.7,7.5,2.0,2.2,0.2,2.7,2.4,17.5
1986,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",26.0,NBA,SF,9.0,9.0,360.0,9.4,21.7,0.43,0.1,0.5,0.2,9.3,21.2,0.44,6.8,7.9,0.86,2.0,3.4,5.4,2.5,0.9,0.2,3.0,2.4,25.7
1987,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",27.0,NBA,SF,9.0,9.0,360.0,8.6,21.0,0.41,0.3,1.0,0.3,8.3,20.0,0.42,6.6,7.4,0.89,2.7,4.3,7.0,2.5,1.6,0.8,2.6,2.5,24.1
1988,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",28.0,NBA,SF,12.0,12.0,473.0,10.4,22.8,0.46,0.3,1.4,0.22,10.1,21.5,0.47,7.3,9.5,0.77,2.8,3.0,5.9,2.6,1.2,0.5,2.3,1.8,28.5
1989,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",29.0,NBA,SF,5.0,5.0,212.0,8.8,19.7,0.45,0.8,2.9,0.29,8.0,16.8,0.48,4.6,6.5,0.71,1.7,2.9,4.6,2.9,0.7,1.4,2.0,0.8,23.1
1991,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",31.0,NBA,SF,5.0,5.0,195.0,6.5,17.4,0.37,0.4,2.8,0.13,6.1,14.6,0.42,5.9,6.5,0.91,1.1,4.8,5.9,2.4,1.7,0.9,2.0,1.5,19.2
1993,1,3119,ATL,Atlanta Hawks,Dominique Wilkins,"January 12, 1960",33.0,NBA,SF,3.0,3.0,113.0,10.2,23.9,0.43,1.0,3.8,0.25,9.2,20.1,0.46,7.3,9.6,0.77,3.8,1.3,5.1,2.9,1.0,0.3,3.2,2.5,28.7
1995,2,3119,BOS,Boston Celtics,Dominique Wilkins,"January 12, 1960",35.0,NBA,SF,4.0,4.0,150.0,6.2,14.6,0.43,1.9,4.1,0.47,4.3,10.6,0.41,3.8,4.3,0.89,4.1,6.2,10.3,1.9,0.5,0.7,2.2,1.7,18.2
1999,22,3119,ORL,Orlando Magic,Dominique Wilkins,"January 12, 1960",39.0,NBA,SF,1.0,0.0,3.0,12.0,24.0,0.5,0.0,0.0,,12.0,24.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
