Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,23,3207,PHI,Philadelphia 76Ers,David Wingate,"December 15, 1963",23.0,NBA,SG,77.0,9.0,20.9,3.4,7.8,0.43,0.2,0.7,0.25,3.2,7.1,0.45,0.44,1.9,2.6,0.74,0.9,1.1,2.0,2.0,1.2,0.2,1.7,2.2,8.8
1988,23,3207,PHI,Philadelphia 76Ers,David Wingate,"December 15, 1963",24.0,NBA,SG,61.0,22.0,23.3,3.6,8.9,0.4,0.2,0.7,0.25,3.4,8.3,0.41,0.41,1.6,2.2,0.75,0.7,0.9,1.7,2.0,0.8,0.4,1.7,2.0,8.9
1989,23,3207,PHI,Philadelphia 76Ers,David Wingate,"December 15, 1963",25.0,NBA,SG,33.0,6.0,11.3,1.6,3.5,0.47,0.1,0.2,0.33,1.6,3.3,0.48,0.48,0.8,1.0,0.79,0.4,0.8,1.1,2.2,0.3,0.1,1.1,1.3,4.2
1990,27,3207,SAS,San Antonio Spurs,David Wingate,"December 15, 1963",26.0,NBA,SG,78.0,2.0,23.8,2.8,6.3,0.45,0.0,0.2,0.0,2.8,6.1,0.46,0.45,1.1,1.4,0.78,0.8,1.7,2.5,2.7,1.1,0.2,1.6,2.0,6.8
1991,27,3207,SAS,San Antonio Spurs,David Wingate,"December 15, 1963",27.0,NBA,SG,25.0,0.0,22.5,2.1,5.5,0.38,0.0,0.4,0.11,2.1,5.2,0.4,0.39,1.2,1.6,0.71,1.0,2.0,3.0,1.8,0.8,0.2,1.7,2.6,5.4
1992,30,3207,WSB,Washington Bullets,David Wingate,"December 15, 1963",28.0,NBA,SG,81.0,72.0,26.3,3.3,7.1,0.46,0.0,0.2,0.06,3.3,6.8,0.48,0.47,1.3,1.8,0.72,1.0,2.3,3.3,3.0,1.5,0.3,1.5,2.0,7.9
1993,4,3207,CHO,Charlotte Hornets,David Wingate,"December 15, 1963",29.0,NBA,SF,72.0,55.0,20.4,2.5,4.7,0.54,0.0,0.1,0.17,2.5,4.6,0.54,0.54,1.1,1.5,0.74,0.7,1.7,2.4,2.5,0.9,0.1,1.2,1.9,6.1
1994,4,3207,CHO,Charlotte Hornets,David Wingate,"December 15, 1963",30.0,NBA,SG,50.0,36.0,20.1,2.7,5.7,0.48,0.1,0.2,0.33,2.6,5.4,0.49,0.49,0.7,1.0,0.67,0.6,2.1,2.7,2.1,0.8,0.1,1.1,1.7,6.2
1995,4,3207,CHO,Charlotte Hornets,David Wingate,"December 15, 1963",31.0,NBA,SG,52.0,9.0,9.9,1.0,2.3,0.41,0.1,0.4,0.18,0.9,1.9,0.46,0.43,0.3,0.5,0.75,0.2,0.9,1.2,1.1,0.4,0.1,0.5,1.2,2.3
1996,21,3207,SEA,Seattle Supersonics,David Wingate,"December 15, 1963",32.0,NBA,SG,60.0,3.0,11.6,1.5,3.5,0.42,0.3,0.6,0.44,1.2,3.0,0.41,0.45,0.5,0.7,0.78,0.3,0.7,0.9,1.0,0.3,0.1,0.7,1.1,3.7
1997,21,3207,SEA,Seattle Supersonics,David Wingate,"December 15, 1963",33.0,NBA,SG,65.0,2.0,14.3,1.4,3.3,0.42,0.4,1.1,0.35,1.0,2.2,0.45,0.47,0.5,0.6,0.82,0.4,0.8,1.1,1.2,0.7,0.1,0.6,1.7,3.6
1998,21,3207,SEA,Seattle Supersonics,David Wingate,"December 15, 1963",34.0,NBA,SG,58.0,2.0,9.4,1.1,2.4,0.47,0.1,0.1,0.43,1.1,2.3,0.47,0.48,0.3,0.5,0.52,0.3,1.0,1.4,0.6,0.4,0.1,0.6,1.0,2.6
1999,20,3207,NYK,New York Knicks,David Wingate,"December 15, 1963",35.0,NBA,SG,20.0,0.0,4.6,0.4,0.8,0.44,0.0,0.0,,0.4,0.8,0.44,0.44,0.0,0.0,,0.2,0.3,0.4,0.3,0.2,0.0,0.3,0.5,0.7
2000,20,3207,NYK,New York Knicks,David Wingate,"December 15, 1963",36.0,NBA,SG,7.0,0.0,4.6,0.1,1.3,0.11,0.0,0.0,,0.1,1.3,0.11,0.11,0.0,0.0,,0.1,0.1,0.3,0.4,0.1,0.3,0.3,1.0,0.3
2001,21,3207,SEA,Seattle Supersonics,David Wingate,"December 15, 1963",37.0,NBA,SG,1.0,0.0,9.0,3.0,3.0,1.0,0.0,0.0,,3.0,3.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0
