Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2008,18,MIN,Minnesota Timberwolves,22,Corey Brewer,SF,6-9,186,1986-03-05,US,R,Florida
2008,18,MIN,Minnesota Timberwolves,7,Greg Buckner,SG,6-4,210,1976-09-16,US,8,Clemson
2008,18,MIN,Minnesota Timberwolves,51,Michael Doleac,C,6-11,262,1977-06-15,US,9,Utah
2008,18,MIN,Minnesota Timberwolves,4,Randy Foye,PG,6-4,213,1983-09-24,US,1,Villanova
2008,18,MIN,Minnesota Timberwolves,8,Ryan Gomes,PF,6-7,250,1982-09-01,US,2,Providence
2008,18,MIN,Minnesota Timberwolves,15,Gerald Green,SF,6-6,205,1986-01-26,US,2,
2008,18,MIN,Minnesota Timberwolves,55,Marko Jaric,SG,6-7,198,1978-10-12,RS,5,
2008,18,MIN,Minnesota Timberwolves,25,Al Jefferson,C,6-10,289,1985-01-04,US,3,
2008,18,MIN,Minnesota Timberwolves,35,Mark Madsen,PF,6-9,240,1976-01-28,US,7,Stanford
2008,18,MIN,Minnesota Timberwolves,1,Rashad McCants,SG,6-4,207,1984-09-25,US,2,UNC
2008,18,MIN,Minnesota Timberwolves,42,Theo Ratliff,PF,6-10,225,1973-04-17,US,12,Wyoming
2008,18,MIN,Minnesota Timberwolves,32,Chris Richard,C,6-9,270,1984-12-25,US,R,Florida
2008,18,MIN,Minnesota Timberwolves,5,Craig Smith,PF,6-7,250,1983-11-10,US,1,Boston College
2008,18,MIN,Minnesota Timberwolves,30,Kirk Snyder,SF,6-6,225,1983-06-05,US,3,Nevada
2008,18,MIN,Minnesota Timberwolves,3,Sebastian Telfair,PG,6-0,165,1985-06-09,US,3,
2008,18,MIN,Minnesota Timberwolves,24,Antoine Walker,PF,6-8,224,1976-08-12,US,11,Kentucky
