Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2008,2,BOS,Boston Celtics,20,Ray Allen,SG,6-5,205,1975-07-20,US,11,UConn
2008,2,BOS,Boston Celtics,42,Tony Allen,SG,6-4,213,1982-01-11,US,3,"Butler County Community College, Oklahoma State"
2008,2,BOS,Boston Celtics,93,P.J. Brown,PF,6-11,225,1969-10-14,US,14,Louisiana Tech
2008,2,BOS,Boston Celtics,28,Sam Cassell,PG,6-3,185,1969-11-18,US,14,Florida State
2008,2,BOS,Boston Celtics,11,Glen Davis,C,6-9,289,1986-01-01,US,R,LSU
2008,2,BOS,Boston Celtics,5,Kevin Garnett,PF,6-11,240,1976-05-19,US,12,
2008,2,BOS,Boston Celtics,50,Eddie House,PG,6-1,180,1978-05-14,US,7,Arizona State
2008,2,BOS,Boston Celtics,43,Kendrick Perkins,C,6-10,270,1984-11-10,US,4,
2008,2,BOS,Boston Celtics,34,Paul Pierce,SF,6-7,235,1977-10-13,US,9,Kansas
2008,2,BOS,Boston Celtics,66,Scot Pollard,C,6-11,265,1975-02-12,US,10,Kansas
2008,2,BOS,Boston Celtics,41,James Posey,PF,6-8,215,1977-01-13,US,8,Xavier
2008,2,BOS,Boston Celtics,0,Leon Powe,C,6-8,240,1984-01-22,US,1,California
2008,2,BOS,Boston Celtics,13,Gabe Pruitt,PG,6-4,170,1986-04-19,US,R,USC
2008,2,BOS,Boston Celtics,9,Rajon Rondo,PG,6-1,180,1986-02-22,US,1,Kentucky
2008,2,BOS,Boston Celtics,44,Brian Scalabrine,PF,6-9,241,1978-03-18,US,6,USC
