Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1988,6,794,CLE,Cleveland Cavaliers,Chris Dudley,1965-02-22,22.0,NBA,C,55.0,1.0,513.0,6.2,13.2,0.47,0.0,0.0,,6.2,13.2,0.47,3.8,6.8,0.56,7.1,6.7,13.8,2.2,1.2,1.8,3.0,8.4,16.3,106.0,106.0
1989,6,794,CLE,Cleveland Cavaliers,Chris Dudley,1965-02-22,23.0,NBA,C,61.0,2.0,544.0,6.6,15.1,0.44,0.0,0.1,0.0,6.6,15.0,0.44,3.5,9.6,0.36,6.5,7.7,14.1,1.9,0.8,2.1,4.0,7.4,16.7,89.0,104.0
1990,31,794,TOT,Total After Trade,Chris Dudley,1965-02-22,24.0,NBA,PF,64.0,30.0,1356.0,5.3,12.9,0.41,0.0,0.0,,5.3,12.9,0.41,2.1,6.6,0.32,6.3,9.1,15.4,1.4,1.5,2.6,3.1,6.0,12.8,87.0,105.0
1990,6,794,CLE,Cleveland Cavaliers,Chris Dudley,1965-02-22,24.0,NBA,PF,37.0,22.0,684.0,5.8,15.0,0.39,0.0,0.0,,5.8,15.0,0.39,1.9,5.7,0.34,6.5,8.5,15.0,1.5,1.4,3.0,3.5,6.1,13.6,84.0,104.0
1990,3,794,NJN,New Jersey Nets,Chris Dudley,1965-02-22,24.0,NBA,PF,27.0,8.0,672.0,4.8,10.9,0.44,0.0,0.0,,4.8,10.9,0.44,2.3,7.6,0.3,6.2,9.6,15.8,1.4,1.6,2.2,2.6,5.8,11.9,90.0,106.0
1991,3,794,NJN,New Jersey Nets,Chris Dudley,1965-02-22,25.0,NBA,C,61.0,25.0,1560.0,5.3,12.9,0.41,0.0,0.0,,5.3,12.9,0.41,2.9,5.5,0.53,7.1,8.7,15.8,1.1,1.2,4.7,2.5,6.7,13.5,98.0,104.0
1992,3,794,NJN,New Jersey Nets,Chris Dudley,1965-02-22,26.0,NBA,C,82.0,21.0,1902.0,4.9,12.2,0.4,0.0,0.0,,4.9,12.2,0.4,2.1,4.4,0.47,8.8,10.2,19.0,1.5,1.0,4.6,2.0,7.1,11.8,103.0,105.0
1993,3,794,NJN,New Jersey Nets,Chris Dudley,1965-02-22,27.0,NBA,C,71.0,16.0,1398.0,3.4,9.5,0.35,0.0,0.0,,3.4,9.5,0.35,2.0,3.9,0.52,7.7,10.7,18.3,0.6,0.6,3.7,1.9,7.0,8.8,97.0,102.0
1994,25,794,POR,Portland Trail Blazers,Chris Dudley,1965-02-22,28.0,NBA,C,6.0,3.0,86.0,3.4,14.1,0.24,0.0,0.0,,3.4,14.1,0.24,1.1,2.3,0.5,9.0,4.5,13.6,2.8,2.3,1.7,1.1,10.2,7.9,89.0,105.0
1995,25,794,POR,Portland Trail Blazers,Chris Dudley,1965-02-22,29.0,NBA,C,82.0,82.0,2245.0,4.1,10.2,0.41,0.0,0.0,0.0,4.1,10.1,0.41,1.9,4.2,0.46,7.4,10.0,17.4,0.8,1.0,2.9,1.8,6.5,10.2,102.0,103.0
1996,25,794,POR,Portland Trail Blazers,Chris Dudley,1965-02-22,30.0,NBA,C,80.0,61.0,1924.0,4.4,9.6,0.45,0.0,0.0,0.0,4.4,9.6,0.45,2.2,4.2,0.51,6.4,13.0,19.4,1.0,1.1,2.7,2.1,6.8,10.9,103.0,99.0
1997,25,794,POR,Portland Trail Blazers,Chris Dudley,1965-02-22,31.0,NBA,C,81.0,14.0,1840.0,3.6,8.4,0.43,0.0,0.0,,3.6,8.4,0.43,1.9,3.9,0.47,5.9,11.2,17.0,1.2,1.1,2.8,2.3,7.1,9.1,98.0,100.0
1998,20,794,NYK,New York Knicks,Chris Dudley,1965-02-22,32.0,NBA,C,51.0,22.0,858.0,3.7,9.1,0.41,0.0,0.0,,3.7,9.1,0.41,2.6,5.8,0.45,6.8,10.6,17.4,1.3,0.8,3.2,2.8,8.8,10.0,93.0,97.0
1999,20,794,NYK,New York Knicks,Chris Dudley,1965-02-22,33.0,NBA,C,46.0,16.0,685.0,3.9,8.8,0.44,0.0,0.0,,3.9,8.8,0.44,1.5,3.2,0.48,6.4,9.2,15.6,0.6,1.0,3.1,1.9,9.4,9.3,99.0,95.0
2000,20,794,NYK,New York Knicks,Chris Dudley,1965-02-22,34.0,NBA,C,47.0,3.0,459.0,2.7,7.9,0.34,0.0,0.0,,2.7,7.9,0.34,1.1,3.2,0.33,7.4,8.6,15.9,0.6,0.8,2.5,2.1,11.1,6.4,89.0,99.0
2001,24,794,PHO,Phoenix Suns,Chris Dudley,1965-02-22,35.0,NBA,C,53.0,33.0,613.0,2.4,6.1,0.4,0.0,0.0,,2.4,6.1,0.4,1.2,3.0,0.39,5.4,10.0,15.4,1.5,1.2,2.4,2.2,9.3,6.1,90.0,96.0
2002,25,794,POR,Portland Trail Blazers,Chris Dudley,1965-02-22,36.0,NBA,C,43.0,2.0,327.0,3.3,8.2,0.4,0.0,0.3,0.0,3.3,7.9,0.42,1.3,2.5,0.53,4.4,8.7,13.1,2.1,0.5,2.3,2.3,6.9,7.9,93.0,104.0
2003,25,794,POR,Portland Trail Blazers,Chris Dudley,1965-02-22,37.0,NBA,C,3.0,0.0,11.0,0.0,4.9,0.0,0.0,0.0,,0.0,4.9,0.0,0.0,0.0,,9.8,0.0,9.8,0.0,0.0,0.0,0.0,14.6,0.0,95.0,112.0
