Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2018,30,200,WAS,Washington Wizards,3,Bradley Beal,SG,6-3,207,"June 28, 1993",US,5,Florida
2018,30,960,WAS,Washington Wizards,8,Tim Frazier,PG,6-0,170,"November 1, 1990",US,3,Penn State
2018,30,1065,WAS,Washington Wizards,13,Marcin Gortat,C,6-11,240,"February 17, 1984",PL,10,
2018,30,1708,WAS,Washington Wizards,4,Ty Lawson,PG,5-11,195,"November 3, 1987",US,8,UNC
2018,30,1815,WAS,Washington Wizards,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",FR,9,
2018,30,1914,WAS,Washington Wizards,1,Chris McCullough,PF,6-11,200,"February 5, 1995",US,2,Syracuse
2018,30,1962,WAS,Washington Wizards,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",US,8,Kentucky
2018,30,2053,WAS,Washington Wizards,5,Markieff Morris,PF,6-9,245,"September 2, 1989",US,6,Kansas
2018,30,2218,WAS,Washington Wizards,12,Kelly Oubre Jr.,SF,6-7,203,"December 9, 1995",US,2,Kansas
2018,30,2340,WAS,Washington Wizards,22,Otto Porter,SF,6-8,198,"June 3, 1993",US,4,Georgetown
2018,30,2472,WAS,Washington Wizards,7,Devin Robinson,SF,6-8,200,"March 7, 1995",US,R,Florida
2018,30,2562,WAS,Washington Wizards,31,Tomas Satoransky,SG,6-7,210,"October 30, 1991",CZ,1,
2018,30,2585,WAS,Washington Wizards,30,Mike Scott,PF,6-7,237,"July 16, 1988",US,5,Virginia
2018,30,2598,WAS,Washington Wizards,9,Ramon Sessions,PG,6-3,190,"April 11, 1986",US,10,Nevada
2018,30,2682,WAS,Washington Wizards,14,Jason Smith,C,7-0,240,"March 2, 1986",US,9,Colorado State
2018,30,3007,WAS,Washington Wizards,2,John Wall,PG,6-3,210,"September 6, 1990",US,7,Kentucky
