Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,31,2476,TOT,Total After Trade,Glenn Robinson III,"January 8, 1994",21.0,NBA,"SF,SG",35.0,1.0,7.5,0.7,1.9,0.39,0.1,0.5,0.26,0.6,1.4,0.44,0.42,0.5,0.7,0.67,0.4,0.7,1.1,0.3,0.2,0.0,0.3,0.4,2.1
2015,18,2476,MIN,Minnesota Timberwolves,Glenn Robinson III,"January 8, 1994",21.0,NBA,SG,25.0,0.0,4.3,0.3,1.0,0.33,0.0,0.2,0.17,0.3,0.7,0.39,0.35,0.5,0.6,0.75,0.2,0.4,0.6,0.1,0.1,0.0,0.1,0.2,1.2
2015,23,2476,PHI,Philadelphia 76Ers,Glenn Robinson III,"January 8, 1994",21.0,NBA,SF,10.0,1.0,15.3,1.8,4.3,0.42,0.4,1.3,0.31,1.4,3.0,0.47,0.46,0.4,0.8,0.5,1.1,1.4,2.5,0.8,0.3,0.1,0.8,1.0,4.4
2016,12,2476,IND,Indiana Pacers,Glenn Robinson III,"January 8, 1994",22.0,NBA,SF,45.0,4.0,11.3,1.4,3.4,0.43,0.3,0.8,0.38,1.1,2.5,0.45,0.48,0.6,0.9,0.69,0.3,1.2,1.5,0.6,0.4,0.2,0.4,0.5,3.8
2017,12,2476,IND,Indiana Pacers,Glenn Robinson III,"January 8, 1994",23.0,NBA,SF,69.0,27.0,20.7,2.3,4.9,0.47,0.7,1.8,0.39,1.6,3.1,0.51,0.54,0.8,1.1,0.71,0.8,2.7,3.6,0.7,0.6,0.3,0.5,0.9,6.1
2018,12,2476,IND,Indiana Pacers,Glenn Robinson III,"January 8, 1994",24.0,NBA,SF,23.0,1.0,14.7,1.6,3.7,0.42,0.6,1.5,0.41,1.0,2.2,0.43,0.51,0.4,0.5,0.82,0.5,1.1,1.6,0.7,0.6,0.0,0.2,0.6,4.1
2019,9,2476,DET,Detroit Pistons,Glenn Robinson III,"January 8, 1994",25.0,NBA,SF,47.0,18.0,13.0,1.6,3.7,0.42,0.4,1.3,0.29,1.2,2.4,0.49,0.47,0.7,0.9,0.8,0.4,1.1,1.5,0.4,0.3,0.2,0.4,1.0,4.2
2020,31,2476,TOT,Total After Trade,Glenn Robinson III,"January 8, 1994",26.0,NBA,SF,62.0,52.0,28.8,4.6,9.5,0.49,1.2,3.2,0.39,3.4,6.4,0.53,0.55,1.2,1.4,0.86,1.3,3.0,4.4,1.5,0.9,0.3,0.9,1.6,11.7
2020,10,2476,GSW,Golden State Warriors,Glenn Robinson III,"January 8, 1994",26.0,NBA,SF,48.0,48.0,31.6,5.1,10.6,0.48,1.4,3.5,0.4,3.7,7.0,0.52,0.55,1.3,1.5,0.85,1.4,3.3,4.7,1.8,0.9,0.3,1.0,1.7,12.9
2020,23,2476,PHI,Philadelphia 76Ers,Glenn Robinson III,"January 8, 1994",26.0,NBA,SF,14.0,4.0,19.3,3.1,6.1,0.52,0.6,1.9,0.33,2.5,4.1,0.6,0.57,0.8,0.9,0.92,1.1,2.1,3.1,0.8,0.6,0.1,0.4,1.3,7.7
2021,26,2476,SAC,Sacramento Kings,Glenn Robinson III,"January 8, 1994",27.0,NBA,SF,19.0,0.0,15.6,1.9,4.4,0.44,0.8,2.1,0.38,1.2,2.4,0.49,0.53,0.8,0.9,0.89,0.3,1.3,1.6,0.8,0.1,0.2,0.3,1.0,5.5
