Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004,15,1008,MEM,Memphis Grizzlies,Pau Gasol,"July 6, 1980",23.0,NBA,PF,4.0,4.0,134.0,7.5,13.2,0.57,0.0,0.0,,7.5,13.2,0.57,4.8,5.4,0.9,1.1,4.3,5.4,2.7,1.1,1.6,1.3,2.7,19.9
2005,15,1008,MEM,Memphis Grizzlies,Pau Gasol,"July 6, 1980",24.0,NBA,PF,4.0,4.0,133.0,10.6,21.7,0.49,0.3,0.3,1.0,10.3,21.4,0.48,1.6,3.2,0.5,4.1,4.1,8.1,2.7,0.5,1.9,1.9,3.2,23.0
2006,15,1008,MEM,Memphis Grizzlies,Pau Gasol,"July 6, 1980",25.0,NBA,PF,4.0,4.0,158.0,6.6,15.3,0.43,0.0,0.2,0.0,6.6,15.0,0.44,5.2,6.8,0.77,0.9,5.2,6.2,2.7,0.5,1.1,2.5,2.5,18.5
2008,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",27.0,NBA,C,21.0,21.0,836.0,6.1,11.5,0.53,0.0,0.0,,6.1,11.5,0.53,3.1,4.5,0.69,2.4,6.0,8.4,3.6,0.5,1.7,1.9,2.6,15.2
2009,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",28.0,NBA,C,23.0,23.0,931.0,6.2,10.7,0.58,0.0,0.0,,6.2,10.7,0.58,3.9,5.4,0.71,2.6,7.0,9.6,2.2,0.7,1.7,1.7,2.7,16.2
2010,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",29.0,NBA,C,23.0,23.0,913.0,6.5,12.1,0.54,0.0,0.1,0.0,6.5,11.9,0.55,4.7,6.2,0.76,3.6,6.4,10.1,3.2,0.4,1.9,1.7,2.5,17.7
2011,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",30.0,NBA,C,10.0,10.0,358.0,4.7,11.3,0.42,0.1,0.2,0.5,4.6,11.1,0.42,3.6,4.5,0.8,3.2,4.6,7.8,3.8,0.4,1.7,1.7,3.3,13.2
2012,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",31.0,NBA,PF,12.0,12.0,444.0,5.0,11.6,0.43,0.2,0.4,0.4,4.9,11.2,0.44,1.9,2.4,0.83,3.1,6.2,9.2,3.6,0.5,2.0,1.6,2.9,12.2
2013,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",32.0,NBA,PF,4.0,4.0,146.0,6.2,12.8,0.48,0.0,0.0,,6.2,12.8,0.48,1.5,2.7,0.55,1.7,9.6,11.3,6.4,0.5,0.7,3.2,1.0,13.8
2015,5,1008,CHI,Chicago Bulls,Pau Gasol,"July 6, 1980",34.0,NBA,PF,10.0,10.0,317.0,6.4,13.1,0.49,0.0,0.5,0.0,6.4,12.6,0.5,3.6,4.8,0.76,1.9,8.7,10.7,3.5,0.6,2.4,2.4,2.0,16.4
2017,27,1008,SAS,San Antonio Spurs,Pau Gasol,"July 6, 1980",36.0,NBA,C,16.0,7.0,365.0,4.9,11.2,0.44,0.6,1.8,0.33,4.3,9.5,0.46,1.7,2.4,0.71,3.8,7.4,11.2,3.1,0.7,1.5,1.8,3.5,12.1
2018,27,1008,SAS,San Antonio Spurs,Pau Gasol,"July 6, 1980",37.0,NBA,C,5.0,0.0,90.0,4.0,8.0,0.5,0.4,1.2,0.33,3.6,6.8,0.53,3.6,4.0,0.9,0.8,8.8,9.6,5.6,0.0,0.4,2.4,2.0,12.0
