Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1980,2,1880,BOS,Boston Celtics,Cedric Maxwell,"November 21, 1955",24.0,NBA,SF,80.0,80.0,2744.0,457.0,750.0,0.61,0.0,0.0,,457.0,750.0,0.61,0.61,436.0,554.0,0.79,284.0,420.0,704.0,199.0,76.0,61.0,230.0,266.0,1350.0,0.0
1981,2,1880,BOS,Boston Celtics,Cedric Maxwell,"November 21, 1955",25.0,NBA,SF,81.0,81.0,2730.0,441.0,750.0,0.59,0.0,1.0,0.0,441.0,749.0,0.59,0.59,352.0,450.0,0.78,222.0,303.0,525.0,219.0,79.0,68.0,180.0,256.0,1234.0,0.0
1982,2,1880,BOS,Boston Celtics,Cedric Maxwell,"November 21, 1955",26.0,NBA,SF,78.0,73.0,2590.0,397.0,724.0,0.55,0.0,3.0,0.0,397.0,721.0,0.55,0.55,357.0,478.0,0.75,218.0,281.0,499.0,183.0,79.0,49.0,174.0,263.0,1151.0,0.0
1983,2,1880,BOS,Boston Celtics,Cedric Maxwell,"November 21, 1955",27.0,NBA,SF,79.0,71.0,2252.0,331.0,663.0,0.5,0.0,1.0,0.0,331.0,662.0,0.5,0.5,280.0,345.0,0.81,185.0,237.0,422.0,186.0,65.0,39.0,165.0,202.0,942.0,0.0
1984,2,1880,BOS,Boston Celtics,Cedric Maxwell,"November 21, 1955",28.0,NBA,SF,80.0,78.0,2502.0,317.0,596.0,0.53,1.0,6.0,0.17,316.0,590.0,0.54,0.53,320.0,425.0,0.75,201.0,260.0,461.0,205.0,63.0,24.0,203.0,224.0,955.0,0.0
1985,2,1880,BOS,Boston Celtics,Cedric Maxwell,"November 21, 1955",29.0,NBA,SF,57.0,51.0,1495.0,201.0,377.0,0.53,0.0,2.0,0.0,201.0,375.0,0.54,0.53,231.0,278.0,0.83,98.0,144.0,242.0,102.0,36.0,15.0,98.0,140.0,633.0,0.0
1986,13,1880,LAC,Los Angeles Clippers,Cedric Maxwell,"November 21, 1955",30.0,NBA,SF,76.0,72.0,2458.0,314.0,661.0,0.48,0.0,3.0,0.0,314.0,658.0,0.48,0.48,447.0,562.0,0.8,241.0,383.0,624.0,215.0,61.0,29.0,206.0,252.0,1075.0,0.0
1987,31,1880,TOT,Total After Trade,Cedric Maxwell,"November 21, 1955",31.0,NBA,SF,81.0,31.0,1968.0,253.0,477.0,0.53,0.0,1.0,0.0,253.0,476.0,0.53,0.53,303.0,391.0,0.78,175.0,260.0,435.0,197.0,39.0,14.0,136.0,178.0,809.0,0.0
1987,13,1880,LAC,Los Angeles Clippers,Cedric Maxwell,"November 21, 1955",31.0,NBA,SF,35.0,31.0,1132.0,150.0,289.0,0.52,0.0,0.0,,150.0,289.0,0.52,0.52,177.0,228.0,0.78,103.0,148.0,251.0,122.0,26.0,9.0,88.0,102.0,477.0,0.0
1987,11,1880,HOU,Houston Rockets,Cedric Maxwell,"November 21, 1955",31.0,NBA,SF,46.0,0.0,836.0,103.0,188.0,0.55,0.0,1.0,0.0,103.0,187.0,0.55,0.55,126.0,163.0,0.77,72.0,112.0,184.0,75.0,13.0,5.0,48.0,76.0,332.0,0.0
1988,11,1880,HOU,Houston Rockets,Cedric Maxwell,"November 21, 1955",32.0,NBA,SF,71.0,0.0,848.0,80.0,171.0,0.47,0.0,2.0,0.0,80.0,169.0,0.47,0.47,110.0,143.0,0.77,74.0,105.0,179.0,60.0,22.0,12.0,54.0,75.0,270.0,1.0
