Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1989,13,1080,LAC,Los Angeles Clippers,Gary Grant,"April 21, 1965",23.0,NBA,PG,71.0,1924.0,14.1,0.47,0.03,0.2,4.5,8.8,6.6,37.6,3.4,0.3,22.3,23.8,-2.0,1.6,-0.4,-0.01,-1.2,-0.7,-1.9,0.0
1990,13,1080,LAC,Los Angeles Clippers,Gary Grant,"April 21, 1965",24.0,NBA,PG,44.0,1529.0,15.3,0.51,0.04,0.22,4.5,10.0,7.3,42.5,3.4,0.2,26.7,21.1,-0.6,1.9,1.3,0.04,0.3,0.5,0.8,1.1
1991,13,1080,LAC,Los Angeles Clippers,Gary Grant,"April 21, 1965",25.0,NBA,PG,68.0,2105.0,12.1,0.48,0.07,0.13,3.5,7.3,5.3,38.2,2.4,0.3,25.3,16.0,-0.4,2.1,1.7,0.04,-1.3,-0.2,-1.5,0.2
1992,13,1080,LAC,Los Angeles Clippers,Gary Grant,"April 21, 1965",26.0,NBA,PG,78.0,2049.0,13.4,0.49,0.09,0.09,1.8,8.2,5.0,37.0,3.3,0.4,23.2,16.7,0.0,2.9,3.0,0.07,-1.0,1.3,0.2,1.1
1993,13,1080,LAC,Los Angeles Clippers,Gary Grant,"April 21, 1965",27.0,NBA,PG,74.0,1624.0,11.7,0.48,0.09,0.16,1.8,7.7,4.7,28.4,3.2,0.4,20.2,16.2,-0.1,1.8,1.6,0.05,-2.5,0.8,-1.7,0.1
1994,13,1080,LAC,Los Angeles Clippers,Gary Grant,"April 21, 1965",28.0,NBA,PG,78.0,1533.0,13.8,0.49,0.11,0.14,2.9,6.9,4.9,27.9,3.7,0.5,18.6,19.7,0.0,1.3,1.3,0.04,-1.7,0.9,-0.8,0.5
1995,13,1080,LAC,Los Angeles Clippers,Gary Grant,"April 21, 1965",29.0,NBA,PG,33.0,470.0,15.1,0.54,0.1,0.33,1.9,7.2,4.4,32.8,3.1,0.5,18.8,21.7,0.3,0.3,0.6,0.06,-1.5,-0.2,-1.7,0.0
1996,20,1080,NYK,New York Knicks,Gary Grant,"April 21, 1965",30.0,NBA,PG,47.0,596.0,13.5,0.56,0.13,0.32,2.5,7.7,5.2,19.0,3.5,0.4,17.9,19.7,0.4,1.0,1.4,0.11,-2.6,2.3,-0.4,0.2
1997,16,1080,MIA,Miami Heat,Gary Grant,"April 21, 1965",31.0,NBA,PG,28.0,365.0,9.1,0.46,0.42,0.2,2.6,9.6,6.2,20.4,2.4,0.0,18.4,18.9,-0.2,0.6,0.4,0.05,-3.3,1.2,-2.1,0.0
1998,25,1080,POR,Portland Trail Blazers,Gary Grant,"April 21, 1965",32.0,NBA,PG,22.0,359.0,16.1,0.53,0.2,0.15,2.7,12.5,7.8,38.5,2.5,0.4,19.5,15.5,0.6,0.5,1.1,0.15,0.4,1.4,1.8,0.3
1999,25,1080,POR,Portland Trail Blazers,Gary Grant,"April 21, 1965",33.0,NBA,PG,2.0,7.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,59.7,7.7,0.0,0.0,6.5,0.0,0.0,0.0,0.15,2.2,7.4,9.6,0.0
2000,25,1080,POR,Portland Trail Blazers,Gary Grant,"April 21, 1965",34.0,NBA,PG,3.0,24.0,8.0,0.43,0.0,0.0,0.0,14.0,7.4,8.1,2.2,0.0,12.5,30.8,-0.1,0.0,0.0,-0.07,-8.3,0.0,-8.3,0.0
2001,25,1080,POR,Portland Trail Blazers,Gary Grant,"April 21, 1965",35.0,NBA,PG,4.0,17.0,22.8,0.71,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,19.1,0.1,0.0,0.1,0.21,2.8,0.2,3.0,0.0
