Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,10,2064,GSW,Golden State Warriors,Anthony Morrow,1985-09-27,23.0,NBA,SG,67.0,17.0,1515.0,6.1,12.7,0.48,2.0,4.4,0.47,4.0,8.3,0.48,1.9,2.2,0.87,1.9,2.9,4.7,1.9,0.9,0.3,1.2,3.1,16.1
2010,10,2064,GSW,Golden State Warriors,Anthony Morrow,1985-09-27,24.0,NBA,SG,69.0,37.0,2018.0,5.9,12.5,0.47,2.5,5.5,0.46,3.4,7.1,0.48,1.8,2.0,0.89,1.1,3.5,4.6,1.9,1.2,0.3,1.5,2.8,16.0
2011,3,2064,NJN,New Jersey Nets,Anthony Morrow,1985-09-27,25.0,NBA,SG,58.0,47.0,1856.0,5.4,12.0,0.45,2.1,5.0,0.42,3.3,7.0,0.47,1.9,2.1,0.9,0.7,2.6,3.3,1.3,0.4,0.1,1.0,2.6,14.8
2012,3,2064,NJN,New Jersey Nets,Anthony Morrow,1985-09-27,26.0,NBA,SG,62.0,18.0,1636.0,6.0,14.5,0.41,2.3,6.3,0.37,3.7,8.2,0.45,2.1,2.3,0.93,0.7,2.1,2.8,1.3,1.0,0.2,1.5,1.9,16.4
2013,31,2064,TOT,Total After Trade,Anthony Morrow,1985-09-27,27.0,NBA,SG,41.0,1.0,383.0,6.0,13.6,0.44,1.5,4.0,0.37,4.5,9.6,0.47,1.9,2.1,0.91,1.0,1.8,2.8,1.2,1.2,0.1,0.8,4.0,15.4
2013,1,2064,ATL,Atlanta Hawks,Anthony Morrow,1985-09-27,27.0,NBA,SG,24.0,1.0,301.0,5.6,13.3,0.42,1.8,4.5,0.4,3.8,8.7,0.44,1.9,2.2,0.89,1.2,1.9,3.1,1.1,1.4,0.1,0.5,3.9,15.0
2013,7,2064,DAL,Dallas Mavericks,Anthony Morrow,1985-09-27,27.0,NBA,SG,17.0,0.0,82.0,7.5,14.9,0.5,0.4,2.2,0.2,7.0,12.7,0.55,1.8,1.8,1.0,0.4,1.3,1.8,1.8,0.4,0.0,1.8,4.4,17.1
2014,19,2064,NOP,New Orleans Pelicans,Anthony Morrow,1985-09-27,28.0,NBA,SG,76.0,9.0,1426.0,6.0,13.1,0.46,2.2,4.9,0.45,3.8,8.2,0.46,1.8,2.2,0.83,0.7,2.8,3.5,1.5,1.0,0.3,1.3,2.6,16.1
2015,21,2064,OKC,Oklahoma City Thunder,Anthony Morrow,1985-09-27,29.0,NBA,SG,74.0,0.0,1806.0,5.7,12.3,0.46,2.8,6.5,0.43,2.9,5.8,0.5,1.6,1.8,0.89,0.8,3.1,3.9,1.2,1.1,0.2,0.8,2.7,15.7
2016,21,2064,OKC,Oklahoma City Thunder,Anthony Morrow,1985-09-27,30.0,NBA,SG,68.0,6.0,926.0,5.3,12.9,0.41,3.1,7.9,0.39,2.2,5.0,0.44,1.1,1.5,0.74,0.4,2.0,2.4,0.9,0.9,0.2,0.7,2.5,14.8
2017,31,2064,TOT,Total After Trade,Anthony Morrow,1985-09-27,31.0,NBA,SG,49.0,7.0,714.0,4.9,12.7,0.39,2.1,6.7,0.31,2.9,6.0,0.48,1.7,1.9,0.92,0.6,1.0,1.6,1.3,1.2,0.1,0.3,2.2,13.7
2017,21,2064,OKC,Oklahoma City Thunder,Anthony Morrow,1985-09-27,31.0,NBA,SG,40.0,7.0,627.0,4.9,12.8,0.39,2.0,6.8,0.29,2.9,6.0,0.49,1.3,1.5,0.88,0.6,1.0,1.7,1.1,1.3,0.1,0.3,2.3,13.2
2017,5,2064,CHI,Chicago Bulls,Anthony Morrow,1985-09-27,31.0,NBA,SG,9.0,0.0,87.0,5.0,12.0,0.41,2.5,5.8,0.43,2.5,6.2,0.4,4.6,4.6,1.0,0.4,0.4,0.8,2.5,0.8,0.0,0.0,1.7,17.0
