Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1990,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",24.0,NBA,C,10,10,375,89,167,0.53,0,0,,89,167,0.53,0.53,65,96,0.68,36,84,120,23,11,40,24,35,243,,0
1991,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",25.0,NBA,C,4,4,166,35,51,0.69,0,1,0.0,35,50,0.7,0.69,33,38,0.87,11,43,54,8,6,15,15,11,103,,0
1993,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",27.0,NBA,C,10,10,421,79,170,0.46,0,1,0.0,79,169,0.47,0.46,73,110,0.66,29,97,126,40,10,36,25,39,231,,1
1994,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",28.0,NBA,C,4,4,146,30,73,0.41,0,1,0.0,30,72,0.42,0.41,20,27,0.74,13,27,40,14,3,10,9,14,80,,0
1995,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",29.0,NBA,C,15,15,623,129,289,0.45,1,5,0.2,128,284,0.45,0.45,121,149,0.81,57,125,182,47,22,39,56,63,380,,0
1996,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",30.0,NBA,C,10,10,353,83,161,0.52,0,0,,83,161,0.52,0.52,70,105,0.67,37,64,101,24,15,25,24,38,236,,0
1998,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",32.0,NBA,C,9,9,353,57,134,0.42,0,0,,57,134,0.42,0.42,61,96,0.64,41,86,127,23,11,30,25,28,175,,0
1999,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",33.0,NBA,C,17,17,600,87,180,0.48,0,0,,87,180,0.48,0.48,91,126,0.72,36,132,168,43,28,40,40,61,265,,0
2000,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",34.0,NBA,C,4,4,155,31,83,0.37,0,1,0.0,31,82,0.38,0.37,32,42,0.76,17,38,55,10,7,12,8,15,94,,0
2001,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",35.0,NBA,C,13,13,409,75,159,0.47,0,1,0.0,75,158,0.48,0.47,66,95,0.7,39,114,153,22,17,31,28,42,216,,0
2002,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",36.0,NBA,C,4,4,81,9,19,0.47,0,0,,9,19,0.47,0.47,0,4,0.0,6,17,23,5,3,3,2,14,18,,0
2003,27,2471,SAS,San Antonio Spurs,David Robinson,"August 6, 1965",37.0,NBA,C,23,23,539,64,118,0.54,0,0,,64,118,0.54,0.54,52,78,0.67,45,107,152,21,18,31,24,63,180,,0
