Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2002,25,2398,POR,Portland Trail Blazers,Zach Randolph,"July 16, 1981",20.0,NBA,PF,41.0,0.0,238.0,48.0,107.0,0.45,0.0,0.0,,48.0,107.0,0.45,0.45,18.0,27.0,0.67,31.0,38.0,69.0,13.0,7.0,4.0,15.0,29.0,114.0,0.0
2003,25,2398,POR,Portland Trail Blazers,Zach Randolph,"July 16, 1981",21.0,NBA,PF,77.0,11.0,1301.0,264.0,515.0,0.51,0.0,5.0,0.0,264.0,510.0,0.52,0.51,122.0,161.0,0.76,139.0,204.0,343.0,41.0,42.0,14.0,62.0,141.0,650.0,0.0
2004,25,2398,POR,Portland Trail Blazers,Zach Randolph,"July 16, 1981",22.0,NBA,PF,81.0,80.0,3067.0,663.0,1368.0,0.48,1.0,5.0,0.2,662.0,1363.0,0.49,0.48,299.0,393.0,0.76,242.0,609.0,851.0,163.0,68.0,41.0,247.0,227.0,1626.0,0.0
2005,25,2398,POR,Portland Trail Blazers,Zach Randolph,"July 16, 1981",23.0,NBA,PF,46.0,37.0,1603.0,332.0,741.0,0.45,0.0,6.0,0.0,332.0,735.0,0.45,0.45,207.0,254.0,0.82,142.0,300.0,442.0,86.0,34.0,17.0,112.0,112.0,871.0,0.0
2006,25,2398,POR,Portland Trail Blazers,Zach Randolph,"July 16, 1981",24.0,NBA,PF,74.0,71.0,2545.0,536.0,1229.0,0.44,16.0,55.0,0.29,520.0,1174.0,0.44,0.44,245.0,343.0,0.71,193.0,399.0,592.0,144.0,57.0,14.0,165.0,185.0,1333.0,0.0
2007,25,2398,POR,Portland Trail Blazers,Zach Randolph,"July 16, 1981",25.0,NBA,PF,68.0,67.0,2425.0,600.0,1286.0,0.47,14.0,48.0,0.29,586.0,1238.0,0.47,0.47,394.0,481.0,0.82,199.0,489.0,688.0,147.0,53.0,15.0,215.0,184.0,1608.0,0.0
2008,20,2398,NYK,New York Knicks,Zach Randolph,"July 16, 1981",26.0,NBA,C,69.0,68.0,2244.0,486.0,1058.0,0.46,22.0,80.0,0.28,464.0,978.0,0.47,0.47,223.0,289.0,0.77,184.0,526.0,710.0,140.0,59.0,16.0,186.0,194.0,1217.0,0.0
2009,31,2398,TOT,Total After Trade,Zach Randolph,"July 16, 1981",27.0,NBA,"C,PF",50.0,45.0,1757.0,415.0,873.0,0.48,32.0,97.0,0.33,383.0,776.0,0.49,0.49,179.0,244.0,0.73,157.0,347.0,504.0,103.0,43.0,16.0,114.0,133.0,1041.0,0.0
2009,20,2398,NYK,New York Knicks,Zach Randolph,"July 16, 1981",27.0,NBA,C,11.0,11.0,388.0,82.0,189.0,0.43,7.0,24.0,0.29,75.0,165.0,0.46,0.45,55.0,67.0,0.82,40.0,97.0,137.0,15.0,13.0,3.0,23.0,28.0,226.0,0.0
2009,13,2398,LAC,Los Angeles Clippers,Zach Randolph,"July 16, 1981",27.0,NBA,PF,39.0,34.0,1369.0,333.0,684.0,0.49,25.0,73.0,0.34,308.0,611.0,0.5,0.5,124.0,177.0,0.7,117.0,250.0,367.0,88.0,30.0,13.0,91.0,105.0,815.0,0.0
2010,15,2398,MEM,Memphis Grizzlies,Zach Randolph,"July 16, 1981",28.0,NBA,PF,81.0,81.0,3051.0,652.0,1336.0,0.49,15.0,52.0,0.29,637.0,1284.0,0.5,0.49,362.0,465.0,0.78,330.0,620.0,950.0,149.0,80.0,34.0,174.0,226.0,1681.0,0.0
2011,15,2398,MEM,Memphis Grizzlies,Zach Randolph,"July 16, 1981",29.0,NBA,PF,75.0,74.0,2724.0,598.0,1188.0,0.5,8.0,43.0,0.19,590.0,1145.0,0.52,0.51,300.0,396.0,0.76,326.0,588.0,914.0,163.0,63.0,25.0,151.0,175.0,1504.0,0.0
2012,15,2398,MEM,Memphis Grizzlies,Zach Randolph,"July 16, 1981",30.0,NBA,PF,28.0,8.0,735.0,132.0,285.0,0.46,2.0,8.0,0.25,130.0,277.0,0.47,0.47,58.0,88.0,0.66,78.0,147.0,225.0,48.0,21.0,4.0,40.0,57.0,324.0,0.0
2013,15,2398,MEM,Memphis Grizzlies,Zach Randolph,"July 16, 1981",31.0,NBA,PF,76.0,75.0,2607.0,471.0,1024.0,0.46,2.0,23.0,0.09,469.0,1001.0,0.47,0.46,225.0,300.0,0.75,310.0,544.0,854.0,108.0,61.0,31.0,150.0,180.0,1169.0,0.0
2014,15,2398,MEM,Memphis Grizzlies,Zach Randolph,"July 16, 1981",32.0,NBA,PF,79.0,79.0,2705.0,560.0,1198.0,0.47,2.0,20.0,0.1,558.0,1178.0,0.47,0.47,250.0,337.0,0.74,265.0,530.0,795.0,200.0,54.0,23.0,183.0,210.0,1372.0,0.0
2015,15,2398,MEM,Memphis Grizzlies,Zach Randolph,"July 16, 1981",33.0,NBA,PF,71.0,71.0,2304.0,454.0,932.0,0.49,7.0,20.0,0.35,447.0,912.0,0.49,0.49,228.0,298.0,0.76,225.0,522.0,747.0,153.0,69.0,14.0,156.0,175.0,1143.0,0.0
2016,15,2398,MEM,Memphis Grizzlies,Zach Randolph,"July 16, 1981",34.0,NBA,PF,68.0,53.0,2016.0,431.0,907.0,0.48,6.0,26.0,0.23,425.0,881.0,0.48,0.48,172.0,216.0,0.8,179.0,350.0,529.0,142.0,43.0,13.0,105.0,146.0,1040.0,1.0
2017,15,2398,MEM,Memphis Grizzlies,Zach Randolph,"July 16, 1981",35.0,NBA,PF,73.0,5.0,1786.0,433.0,964.0,0.45,21.0,94.0,0.22,412.0,870.0,0.47,0.46,141.0,193.0,0.73,182.0,416.0,598.0,122.0,38.0,10.0,99.0,136.0,1028.0,0.0
2018,26,2398,SAC,Sacramento Kings,Zach Randolph,"July 16, 1981",36.0,NBA,PF,59.0,57.0,1508.0,361.0,763.0,0.47,51.0,147.0,0.35,310.0,616.0,0.5,0.51,84.0,107.0,0.78,97.0,300.0,397.0,127.0,42.0,10.0,116.0,119.0,857.0,0.0
