Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,16.0,2434,MIA,Miami Heat,Glen Rice,"May 28, 1967",22.0,NBA,SF,77.0,60.0,2311.0,470.0,1071.0,0.44,17.0,69.0,0.25,453.0,1002.0,0.45,0.45,91.0,124.0,0.73,100.0,252.0,352.0,138.0,67.0,27.0,113.0,198.0,1048.0
1991,16.0,2434,MIA,Miami Heat,Glen Rice,"May 28, 1967",23.0,NBA,SF,77.0,77.0,2646.0,550.0,1193.0,0.46,71.0,184.0,0.39,479.0,1009.0,0.48,0.49,171.0,209.0,0.82,85.0,296.0,381.0,189.0,101.0,26.0,166.0,216.0,1342.0
1992,16.0,2434,MIA,Miami Heat,Glen Rice,"May 28, 1967",24.0,NBA,SF,79.0,79.0,3007.0,672.0,1432.0,0.47,155.0,396.0,0.39,517.0,1036.0,0.5,0.52,266.0,318.0,0.84,84.0,310.0,394.0,184.0,90.0,35.0,145.0,170.0,1765.0
1993,16.0,2434,MIA,Miami Heat,Glen Rice,"May 28, 1967",25.0,NBA,SF,82.0,82.0,3082.0,582.0,1324.0,0.44,148.0,386.0,0.38,434.0,938.0,0.46,0.5,242.0,295.0,0.82,92.0,332.0,424.0,180.0,92.0,25.0,157.0,201.0,1554.0
1994,16.0,2434,MIA,Miami Heat,Glen Rice,"May 28, 1967",26.0,NBA,SF,81.0,81.0,2999.0,663.0,1421.0,0.47,132.0,346.0,0.38,531.0,1075.0,0.49,0.51,250.0,284.0,0.88,76.0,358.0,434.0,184.0,110.0,32.0,130.0,186.0,1708.0
1995,16.0,2434,MIA,Miami Heat,Glen Rice,"May 28, 1967",27.0,NBA,SF,82.0,82.0,3014.0,667.0,1403.0,0.48,185.0,451.0,0.41,482.0,952.0,0.51,0.54,312.0,365.0,0.86,99.0,279.0,378.0,192.0,112.0,14.0,153.0,203.0,1831.0
1996,,2434,CHH,None,Glen Rice,"May 28, 1967",28.0,NBA,SF,79.0,79.0,3142.0,610.0,1296.0,0.47,171.0,403.0,0.42,439.0,893.0,0.49,0.54,319.0,381.0,0.84,86.0,292.0,378.0,232.0,91.0,19.0,163.0,217.0,1710.0
1997,,2434,CHH,None,Glen Rice,"May 28, 1967",29.0,NBA,SF,79.0,78.0,3362.0,722.0,1513.0,0.48,207.0,440.0,0.47,515.0,1073.0,0.48,0.55,464.0,535.0,0.87,67.0,251.0,318.0,160.0,72.0,26.0,177.0,190.0,2115.0
1998,,2434,CHH,None,Glen Rice,"May 28, 1967",30.0,NBA,SF,82.0,82.0,3295.0,634.0,1386.0,0.46,130.0,300.0,0.43,504.0,1086.0,0.46,0.5,428.0,504.0,0.85,89.0,264.0,353.0,182.0,77.0,22.0,182.0,200.0,1826.0
1999,14.0,2434,LAL,Los Angeles Lakers,Glen Rice,"May 28, 1967",31.0,NBA,SF,27.0,25.0,985.0,171.0,396.0,0.43,53.0,135.0,0.39,118.0,261.0,0.45,0.5,77.0,90.0,0.86,9.0,90.0,99.0,71.0,17.0,6.0,45.0,67.0,472.0
2000,14.0,2434,LAL,Los Angeles Lakers,Glen Rice,"May 28, 1967",32.0,NBA,SF,80.0,80.0,2530.0,421.0,980.0,0.43,84.0,229.0,0.37,337.0,751.0,0.45,0.47,346.0,396.0,0.87,56.0,271.0,327.0,176.0,47.0,12.0,114.0,179.0,1272.0
2001,20.0,2434,NYK,New York Knicks,Glen Rice,"May 28, 1967",33.0,NBA,SF,75.0,25.0,2212.0,331.0,752.0,0.44,82.0,211.0,0.39,249.0,541.0,0.46,0.5,155.0,182.0,0.85,61.0,246.0,307.0,89.0,41.0,13.0,96.0,179.0,899.0
2002,11.0,2434,HOU,Houston Rockets,Glen Rice,"May 28, 1967",34.0,NBA,SF,20.0,20.0,606.0,65.0,167.0,0.39,18.0,64.0,0.28,47.0,103.0,0.46,0.44,24.0,30.0,0.8,5.0,42.0,47.0,31.0,12.0,3.0,24.0,34.0,172.0
2003,11.0,2434,HOU,Houston Rockets,Glen Rice,"May 28, 1967",35.0,NBA,SF,62.0,26.0,1532.0,196.0,457.0,0.43,101.0,254.0,0.4,95.0,203.0,0.47,0.54,63.0,83.0,0.76,28.0,126.0,154.0,65.0,23.0,5.0,55.0,99.0,556.0
2004,13.0,2434,LAC,Los Angeles Clippers,Glen Rice,"May 28, 1967",36.0,NBA,SF,18.0,0.0,262.0,22.0,76.0,0.29,5.0,28.0,0.18,17.0,48.0,0.35,0.32,17.0,17.0,1.0,9.0,32.0,41.0,24.0,6.0,0.0,13.0,22.0,66.0
