Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1989,24,1694,PHO,Phoenix Suns,Andrew Lang,1966-06-28,22.0,NBA,C,62.0,25.0,526.0,5.2,10.2,0.51,0.0,0.0,,5.2,10.2,0.51,3.4,5.2,0.65,4.7,8.1,12.8,0.8,1.5,4.2,2.4,9.8,13.9,109.0,102.0
1990,24,1694,PHO,Phoenix Suns,Andrew Lang,1966-06-28,23.0,NBA,C,74.0,0.0,1011.0,4.6,8.2,0.56,0.0,0.0,,4.6,8.2,0.56,3.0,4.6,0.65,3.9,8.9,12.8,1.0,1.0,6.3,1.9,8.1,12.2,116.0,101.0
1991,24,1694,PHO,Phoenix Suns,Andrew Lang,1966-06-28,24.0,NBA,C,63.0,18.0,1152.0,4.5,7.8,0.58,0.0,0.0,0.0,4.5,7.8,0.58,3.8,5.4,0.72,4.7,7.8,12.5,1.1,0.7,5.2,1.9,6.9,12.8,124.0,103.0
1992,24,1694,PHO,Phoenix Suns,Andrew Lang,1966-06-28,25.0,NBA,C,81.0,71.0,1965.0,6.1,11.7,0.52,0.0,0.0,0.0,6.1,11.7,0.52,3.1,4.0,0.77,4.2,9.2,13.4,1.1,1.2,4.9,2.1,7.5,15.3,113.0,102.0
1993,23,1694,PHI,Philadelphia 76Ers,Andrew Lang,1966-06-28,26.0,NBA,C,73.0,59.0,1861.0,3.9,9.2,0.42,0.0,0.1,0.2,3.9,9.1,0.43,2.3,3.0,0.76,3.6,7.9,11.4,2.1,1.2,3.7,2.3,6.8,10.1,98.0,108.0
1994,1,1694,ATL,Atlanta Hawks,Andrew Lang,1966-06-28,27.0,NBA,C,82.0,0.0,1608.0,6.8,14.5,0.47,0.0,0.1,0.25,6.8,14.4,0.47,2.3,3.4,0.69,4.0,5.9,9.9,1.6,1.2,2.8,2.6,6.1,16.0,101.0,103.0
1995,1,1694,ATL,Atlanta Hawks,Andrew Lang,1966-06-28,28.0,NBA,C,82.0,63.0,2340.0,7.3,15.5,0.47,0.0,0.1,0.67,7.3,15.4,0.47,3.5,4.3,0.81,3.5,6.9,10.4,1.6,1.0,3.3,2.5,6.2,18.1,106.0,105.0
1996,31,1694,TOT,Total After Trade,Andrew Lang,1966-06-28,29.0,NBA,C,71.0,69.0,2365.0,7.9,17.7,0.45,0.0,0.1,0.2,7.9,17.6,0.45,2.8,3.5,0.8,3.4,6.8,10.2,1.5,0.9,2.8,2.8,5.4,18.6,99.0,108.0
1996,1,1694,ATL,Atlanta Hawks,Andrew Lang,1966-06-28,29.0,NBA,C,51.0,51.0,1815.0,8.3,18.3,0.45,0.0,0.1,0.0,8.3,18.2,0.46,2.8,3.5,0.8,3.3,6.6,9.9,1.8,1.0,2.5,2.8,5.3,19.4,101.0,108.0
1996,18,1694,MIN,Minnesota Timberwolves,Andrew Lang,1966-06-28,29.0,NBA,C,20.0,18.0,550.0,6.7,16.0,0.42,0.1,0.2,0.5,6.6,15.8,0.42,2.8,3.5,0.79,3.9,7.4,11.3,0.3,0.7,3.8,2.8,5.9,16.3,93.0,109.0
1997,17,1694,MIL,Milwaukee Bucks,Andrew Lang,1966-06-28,30.0,NBA,C,52.0,52.0,1194.0,5.2,11.1,0.46,0.0,0.0,,5.2,11.1,0.46,2.0,2.7,0.72,4.2,8.3,12.5,1.1,1.2,2.1,1.8,6.3,12.3,106.0,107.0
1998,17,1694,MIL,Milwaukee Bucks,Andrew Lang,1966-06-28,31.0,NBA,C,57.0,0.0,692.0,4.2,11.0,0.38,0.0,0.1,0.0,4.2,10.9,0.38,3.4,4.4,0.77,4.3,7.5,11.8,1.2,1.4,2.1,2.5,7.8,11.7,95.0,105.0
1999,5,1694,CHI,Chicago Bulls,Andrew Lang,1966-06-28,32.0,NBA,C,21.0,13.0,386.0,4.5,14.0,0.32,0.0,0.0,,4.5,14.0,0.32,2.3,3.2,0.7,4.7,8.5,13.1,1.8,0.7,1.7,2.4,6.1,11.3,81.0,103.0
2000,20,1694,NYK,New York Knicks,Andrew Lang,1966-06-28,33.0,NBA,C,19.0,10.0,244.0,6.2,14.1,0.44,0.0,0.0,,6.2,14.1,0.44,0.7,1.5,0.43,3.5,9.7,13.2,0.7,1.8,1.3,1.1,6.8,13.0,96.0,98.0
