Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,8,1673,DEN,Denver Nuggets,Raef LaFrentz,1976-05-29,22.0,NBA,C,12.0,12.0,387.0,59.0,129.0,0.46,12.0,31.0,0.39,47.0,98.0,0.48,0.5,36.0,48.0,0.75,33.0,58.0,91.0,8.0,9.0,17.0,9.0,38.0,166.0
2000,8,1673,DEN,Denver Nuggets,Raef LaFrentz,1976-05-29,23.0,NBA,C,81.0,80.0,2435.0,392.0,879.0,0.45,60.0,183.0,0.33,332.0,696.0,0.48,0.48,162.0,236.0,0.69,170.0,471.0,641.0,97.0,42.0,180.0,96.0,292.0,1006.0
2001,8,1673,DEN,Denver Nuggets,Raef LaFrentz,1976-05-29,24.0,NBA,C,78.0,74.0,2457.0,387.0,812.0,0.48,51.0,139.0,0.37,336.0,673.0,0.5,0.51,183.0,262.0,0.7,173.0,434.0,607.0,107.0,37.0,206.0,97.0,290.0,1008.0
2002,31,1673,TOT,Total After Trade,Raef LaFrentz,1976-05-29,25.0,NBA,C,78.0,76.0,2455.0,421.0,920.0,0.46,104.0,268.0,0.39,317.0,652.0,0.49,0.51,105.0,151.0,0.7,176.0,403.0,579.0,89.0,55.0,213.0,94.0,281.0,1051.0
2002,8,1673,DEN,Denver Nuggets,Raef LaFrentz,1976-05-29,25.0,NBA,C,51.0,51.0,1668.0,307.0,659.0,0.47,75.0,173.0,0.43,232.0,486.0,0.48,0.52,70.0,105.0,0.67,117.0,262.0,379.0,60.0,31.0,153.0,60.0,173.0,759.0
2002,7,1673,DAL,Dallas Mavericks,Raef LaFrentz,1976-05-29,25.0,NBA,C,27.0,25.0,787.0,114.0,261.0,0.44,29.0,95.0,0.3,85.0,166.0,0.51,0.49,35.0,46.0,0.76,59.0,141.0,200.0,29.0,24.0,60.0,34.0,108.0,292.0
2003,7,1673,DAL,Dallas Mavericks,Raef LaFrentz,1976-05-29,26.0,NBA,C,69.0,43.0,1611.0,266.0,514.0,0.52,47.0,116.0,0.4,219.0,398.0,0.55,0.56,60.0,88.0,0.68,125.0,205.0,330.0,54.0,35.0,91.0,46.0,264.0,639.0
2004,2,1673,BOS,Boston Celtics,Raef LaFrentz,1976-05-29,27.0,NBA,C,17.0,1.0,328.0,57.0,124.0,0.46,8.0,40.0,0.2,49.0,84.0,0.58,0.49,10.0,13.0,0.77,30.0,49.0,79.0,24.0,8.0,13.0,11.0,47.0,132.0
2005,2,1673,BOS,Boston Celtics,Raef LaFrentz,1976-05-29,28.0,NBA,PF,80.0,80.0,2196.0,341.0,688.0,0.5,82.0,225.0,0.36,259.0,463.0,0.56,0.56,120.0,148.0,0.81,154.0,399.0,553.0,98.0,42.0,99.0,70.0,262.0,884.0
2006,2,1673,BOS,Boston Celtics,Raef LaFrentz,1976-05-29,29.0,NBA,PF,82.0,63.0,2033.0,238.0,552.0,0.43,112.0,286.0,0.39,126.0,266.0,0.47,0.53,51.0,75.0,0.68,80.0,326.0,406.0,115.0,29.0,72.0,65.0,273.0,639.0
2007,25,1673,POR,Portland Trail Blazers,Raef LaFrentz,1976-05-29,30.0,NBA,PF,27.0,9.0,352.0,39.0,102.0,0.38,2.0,23.0,0.09,37.0,79.0,0.47,0.39,20.0,26.0,0.77,25.0,45.0,70.0,8.0,7.0,11.0,13.0,57.0,100.0
2008,25,1673,POR,Portland Trail Blazers,Raef LaFrentz,1976-05-29,31.0,NBA,C,39.0,0.0,291.0,27.0,61.0,0.44,0.0,4.0,0.0,27.0,57.0,0.47,0.44,11.0,19.0,0.58,28.0,39.0,67.0,6.0,12.0,17.0,10.0,59.0,65.0
