Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1992,4,1501,CHO,Charlotte Hornets,Larry Johnson,"March 14, 1969",22.0,NBA,PF,82.0,77.0,3047.0,9.5,19.5,0.49,0.1,0.3,0.23,9.5,19.2,0.49,5.3,6.3,0.83,5.0,8.9,13.9,4.5,1.3,0.8,2.5,3.5,24.4,116.0,110.0
1993,4,1501,CHO,Charlotte Hornets,Larry Johnson,"March 14, 1969",23.0,NBA,PF,82.0,82.0,3323.0,10.5,20.0,0.53,0.3,1.0,0.25,10.2,18.9,0.54,4.8,6.3,0.77,4.0,8.4,12.5,5.1,0.8,0.4,3.3,2.7,26.1,115.0,110.0
1994,4,1501,CHO,Charlotte Hornets,Larry Johnson,"March 14, 1969",24.0,NBA,PF,51.0,51.0,1757.0,9.7,18.8,0.52,0.1,0.6,0.24,9.6,18.2,0.52,3.8,5.5,0.7,4.0,8.5,12.5,5.2,0.8,0.4,3.2,3.7,23.4,110.0,109.0
1995,4,1501,CHO,Charlotte Hornets,Larry Johnson,"March 14, 1969",25.0,NBA,PF,81.0,81.0,3234.0,9.5,19.8,0.48,1.3,3.4,0.39,8.2,16.4,0.5,4.5,5.8,0.77,3.1,6.4,9.5,6.0,1.3,0.5,3.4,2.8,24.8,111.0,108.0
1996,4,1501,CHO,Charlotte Hornets,Larry Johnson,"March 14, 1969",26.0,NBA,PF,81.0,81.0,3274.0,9.3,19.6,0.48,1.1,2.9,0.37,8.3,16.7,0.5,6.8,9.0,0.76,4.0,6.9,10.9,5.7,0.9,0.7,2.9,2.8,26.6,118.0,113.0
1997,20,1501,NYK,New York Knicks,Larry Johnson,"March 14, 1969",27.0,NBA,SF,76.0,76.0,2613.0,7.6,14.9,0.51,0.7,2.1,0.32,6.9,12.8,0.54,3.9,5.6,0.69,3.3,4.6,8.0,3.5,1.3,0.7,2.8,5.1,19.8,113.0,104.0
1998,20,1501,NYK,New York Knicks,Larry Johnson,"March 14, 1969",28.0,NBA,SF,70.0,70.0,2412.0,9.7,19.9,0.48,0.3,1.4,0.24,9.3,18.5,0.5,4.8,6.4,0.76,3.9,5.1,9.0,3.4,0.9,0.3,2.9,4.4,24.5,109.0,104.0
1999,20,1501,NYK,New York Knicks,Larry Johnson,"March 14, 1969",29.0,NBA,PF,49.0,48.0,1639.0,7.1,15.4,0.46,1.1,3.1,0.36,6.0,12.3,0.48,4.5,5.5,0.82,3.1,6.5,9.6,4.0,1.1,0.3,3.0,5.0,19.8,109.0,100.0
2000,20,1501,NYK,New York Knicks,Larry Johnson,"March 14, 1969",30.0,NBA,PF,70.0,68.0,2281.0,6.7,15.4,0.43,1.4,4.1,0.33,5.3,11.3,0.47,3.0,3.9,0.77,2.1,6.9,9.0,4.1,1.0,0.2,2.2,4.8,17.7,105.0,103.0
2001,20,1501,NYK,New York Knicks,Larry Johnson,"March 14, 1969",31.0,NBA,PF,65.0,65.0,2105.0,6.5,15.7,0.41,1.3,4.3,0.31,5.1,11.4,0.45,2.7,3.4,0.8,2.4,7.2,9.5,3.3,1.0,0.8,2.6,5.5,17.0,99.0,99.0
