Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,31,2858,TOT,Total After Trade,John Thomas,1975-09-08,22.0,NBA,PF,54.0,2.0,535.0,3.7,7.6,0.49,0.0,0.0,,3.7,7.6,0.49,2.8,3.6,0.76,3.2,3.9,7.1,1.1,1.5,0.8,3.1,6.5,10.2
1998,2,2858,BOS,Boston Celtics,John Thomas,1975-09-08,22.0,NBA,PF,33.0,2.0,368.0,4.0,7.8,0.51,0.0,0.0,,4.0,7.8,0.51,2.5,3.2,0.79,3.1,3.7,6.8,1.3,1.9,0.9,3.2,6.4,10.6
1998,28,2858,TOR,Toronto Raptors,John Thomas,1975-09-08,22.0,NBA,PF,21.0,0.0,167.0,3.0,7.1,0.42,0.0,0.0,,3.0,7.1,0.42,3.2,4.5,0.71,3.4,4.3,7.8,0.9,0.6,0.6,2.8,6.9,9.3
1999,28,2858,TOR,Toronto Raptors,John Thomas,1975-09-08,23.0,NBA,C,39.0,11.0,593.0,4.3,7.5,0.58,0.0,0.1,0.0,4.3,7.4,0.58,1.6,2.9,0.56,3.9,4.2,8.1,0.9,1.0,0.5,1.3,5.0,10.3
2000,28,2858,TOR,Toronto Raptors,John Thomas,1975-09-08,24.0,NBA,C,55.0,6.0,477.0,3.7,8.1,0.46,0.0,0.1,0.0,3.7,8.0,0.46,1.2,3.1,0.39,2.8,2.9,5.7,0.7,0.9,1.1,1.1,8.0,8.6
2005,18,2858,MIN,Minnesota Timberwolves,John Thomas,1975-09-08,29.0,NBA,C,44.0,8.0,521.0,2.9,5.9,0.49,0.0,0.0,,2.9,5.9,0.49,1.9,3.2,0.59,2.7,4.0,6.7,1.2,1.0,0.9,1.2,5.7,7.7
2006,31,2858,TOT,Total After Trade,John Thomas,1975-09-08,30.0,NBA,C,16.0,0.0,127.0,1.7,4.3,0.4,0.0,0.0,,1.7,4.3,0.4,0.9,1.1,0.75,2.8,2.8,5.7,0.6,0.9,0.6,2.3,4.8,4.3
2006,15,2858,MEM,Memphis Grizzlies,John Thomas,1975-09-08,30.0,NBA,C,3.0,0.0,25.0,2.9,2.9,1.0,0.0,0.0,,2.9,2.9,1.0,0.0,0.0,,0.0,0.0,0.0,1.4,0.0,1.4,2.9,4.3,5.8
2006,1,2858,ATL,Atlanta Hawks,John Thomas,1975-09-08,30.0,NBA,C,11.0,0.0,66.0,1.6,3.8,0.43,0.0,0.0,,1.6,3.8,0.43,1.6,2.2,0.75,1.6,3.8,5.5,0.5,1.1,0.0,2.2,5.5,4.9
2006,3,2858,NJN,New Jersey Nets,John Thomas,1975-09-08,30.0,NBA,C,2.0,0.0,36.0,1.0,6.0,0.17,0.0,0.0,,1.0,6.0,0.17,0.0,0.0,,7.0,3.0,10.0,0.0,1.0,1.0,2.0,4.0,2.0
