Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",20.0,NBA,PF,6.0,0.0,153.0,20.0,35.0,0.57,0.0,0.0,,20.0,35.0,0.57,0.57,7.0,10.0,0.7,13.0,26.0,39.0,2.0,2.0,12.0,6.0,19.0,47.0
2011,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",21.0,NBA,PF,17.0,17.0,490.0,67.0,145.0,0.46,0.0,1.0,0.0,67.0,144.0,0.46,0.46,33.0,40.0,0.82,47.0,77.0,124.0,3.0,4.0,52.0,21.0,64.0,167.0
2012,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",22.0,NBA,PF,20.0,20.0,569.0,84.0,159.0,0.53,1.0,4.0,0.25,83.0,155.0,0.54,0.53,26.0,36.0,0.72,47.0,68.0,115.0,12.0,11.0,59.0,11.0,57.0,195.0
2013,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",23.0,NBA,PF,11.0,11.0,366.0,59.0,135.0,0.44,4.0,9.0,0.44,55.0,126.0,0.44,0.45,19.0,24.0,0.79,39.0,53.0,92.0,8.0,0.0,33.0,7.0,38.0,141.0
2014,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",24.0,NBA,PF,17.0,17.0,581.0,87.0,147.0,0.59,5.0,13.0,0.38,82.0,134.0,0.61,0.61,26.0,34.0,0.76,31.0,85.0,116.0,12.0,11.0,42.0,20.0,54.0,205.0
2016,21,1376,OKC,Oklahoma City Thunder,Serge Ibaka,"September 18, 1989",26.0,NBA,PF,18.0,18.0,602.0,85.0,163.0,0.52,31.0,69.0,0.45,54.0,94.0,0.57,0.62,15.0,20.0,0.75,23.0,90.0,113.0,10.0,14.0,24.0,9.0,51.0,216.0
2017,28,1376,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",27.0,NBA,PF,10.0,10.0,307.0,60.0,130.0,0.46,12.0,38.0,0.32,48.0,92.0,0.52,0.51,11.0,13.0,0.85,9.0,56.0,65.0,14.0,4.0,17.0,11.0,37.0,143.0
2018,28,1376,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",28.0,NBA,PF,10.0,9.0,260.0,30.0,72.0,0.42,9.0,24.0,0.38,21.0,48.0,0.44,0.48,18.0,22.0,0.82,13.0,46.0,59.0,11.0,1.0,13.0,16.0,21.0,87.0
2019,28,1376,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",29.0,NBA,C,24.0,0.0,500.0,92.0,193.0,0.48,9.0,38.0,0.24,83.0,155.0,0.54,0.5,32.0,42.0,0.76,35.0,108.0,143.0,22.0,11.0,23.0,25.0,79.0,225.0
2020,28,1376,TOR,Toronto Raptors,Serge Ibaka,"September 18, 1989",30.0,NBA,C,11.0,0.0,251.0,63.0,110.0,0.57,23.0,45.0,0.51,40.0,65.0,0.62,0.68,14.0,14.0,1.0,17.0,68.0,85.0,13.0,2.0,14.0,12.0,27.0,163.0
