Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1997,16,MIA,Miami Heat,35,Willie Anderson,SG,6-7,190,1967-01-08,US,8,Georgia
1997,16,MIA,Miami Heat,2,Keith Askins,SF,6-7,197,1967-12-15,US,6,Alabama
1997,16,MIA,Miami Heat,8,Isaac Austin,C,6-10,255,1969-08-18,US,3,Arizona State
1997,16,MIA,Miami Heat,3,Bruce Bowen,SF,6-7,185,1971-06-14,US,R,Cal State Fullerton
1997,16,MIA,Miami Heat,42,P.J. Brown,PF,6-11,225,1969-10-14,US,3,Louisiana Tech
1997,16,MIA,Miami Heat,11,John Crotty,PG,6-1,185,1969-07-15,US,4,Virginia
1997,16,MIA,Miami Heat,5,Sasha Danilovic,SG,6-5,200,1970-02-26,BA,1,
1997,16,MIA,Miami Heat,22,Matt Fish,C,6-11,235,1969-11-18,US,2,UNC Wilmington
1997,16,MIA,Miami Heat,23,Gary Grant,PG,6-3,185,1965-04-21,US,8,Michigan
1997,16,MIA,Miami Heat,10,Tim Hardaway,PG,6-0,175,1966-09-01,US,6,Texas-El Paso
1997,16,MIA,Miami Heat,21,Voshon Lenard,SG,6-4,205,1973-05-14,US,1,Minnesota
1997,16,MIA,Miami Heat,9,Dan Majerle,SF,6-6,215,1965-09-09,US,8,Central Michigan University
1997,16,MIA,Miami Heat,24,Jamal Mashburn,SF,6-8,240,1972-11-29,US,3,Kentucky
1997,16,MIA,Miami Heat,33,Alonzo Mourning,C,6-10,240,1970-02-08,US,4,Georgetown
1997,16,MIA,Miami Heat,31,Martin Muursepp,PF,6-9,235,1974-09-26,EE,R,
1997,16,MIA,Miami Heat,54,Ed Pinckney,PF,6-9,195,1963-03-27,US,11,Villanova
1997,16,MIA,Miami Heat,32,James Scott,SF,6-6,180,1972-06-06,US,R,St. John's
1997,16,MIA,Miami Heat,30,Mark Strickland,PF,6-9,210,1970-07-14,US,1,Temple
1997,16,MIA,Miami Heat,40,Kurt Thomas,PF,6-9,230,1972-10-04,US,1,TCU
