Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1984,13,SDC,San Diego Clippers,7,Michael Brooks,SF,6-7,220,1958-08-17,US,3,La Salle
1984,13,SDC,San Diego Clippers,34,Terry Cummings,PF,6-9,220,1961-03-15,US,1,DePaul
1984,13,SDC,San Diego Clippers,40,James Donaldson,C,7-2,275,1957-08-16,GB,3,Washington State
1984,13,SDC,San Diego Clippers,24,Craig Hodges,SG,6-2,190,1960-06-27,US,1,Cal State Long Beach
1984,13,SDC,San Diego Clippers,22,Hutch Jones,SF,6-8,190,1959-09-01,US,1,"Buffalo State, Vanderbilt"
1984,13,SDC,San Diego Clippers,20,Greg Kelser,SF,6-7,190,1957-09-17,US,4,Michigan State
1984,13,SDC,San Diego Clippers,9,Kevin Loder,SF,6-6,205,1959-03-15,US,2,"Kentucky State University, Alabama State University"
1984,13,SDC,San Diego Clippers,8,Hank McDowell,PF,6-9,215,1959-11-13,US,2,Memphis
1984,13,SDC,San Diego Clippers,1,Billy McKinney,PG,6-0,160,1955-06-05,US,5,Northwestern
1984,13,SDC,San Diego Clippers,10,Norm Nixon,PG,6-2,170,1955-10-11,US,6,Duquesne
1984,13,SDC,San Diego Clippers,25,Ricky Pierce,SG,6-4,205,1959-08-19,US,1,Rice University
1984,13,SDC,San Diego Clippers,18,Derek Smith,SG,6-6,205,1961-11-01,US,1,Louisville
1984,13,SDC,San Diego Clippers,9,Linton Townes,SF,6-7,190,1959-11-30,US,1,James Madison University
1984,13,SDC,San Diego Clippers,32,Bill Walton,C,6-11,210,1952-11-05,US,6,UCLA
1984,13,SDC,San Diego Clippers,12,Rory White,SF,6-8,210,1959-08-16,US,1,University of South Alabama
1984,13,SDC,San Diego Clippers,33,Jerome Whitehead,C,6-10,220,1956-09-30,US,5,Marquette
