Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1984,10,GSW,Golden State Warriors,23,Mike Bratz,PG,6-2,185,1955-10-17,US,6,Stanford
1984,10,GSW,Golden State Warriors,17,Ron Brewer,SG,6-4,180,1955-07-16,US,5,Arkansas
1984,10,GSW,Golden State Warriors,2,Joe Barry Carroll,C,7-0,225,1958-07-24,US,3,Purdue
1984,10,GSW,Golden State Warriors,18,Don Collins,SG,6-6,190,1958-11-28,US,3,Washington State
1984,10,GSW,Golden State Warriors,15,Lester Conner,SG,6-4,180,1959-09-17,US,1,Oregon State
1984,10,GSW,Golden State Warriors,40,Russell Cross,C,6-10,215,1961-09-05,US,R,Purdue
1984,10,GSW,Golden State Warriors,55,Chris Engler,C,6-11,245,1959-03-01,US,1,"Minnesota, Wyoming"
1984,10,GSW,Golden State Warriors,21,Sleepy Floyd,PG,6-3,170,1960-03-06,US,1,Georgetown
1984,10,GSW,Golden State Warriors,43,Mickey Johnson,PF,6-10,190,1952-08-31,US,9,Aurora University
1984,10,GSW,Golden State Warriors,20,Pace Mannion,SF,6-7,190,1960-09-22,US,R,Utah
1984,10,GSW,Golden State Warriors,18,Lorenzo Romar,PG,6-1,175,1958-11-13,US,3,Washington
1984,10,GSW,Golden State Warriors,45,Purvis Short,SF,6-7,210,1957-07-02,US,5,Jackson State University
1984,10,GSW,Golden State Warriors,13,Larry Smith,PF,6-8,215,1958-01-18,US,3,Alcorn State
1984,10,GSW,Golden State Warriors,22,Darren Tillis,C,6-11,215,1960-02-23,US,1,Cleveland State University
1984,10,GSW,Golden State Warriors,33,Sam Williams,PF,6-8,210,1959-03-07,US,2,Arizona State
