Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1982,7,2146,DAL,Dallas Mavericks,Kurt Nimphius,"March 13, 1958",23.0,NBA,C,63.0,27.0,1085.0,6.2,13.3,0.46,0.0,0.0,,6.2,13.3,0.46,2.8,4.8,0.58,4.1,9.1,13.2,2.7,0.8,3.7,2.5,8.5,15.1,102.0,107.0
1983,7,2146,DAL,Dallas Mavericks,Kurt Nimphius,"March 13, 1958",24.0,NBA,C,81.0,12.0,1515.0,5.4,10.9,0.49,0.0,0.0,1.0,5.3,10.9,0.49,2.4,4.3,0.55,4.8,7.6,12.5,3.5,0.7,3.4,2.0,8.8,13.1,111.0,107.0
1984,7,2146,DAL,Dallas Mavericks,Kurt Nimphius,"March 13, 1958",25.0,NBA,C,82.0,46.0,2284.0,5.8,11.1,0.52,0.0,0.1,0.25,5.8,11.0,0.52,2.1,3.4,0.62,3.9,7.0,10.9,3.7,0.9,3.1,2.1,6.0,13.7,113.0,108.0
1985,7,2146,DAL,Dallas Mavericks,Kurt Nimphius,"March 13, 1958",26.0,NBA,C,82.0,40.0,2010.0,4.7,10.5,0.45,0.0,0.1,0.0,4.7,10.3,0.46,2.6,3.4,0.77,3.3,6.6,9.9,4.4,0.7,3.0,2.3,6.3,12.1,107.0,108.0
1986,31,2146,TOT,Total After Trade,Kurt Nimphius,"March 13, 1958",27.0,NBA,PF,80.0,66.0,2226.0,7.4,14.6,0.51,0.0,0.1,0.0,7.4,14.5,0.51,4.1,5.5,0.74,3.2,6.3,9.5,1.3,0.7,2.2,2.5,5.6,18.8,109.0,112.0
1986,7,2146,DAL,Dallas Mavericks,Kurt Nimphius,"March 13, 1958",27.0,NBA,PF,13.0,4.0,280.0,6.2,12.1,0.51,0.0,0.2,0.0,6.2,11.9,0.52,2.9,4.9,0.59,3.9,6.2,10.1,2.3,0.5,2.0,2.2,6.4,15.3,109.0,112.0
1986,13,2146,LAC,Los Angeles Clippers,Kurt Nimphius,"March 13, 1958",27.0,NBA,PF,67.0,62.0,1946.0,7.5,14.9,0.5,0.0,0.0,0.0,7.5,14.9,0.51,4.3,5.6,0.76,3.1,6.3,9.4,1.2,0.7,2.2,2.6,5.5,19.3,108.0,112.0
1987,31,2146,TOT,Total After Trade,Kurt Nimphius,"March 13, 1958",28.0,NBA,PF,66.0,11.0,1088.0,6.7,14.2,0.47,0.0,0.2,0.0,6.7,14.1,0.48,3.5,5.2,0.68,3.5,4.6,8.1,1.1,0.9,2.3,2.7,6.7,16.9,100.0,112.0
1987,13,2146,LAC,Los Angeles Clippers,Kurt Nimphius,"March 13, 1958",28.0,NBA,PF,38.0,6.0,811.0,6.9,14.5,0.47,0.0,0.2,0.0,6.9,14.4,0.48,3.3,5.1,0.65,3.3,4.3,7.7,1.0,0.9,2.4,2.7,6.8,17.0,99.0,113.0
1987,9,2146,DET,Detroit Pistons,Kurt Nimphius,"March 13, 1958",28.0,NBA,PF,28.0,5.0,277.0,6.2,13.4,0.46,0.0,0.2,0.0,6.2,13.2,0.47,4.1,5.5,0.75,3.8,5.5,9.3,1.2,0.7,2.2,2.7,6.5,16.5,105.0,107.0
1988,27,2146,SAS,San Antonio Spurs,Kurt Nimphius,"March 13, 1958",29.0,NBA,C,72.0,7.0,919.0,6.4,12.9,0.5,0.0,0.1,0.0,6.4,12.8,0.5,3.0,4.2,0.72,3.1,4.6,7.7,2.7,1.1,2.8,2.5,7.1,15.8,107.0,113.0
1990,23,2146,PHI,Philadelphia 76Ers,Kurt Nimphius,"March 13, 1958",31.0,NBA,C,38.0,1.0,314.0,6.0,14.4,0.42,0.0,0.2,0.0,6.0,14.3,0.42,2.2,4.8,0.47,3.5,6.2,9.7,1.0,0.6,2.9,1.9,7.1,14.3,94.0,109.0
