Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,6,1601,CLE,Cleveland Cavaliers,Steve Kerr,1965-09-27,24.0,NBA,PG,5.0,73.0,5.4,0.29,0.21,0.0,1.8,7.2,4.8,17.5,2.8,0.0,12.5,10.1,-0.1,0.1,0.0,-0.02,-5.2,0.3,-4.9,-0.1
1992,6,1601,CLE,Cleveland Cavaliers,Steve Kerr,1965-09-27,26.0,NBA,PG,12.0,149.0,8.2,0.51,0.27,0.12,0.8,3.7,2.4,9.9,1.8,0.0,8.5,14.4,0.0,0.1,0.2,0.05,-2.0,-0.4,-2.3,0.0
1994,5,1601,CHI,Chicago Bulls,Steve Kerr,1965-09-27,28.0,NBA,PG,10.0,186.0,8.3,0.47,0.44,0.08,1.4,7.7,4.7,8.2,2.1,0.0,2.6,9.9,0.2,0.1,0.3,0.08,-2.0,0.1,-1.9,0.0
1995,5,1601,CHI,Chicago Bulls,Steve Kerr,1965-09-27,29.0,NBA,PG,10.0,193.0,9.8,0.6,0.48,0.12,0.7,3.1,1.9,11.7,0.3,0.0,0.0,10.1,0.4,0.0,0.5,0.11,0.4,-0.5,-0.2,0.1
1996,5,1601,CHI,Chicago Bulls,Steve Kerr,1965-09-27,30.0,NBA,PG,18.0,357.0,13.7,0.61,0.61,0.36,1.0,5.4,3.1,14.0,2.2,0.0,11.4,14.4,0.8,0.5,1.4,0.18,1.5,1.5,3.0,0.5
1997,5,1601,CHI,Chicago Bulls,Steve Kerr,1965-09-27,31.0,NBA,PG,19.0,341.0,11.8,0.57,0.55,0.18,1.3,5.0,3.1,9.4,2.8,0.5,8.8,12.5,0.5,0.5,1.0,0.14,0.0,2.0,2.0,0.3
1998,5,1601,CHI,Chicago Bulls,Steve Kerr,1965-09-27,32.0,NBA,PG,21.0,415.0,11.3,0.6,0.54,0.29,2.3,2.8,2.5,13.5,1.0,0.0,5.5,10.4,1.0,0.3,1.3,0.15,0.9,0.2,1.1,0.3
1999,27,1601,SAS,San Antonio Spurs,Steve Kerr,1965-09-27,33.0,NBA,PG,11.0,97.0,6.2,0.37,0.43,0.2,4.0,7.0,5.6,14.3,1.2,0.0,10.9,18.7,-0.1,0.1,0.0,0.0,-2.6,-0.6,-3.2,0.0
2001,27,1601,SAS,San Antonio Spurs,Steve Kerr,1965-09-27,35.0,NBA,PG,9.0,101.0,12.8,0.58,0.6,0.08,3.3,6.1,4.8,10.3,2.1,0.7,7.2,13.0,0.2,0.1,0.3,0.13,0.6,2.4,3.0,0.1
2002,25,1601,POR,Portland Trail Blazers,Steve Kerr,1965-09-27,36.0,NBA,PG,3.0,39.0,17.8,0.59,0.57,0.36,0.0,11.9,5.7,25.7,1.3,0.0,5.8,19.4,0.1,0.0,0.2,0.19,2.1,2.7,4.9,0.1
2003,27,1601,SAS,San Antonio Spurs,Steve Kerr,1965-09-27,37.0,NBA,PG,10.0,46.0,22.7,0.86,0.55,0.36,2.5,4.6,3.6,23.7,1.1,0.0,7.3,13.7,0.3,0.1,0.3,0.33,7.6,3.9,11.5,0.2
