Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1988,24,1038,PHO,Phoenix Suns,Armen Gilliam,"May 28, 1964",23.0,NBA,PF,55.0,53.0,32.9,6.2,13.1,0.48,0.0,0.0,,6.2,13.1,0.48,0.48,2.4,3.5,0.68,2.4,5.5,7.9,1.3,1.1,0.5,2.2,2.6,14.8
1989,24,1038,PHO,Phoenix Suns,Armen Gilliam,"May 28, 1964",24.0,NBA,PF,74.0,60.0,28.6,6.3,12.6,0.5,0.0,0.0,,6.3,12.6,0.5,0.5,3.2,4.4,0.74,2.2,5.1,7.3,0.7,0.7,0.4,1.9,2.4,15.9
1990,31,1038,TOT,Total After Trade,Armen Gilliam,"May 28, 1964",25.0,NBA,PF,76.0,66.0,31.9,6.4,12.4,0.52,0.0,0.0,0.0,6.4,12.3,0.52,0.52,4.0,5.5,0.72,2.8,5.1,7.9,1.3,0.9,0.7,2.4,2.8,16.7
1990,24,1038,PHO,Phoenix Suns,Armen Gilliam,"May 28, 1964",25.0,NBA,PF,16.0,7.0,16.7,3.3,7.6,0.43,0.0,0.0,,3.3,7.6,0.43,0.43,2.4,3.5,0.7,1.6,2.8,4.4,0.5,0.4,0.3,1.1,1.8,8.9
1990,4,1038,CHO,Charlotte Hornets,Armen Gilliam,"May 28, 1964",25.0,NBA,PF,60.0,59.0,36.0,7.2,13.7,0.53,0.0,0.0,0.0,7.2,13.6,0.53,0.53,4.4,6.1,0.73,3.1,5.7,8.8,1.5,1.1,0.8,2.8,3.1,18.8
1991,31,1038,TOT,Total After Trade,Armen Gilliam,"May 28, 1964",26.0,NBA,PF,75.0,75.0,35.3,6.5,13.3,0.49,0.0,0.0,0.0,6.5,13.3,0.49,0.49,3.6,4.4,0.82,2.9,5.0,8.0,1.4,0.9,0.7,2.3,2.5,16.6
1991,4,1038,CHO,Charlotte Hornets,Armen Gilliam,"May 28, 1964",26.0,NBA,PF,25.0,25.0,38.0,7.8,15.2,0.51,0.0,0.0,,7.8,15.2,0.51,0.51,4.2,5.1,0.81,3.4,5.9,9.4,1.1,1.4,0.8,2.6,2.6,19.8
1991,23,1038,PHI,Philadelphia 76Ers,Armen Gilliam,"May 28, 1964",26.0,NBA,PF,50.0,50.0,33.9,5.8,12.4,0.47,0.0,0.0,0.0,5.8,12.4,0.47,0.47,3.3,4.0,0.82,2.7,4.6,7.3,1.6,0.7,0.6,2.2,2.4,15.0
1992,23,1038,PHI,Philadelphia 76Ers,Armen Gilliam,"May 28, 1964",27.0,NBA,PF,81.0,81.0,34.2,6.3,12.4,0.51,0.0,0.0,0.0,6.3,12.3,0.51,0.51,4.2,5.2,0.81,2.9,5.3,8.1,1.5,0.6,1.0,2.0,2.2,16.9
1993,23,1038,PHI,Philadelphia 76Ers,Armen Gilliam,"May 28, 1964",28.0,NBA,PF,80.0,26.0,21.8,4.5,9.7,0.46,0.0,0.0,0.0,4.5,9.7,0.46,0.46,3.4,4.1,0.84,1.7,4.2,5.9,1.5,0.5,0.7,2.0,1.5,12.4
1994,3,1038,NJN,New Jersey Nets,Armen Gilliam,"May 28, 1964",29.0,NBA,PF,82.0,5.0,24.0,4.2,8.3,0.51,0.0,0.0,0.0,4.2,8.3,0.51,0.51,3.3,4.4,0.76,2.4,3.7,6.1,0.8,0.5,0.7,1.3,1.6,11.8
1995,3,1038,NJN,New Jersey Nets,Armen Gilliam,"May 28, 1964",30.0,NBA,PF,82.0,30.0,30.1,5.5,11.0,0.5,0.0,0.0,0.0,5.5,11.0,0.5,0.5,3.7,4.8,0.77,2.3,5.1,7.5,1.2,0.8,1.1,1.9,2.1,14.8
1996,3,1038,NJN,New Jersey Nets,Armen Gilliam,"May 28, 1964",31.0,NBA,SF,78.0,76.0,36.6,7.4,15.6,0.47,0.0,0.0,0.0,7.4,15.6,0.47,0.47,3.6,4.5,0.79,3.1,6.1,9.1,1.8,0.9,0.7,2.3,2.3,18.3
1997,17,1038,MIL,Milwaukee Bucks,Armen Gilliam,"May 28, 1964",32.0,NBA,PF,80.0,25.0,25.6,3.1,6.5,0.47,0.0,0.0,,3.1,6.5,0.47,0.47,2.5,3.2,0.77,1.7,4.5,6.2,0.7,0.8,0.5,1.3,2.6,8.6
1998,17,1038,MIL,Milwaukee Bucks,Armen Gilliam,"May 28, 1964",33.0,NBA,PF,82.0,25.0,25.8,4.0,8.2,0.48,0.0,0.0,0.0,4.0,8.2,0.49,0.48,3.3,4.1,0.8,1.8,3.6,5.4,1.3,0.8,0.5,1.8,2.2,11.2
1999,17,1038,MIL,Milwaukee Bucks,Armen Gilliam,"May 28, 1964",34.0,NBA,PF,34.0,5.0,19.6,3.0,6.6,0.45,0.0,0.0,0.0,3.0,6.5,0.46,0.45,2.3,3.0,0.78,1.0,2.7,3.7,0.6,0.6,0.4,1.1,1.4,8.3
2000,29,1038,UTA,Utah Jazz,Armen Gilliam,"May 28, 1964",35.0,NBA,PF,50.0,0.0,15.6,2.7,6.1,0.44,0.0,0.0,0.0,2.7,6.1,0.44,0.44,1.3,1.7,0.78,1.4,2.7,4.2,0.8,0.2,0.3,1.1,1.7,6.7
