Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1991,13,LAC,Los Angeles Clippers,44,Cedric Ball,PF,6-8,210,1968-04-16,US,R,UNC Charlotte
1991,13,LAC,Los Angeles Clippers,51,Ken Bannister,PF,6-9,235,1960-04-01,US,4,"Indiana State University, Saint Augustine's College"
1991,13,LAC,Los Angeles Clippers,0,Benoit Benjamin,C,7-0,250,1964-11-22,US,5,Creighton
1991,13,LAC,Los Angeles Clippers,45,Greg Butler,C,6-11,240,1966-03-11,US,2,Stanford
1991,13,LAC,Los Angeles Clippers,11,Winston Garland,PG,6-2,170,1964-12-19,US,3,Missouri State University
1991,13,LAC,Los Angeles Clippers,22,Tom Garrick,SG,6-2,185,1966-07-07,US,2,Rhode Island
1991,13,LAC,Los Angeles Clippers,1,Gary Grant,PG,6-3,185,1965-04-21,US,2,Michigan
1991,13,LAC,Los Angeles Clippers,4,Ron Harper,SG,6-6,185,1964-01-20,US,4,Miami University
1991,13,LAC,Los Angeles Clippers,30,Bo Kimble,SG,6-4,190,1966-04-09,US,R,"USC, Loyola Marymount"
1991,13,LAC,Los Angeles Clippers,5,Danny Manning,PF,6-10,230,1966-05-17,US,2,Kansas
1991,13,LAC,Los Angeles Clippers,15,Jeff Martin,PG,6-5,195,1967-01-14,US,1,Murray State
1991,13,LAC,Los Angeles Clippers,3,Ken Norman,SF,6-8,215,1964-09-05,US,3,Illinois
1991,13,LAC,Los Angeles Clippers,0,Olden Polynice,C,6-11,220,1964-11-21,HT,3,Virginia
1991,13,LAC,Los Angeles Clippers,54,Charles Smith,SF,6-10,230,1965-07-16,US,2,Pitt
1991,13,LAC,Los Angeles Clippers,52,Mike Smrek,C,7-0,250,1962-08-31,CA,5,Canisius
1991,13,LAC,Los Angeles Clippers,35,Loy Vaught,PF,6-9,230,1968-02-27,US,R,Michigan
