Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2000,8,2351,DEN,Denver Nuggets,James Posey,1977-01-13,23.0,NBA,SF,81.0,77.0,2052.0,230.0,536.0,0.43,82.0,220.0,0.37,148.0,316.0,0.47,0.51,120.0,150.0,0.8,85.0,232.0,317.0,146.0,98.0,33.0,95.0,207.0,662.0,0.0
2001,8,2351,DEN,Denver Nuggets,James Posey,1977-01-13,24.0,NBA,SF,82.0,82.0,2255.0,243.0,590.0,0.41,65.0,217.0,0.3,178.0,373.0,0.48,0.47,115.0,141.0,0.82,125.0,306.0,431.0,163.0,93.0,40.0,102.0,226.0,666.0,0.0
2002,8,2351,DEN,Denver Nuggets,James Posey,1977-01-13,25.0,NBA,SF,73.0,63.0,2238.0,277.0,736.0,0.38,67.0,237.0,0.28,210.0,499.0,0.42,0.42,161.0,203.0,0.79,109.0,320.0,429.0,180.0,114.0,39.0,127.0,224.0,782.0,0.0
2003,31,2351,TOT,Total After Trade,James Posey,1977-01-13,26.0,NBA,SF,83.0,71.0,2518.0,309.0,752.0,0.41,70.0,229.0,0.31,239.0,523.0,0.46,0.46,205.0,246.0,0.83,90.0,336.0,426.0,184.0,106.0,15.0,144.0,197.0,893.0,1.0
2003,8,2351,DEN,Denver Nuggets,James Posey,1977-01-13,26.0,NBA,SF,25.0,24.0,872.0,121.0,324.0,0.37,24.0,88.0,0.27,97.0,236.0,0.41,0.41,86.0,102.0,0.84,38.0,107.0,145.0,78.0,29.0,6.0,66.0,63.0,352.0,1.0
2003,11,2351,HOU,Houston Rockets,James Posey,1977-01-13,26.0,NBA,SF,58.0,47.0,1646.0,188.0,428.0,0.44,46.0,141.0,0.33,142.0,287.0,0.5,0.49,119.0,144.0,0.83,52.0,229.0,281.0,106.0,77.0,9.0,78.0,134.0,541.0,0.0
2004,15,2351,MEM,Memphis Grizzlies,James Posey,1977-01-13,27.0,NBA,SG,82.0,82.0,2451.0,368.0,770.0,0.48,112.0,290.0,0.39,256.0,480.0,0.53,0.55,278.0,335.0,0.83,92.0,311.0,403.0,122.0,137.0,40.0,112.0,248.0,1126.0,0.0
2005,15,2351,MEM,Memphis Grizzlies,James Posey,1977-01-13,28.0,NBA,SF,50.0,18.0,1382.0,127.0,356.0,0.36,55.0,178.0,0.31,72.0,178.0,0.4,0.43,96.0,111.0,0.86,45.0,174.0,219.0,88.0,48.0,23.0,69.0,134.0,405.0,0.0
2006,16,2351,MIA,Miami Heat,James Posey,1977-01-13,29.0,NBA,SF,67.0,63.0,1914.0,159.0,395.0,0.4,117.0,290.0,0.4,42.0,105.0,0.4,0.55,48.0,61.0,0.79,33.0,286.0,319.0,89.0,54.0,20.0,58.0,196.0,483.0,0.0
2007,16,2351,MIA,Miami Heat,James Posey,1977-01-13,30.0,NBA,SF,71.0,19.0,1919.0,186.0,432.0,0.43,97.0,259.0,0.38,89.0,173.0,0.51,0.54,81.0,98.0,0.83,66.0,291.0,357.0,94.0,71.0,23.0,55.0,193.0,550.0,0.0
2008,2,2351,BOS,Boston Celtics,James Posey,1977-01-13,31.0,NBA,PF,74.0,2.0,1821.0,173.0,414.0,0.42,106.0,279.0,0.38,67.0,135.0,0.5,0.55,93.0,115.0,0.81,30.0,292.0,322.0,114.0,72.0,19.0,65.0,182.0,545.0,0.0
2009,19,2351,NOH,New Orleans Hornets,James Posey,1977-01-13,32.0,NBA,SG,75.0,0.0,2140.0,216.0,524.0,0.41,116.0,314.0,0.37,100.0,210.0,0.48,0.52,120.0,146.0,0.82,38.0,324.0,362.0,82.0,58.0,21.0,79.0,216.0,668.0,0.0
2010,19,2351,NOH,New Orleans Hornets,James Posey,1977-01-13,33.0,NBA,SF,77.0,2.0,1731.0,126.0,345.0,0.36,81.0,242.0,0.34,45.0,103.0,0.44,0.48,66.0,80.0,0.82,32.0,297.0,329.0,117.0,42.0,19.0,51.0,204.0,399.0,0.0
2011,12,2351,IND,Indiana Pacers,James Posey,1977-01-13,34.0,NBA,SF,49.0,0.0,839.0,81.0,241.0,0.34,67.0,212.0,0.32,14.0,29.0,0.48,0.48,11.0,15.0,0.73,10.0,137.0,147.0,34.0,24.0,6.0,24.0,103.0,240.0,0.0
