Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1988,13,3169,LAC,Los Angeles Clippers,Reggie Williams,"March 5, 1964",23.0,NBA,SF,35.0,14.0,857.0,8.4,23.7,0.36,0.7,3.2,0.22,7.7,20.5,0.38,2.7,3.7,0.73,3.1,3.5,6.6,3.2,1.6,1.2,3.5,6.0,20.3,84.0,110.0
1989,13,3169,LAC,Los Angeles Clippers,Reggie Williams,"March 5, 1964",24.0,NBA,SF,63.0,17.0,1303.0,9.2,21.0,0.44,1.1,3.7,0.29,8.1,17.3,0.47,3.2,4.3,0.75,2.5,3.8,6.3,3.6,2.9,1.0,4.0,6.4,22.6,95.0,110.0
1990,31,3169,TOT,Total After Trade,Reggie Williams,"March 5, 1964",25.0,NBA,SF,47.0,17.0,743.0,8.8,22.7,0.39,0.4,2.5,0.16,8.4,20.2,0.42,3.5,4.6,0.76,1.9,3.7,5.6,3.6,2.2,0.9,3.0,6.9,21.5,91.0,108.0
1990,13,3169,LAC,Los Angeles Clippers,Reggie Williams,"March 5, 1964",25.0,NBA,SF,5.0,5.0,133.0,7.6,20.7,0.37,0.0,1.8,0.0,7.6,18.9,0.4,6.6,7.6,0.86,2.9,2.5,5.5,3.6,3.3,0.4,3.3,2.5,21.8,96.0,108.0
1990,6,3169,CLE,Cleveland Cavaliers,Reggie Williams,"March 5, 1964",25.0,NBA,SF,32.0,12.0,542.0,8.5,22.3,0.38,0.6,2.5,0.22,7.9,19.8,0.4,2.8,3.8,0.73,1.6,4.0,5.6,3.5,2.1,0.9,3.0,7.4,20.3,89.0,108.0
1990,27,3169,SAS,San Antonio Spurs,Reggie Williams,"March 5, 1964",25.0,NBA,SF,10.0,0.0,68.0,13.6,30.1,0.45,0.0,3.6,0.0,13.6,26.5,0.51,2.9,4.3,0.67,2.2,3.6,5.7,3.6,0.7,2.2,2.9,11.5,30.1,98.0,108.0
1991,31,3169,TOT,Total After Trade,Reggie Williams,"March 5, 1964",26.0,NBA,SF,73.0,46.0,1896.0,8.8,19.5,0.45,1.3,3.6,0.36,7.5,15.9,0.47,3.8,4.5,0.84,3.0,4.0,7.0,3.0,2.6,0.9,2.6,5.8,22.6,109.0,112.0
1991,27,3169,SAS,San Antonio Spurs,Reggie Williams,"March 5, 1964",26.0,NBA,SF,22.0,0.0,354.0,8.4,17.5,0.48,1.9,3.6,0.54,6.5,13.9,0.46,4.8,5.6,0.85,2.3,5.8,8.1,6.3,2.8,1.5,5.0,8.8,23.5,108.0,101.0
1991,8,3169,DEN,Denver Nuggets,Reggie Williams,"March 5, 1964",26.0,NBA,SF,51.0,46.0,1542.0,8.8,19.9,0.44,1.2,3.6,0.33,7.7,16.3,0.47,3.6,4.3,0.84,3.2,3.6,6.8,2.4,2.5,0.8,2.1,5.2,22.5,110.0,114.0
1992,8,3169,DEN,Denver Nuggets,Reggie Williams,"March 5, 1964",27.0,NBA,SF,81.0,80.0,2623.0,11.2,23.7,0.47,1.0,2.9,0.36,10.1,20.8,0.49,4.0,5.0,0.8,2.7,4.8,7.5,4.4,2.7,1.3,3.2,5.0,27.4,109.0,107.0
1993,8,3169,DEN,Denver Nuggets,Reggie Williams,"March 5, 1964",28.0,NBA,SF,79.0,79.0,2722.0,9.5,20.6,0.46,0.6,2.2,0.27,8.9,18.5,0.48,4.2,5.2,0.8,2.3,5.2,7.6,5.2,2.2,1.3,3.4,5.0,23.7,106.0,106.0
1994,8,3169,DEN,Denver Nuggets,Reggie Williams,"March 5, 1964",29.0,NBA,SF,82.0,68.0,2654.0,7.9,19.1,0.41,1.2,4.3,0.28,6.7,14.7,0.45,3.1,4.2,0.73,1.8,5.5,7.4,5.6,2.2,1.2,3.1,5.4,20.0,101.0,103.0
1995,8,3169,DEN,Denver Nuggets,Reggie Williams,"March 5, 1964",30.0,NBA,SF,74.0,70.0,2198.0,9.3,20.2,0.46,2.0,6.4,0.32,7.2,13.8,0.52,3.2,4.2,0.76,2.2,5.6,7.9,5.5,2.7,1.6,3.0,6.3,23.7,111.0,107.0
1996,8,3169,DEN,Denver Nuggets,Reggie Williams,"March 5, 1964",31.0,NBA,SF,52.0,5.0,817.0,6.0,16.2,0.37,1.3,5.7,0.22,4.7,10.5,0.45,2.1,2.5,0.85,1.6,6.2,7.8,4.7,2.2,1.3,3.2,8.7,15.4,91.0,107.0
1997,31,3169,TOT,Total After Trade,Reggie Williams,"March 5, 1964",32.0,NBA,SF,13.0,0.0,200.0,7.6,19.9,0.38,2.4,8.9,0.26,5.2,11.0,0.48,2.4,3.1,0.75,1.3,6.8,8.1,2.6,2.1,1.0,3.1,8.6,19.9,95.0,108.0
1997,12,3169,IND,Indiana Pacers,Reggie Williams,"March 5, 1964",32.0,NBA,SF,2.0,0.0,33.0,3.3,14.7,0.22,0.0,1.6,0.0,3.3,13.1,0.25,1.6,3.3,0.5,1.6,9.8,11.4,3.3,0.0,0.0,3.3,8.2,8.2,60.0,107.0
1997,3,3169,NJN,New Jersey Nets,Reggie Williams,"March 5, 1964",32.0,NBA,SF,11.0,0.0,167.0,8.4,20.8,0.4,2.8,10.3,0.27,5.6,10.6,0.53,2.5,3.1,0.8,1.2,6.2,7.5,2.5,2.5,1.2,3.1,8.7,22.1,100.0,108.0
