SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2004,25,POR,Zach Randolph,22.0,81.0,3067.0,0.48,0.49,0.2,0.48,0.76,0.53,0.29,0.0,110.0,106.0,58.0,103.0,101.0,102.0,95.0,2.0,38.1,35.2
2004,25,POR,Damon Stoudamire,30.0,82.0,3118.0,0.4,0.43,0.36,0.48,0.88,0.51,0.14,0.42,91.0,93.0,105.0,101.0,117.0,98.0,47.0,224.0,12.9,-17.8
2004,25,POR,Rasheed Wallace,29.0,45.0,1675.0,0.44,0.48,0.34,0.49,0.74,0.52,0.23,0.26,101.0,104.0,98.0,103.0,99.0,101.0,76.0,138.0,20.7,4.9
2004,25,POR,Derek Anderson,29.0,51.0,1810.0,0.38,0.43,0.3,0.44,0.82,0.5,0.31,0.42,86.0,93.0,88.0,93.0,110.0,97.0,101.0,226.0,-37.6,-23.2
2004,25,POR,Darius Miles,22.0,42.0,1191.0,0.53,0.53,0.2,0.53,0.7,0.56,0.29,0.02,120.0,116.0,58.0,112.0,93.0,108.0,95.0,13.0,48.4,40.4
2004,25,POR,Ruben Patterson,28.0,73.0,1651.0,0.51,0.52,0.17,0.51,0.55,0.53,0.48,0.03,115.0,112.0,48.0,108.0,74.0,103.0,159.0,16.0,29.8,12.9
2004,25,POR,Jeff McInnis,29.0,39.0,1269.0,0.47,0.49,0.32,0.49,0.76,0.52,0.18,0.11,107.0,107.0,92.0,104.0,102.0,100.0,60.0,60.0,15.1,1.0
2004,25,POR,Dale Davis,34.0,76.0,1682.0,0.47,0.47,,0.47,0.61,0.5,0.38,0.0,108.0,103.0,,100.0,82.0,98.0,124.0,,1.2,-7.3
2004,25,POR,Shareef Abdur-Rahim,27.0,32.0,728.0,0.45,0.45,0.36,0.46,0.83,0.52,0.36,0.04,102.0,98.0,105.0,96.0,111.0,101.0,119.0,22.0,-8.7,3.3
2004,25,POR,Theo Ratliff,30.0,32.0,1016.0,0.54,0.54,,0.54,0.63,0.57,0.4,0.0,123.0,117.0,,115.0,84.0,110.0,131.0,,24.2,20.5
2004,25,POR,Qyntel Woods,22.0,62.0,673.0,0.37,0.38,0.34,0.39,0.63,0.42,0.25,0.12,85.0,82.0,99.0,83.0,84.0,82.0,83.0,65.0,-37.3,-47.9
2004,25,POR,Wesley Person,32.0,33.0,621.0,0.48,0.48,0.47,0.58,0.76,0.6,0.15,0.45,109.0,104.0,136.0,124.0,101.0,116.0,49.0,242.0,37.7,30.2
2004,25,POR,Bonzi Wells,27.0,13.0,404.0,0.39,0.4,0.12,0.39,0.78,0.42,0.15,0.05,89.0,87.0,36.0,83.0,103.0,82.0,51.0,24.0,-27.9,-34.9
2004,25,POR,Vladimir Stepania,27.0,42.0,453.0,0.42,0.42,,0.42,0.61,0.45,0.35,0.0,95.0,91.0,,89.0,81.0,88.0,115.0,,-11.0,-14.7
2004,25,POR,Eddie Gill,25.0,22.0,157.0,0.42,0.43,0.38,0.46,0.85,0.56,0.56,0.22,95.0,93.0,108.0,97.0,113.0,108.0,183.0,119.0,-0.9,3.7
2004,25,POR,Dan Dickau,25.0,20.0,151.0,0.33,0.31,0.35,0.4,0.88,0.44,0.16,0.41,74.0,68.0,101.0,84.0,116.0,85.0,54.0,218.0,-7.2,-8.2
2004,25,POR,Omar Cook,22.0,17.0,139.0,0.26,0.27,0.0,0.26,,0.26,0.0,0.04,59.0,59.0,,55.0,,50.0,,20.0,-11.4,-13.9
2004,25,POR,Desmond Ferguson,26.0,7.0,32.0,0.42,0.5,0.38,0.54,0.0,0.5,0.17,0.67,95.0,109.0,108.0,115.0,,98.0,55.0,357.0,1.7,-0.3
2004,25,POR,Matt Carroll,23.0,13.0,48.0,0.46,0.5,0.33,0.5,1.0,0.55,0.18,0.27,104.0,109.0,96.0,106.0,133.0,106.0,60.0,146.0,0.6,0.7
2004,25,POR,Travis Outlaw,19.0,8.0,19.0,0.43,0.43,,0.43,0.5,0.46,0.57,0.0,98.0,93.0,,91.0,67.0,88.0,188.0,,-0.6,-1.0
2004,25,POR,Tracy Murray,32.0,7.0,35.0,0.25,0.14,0.4,0.33,0.0,0.32,0.08,0.42,57.0,31.0,115.0,71.0,,62.0,27.0,223.0,-3.3,-4.8
2004,25,POR,Kaniel Dickens,25.0,3.0,12.0,1.0,1.0,,1.0,0.5,0.9,0.67,0.0,228.0,218.0,,212.0,67.0,175.0,220.0,,3.2,3.0
2004,25,POR,Ruben Boumtje-Boumtje,25.0,9.0,26.0,0.2,0.2,,0.2,1.0,0.34,0.4,0.0,46.0,44.0,,42.0,133.0,66.0,132.0,,-2.7,-2.1
2004,25,POR,Slavko VraneA,21.0,1.0,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,-0.9,-1.0
2004,25,POR,Team,,,,0.44,0.46,0.34,0.47,0.72,0.51,0.28,0.18,100.0,100.0,98.0,100.0,96.0,98.0,92.0,98.0,-19.0,-79.3
2004,25,POR,League Average,,,,0.44,0.46,0.35,0.47,0.75,0.52,0.3,0.19,,,,,,,,,,
