Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,4,678,CHO,Charlotte Hornets,Baron Davis,"April 13, 1979",20.0,NBA,PG,82.0,0.0,1523.0,4.3,10.2,0.42,0.6,2.6,0.22,3.7,7.6,0.49,2.3,3.6,0.63,1.1,2.8,3.9,7.3,2.3,0.4,3.3,4.8,11.5
2001,4,678,CHO,Charlotte Hornets,Baron Davis,"April 13, 1979",21.0,NBA,PG,82.0,82.0,3192.0,4.6,10.8,0.43,1.0,3.1,0.31,3.7,7.7,0.47,2.6,3.8,0.68,1.5,3.1,4.6,6.7,1.9,0.4,2.5,3.0,12.8
2002,4,678,CHO,Charlotte Hornets,Baron Davis,"April 13, 1979",22.0,NBA,PG,82.0,82.0,3318.0,6.1,14.5,0.42,1.8,5.2,0.36,4.2,9.4,0.45,2.1,3.7,0.58,1.0,2.8,3.8,7.6,1.9,0.5,2.7,2.6,16.1
2003,19,678,NOH,New Orleans Hornets,Baron Davis,"April 13, 1979",23.0,NBA,PG,50.0,47.0,1889.0,6.3,15.2,0.42,1.9,5.4,0.35,4.4,9.8,0.45,1.8,2.5,0.71,1.1,2.5,3.5,6.1,1.7,0.4,2.7,2.8,16.3
2004,19,678,NOH,New Orleans Hornets,Baron Davis,"April 13, 1979",24.0,NBA,PG,67.0,66.0,2686.0,7.4,18.8,0.4,2.5,7.8,0.32,4.9,11.0,0.45,3.2,4.7,0.67,0.9,3.0,3.8,6.7,2.1,0.4,2.9,2.4,20.5
2005,31,678,TOT,Total After Trade,Baron Davis,"April 13, 1979",25.0,NBA,PG,46.0,32.0,1581.0,6.6,17.1,0.39,2.7,8.1,0.33,3.9,9.1,0.44,4.2,5.5,0.76,0.7,3.3,4.0,8.2,1.8,0.3,3.0,2.9,20.2
2005,19,678,NOH,New Orleans Hornets,Baron Davis,"April 13, 1979",25.0,NBA,PG,18.0,13.0,593.0,6.7,18.4,0.37,2.7,8.3,0.32,4.1,10.1,0.4,4.5,5.8,0.77,1.0,3.1,4.1,7.8,1.9,0.2,2.3,3.2,20.6
2005,10,678,GSW,Golden State Warriors,Baron Davis,"April 13, 1979",25.0,NBA,PG,28.0,19.0,988.0,6.6,16.4,0.4,2.7,7.9,0.34,3.9,8.5,0.46,4.0,5.4,0.76,0.6,3.4,3.9,8.5,1.8,0.4,3.4,2.7,19.9
2006,10,678,GSW,Golden State Warriors,Baron Davis,"April 13, 1979",26.0,NBA,PG,54.0,48.0,1971.0,6.1,15.7,0.39,1.9,5.9,0.32,4.3,9.8,0.43,3.6,5.3,0.68,0.8,3.5,4.3,8.8,1.6,0.3,2.9,3.0,17.7
2007,10,678,GSW,Golden State Warriors,Baron Davis,"April 13, 1979",27.0,NBA,PG,63.0,62.0,2221.0,7.3,16.7,0.44,1.4,4.5,0.3,5.9,12.2,0.49,4.5,6.0,0.74,0.8,3.6,4.5,8.3,2.2,0.5,3.1,2.9,20.5
2008,10,678,GSW,Golden State Warriors,Baron Davis,"April 13, 1979",28.0,NBA,PG,82.0,82.0,3196.0,7.3,17.2,0.43,1.9,5.9,0.33,5.4,11.3,0.48,3.6,4.8,0.75,1.1,3.3,4.3,7.0,2.2,0.5,2.6,2.8,20.2
2009,13,678,LAC,Los Angeles Clippers,Baron Davis,"April 13, 1979",29.0,NBA,PG,65.0,60.0,2248.0,5.7,15.4,0.37,1.6,5.3,0.3,4.1,10.1,0.41,2.5,3.4,0.76,0.7,3.1,3.8,8.0,1.7,0.6,3.1,3.1,15.5
2010,13,678,LAC,Los Angeles Clippers,Baron Davis,"April 13, 1979",30.0,NBA,PG,75.0,73.0,2523.0,5.9,14.5,0.41,1.2,4.2,0.28,4.7,10.3,0.46,3.4,4.2,0.82,0.7,3.1,3.8,8.5,1.8,0.6,3.0,3.0,16.3
2011,31,678,TOT,Total After Trade,Baron Davis,"April 13, 1979",31.0,NBA,PG,58.0,44.0,1649.0,6.3,15.1,0.42,1.8,5.2,0.34,4.5,9.9,0.46,2.2,2.9,0.77,0.8,2.6,3.4,8.5,1.7,0.6,3.2,3.1,16.6
2011,13,678,LAC,Los Angeles Clippers,Baron Davis,"April 13, 1979",31.0,NBA,PG,43.0,35.0,1269.0,6.1,14.6,0.42,1.3,4.3,0.3,4.8,10.3,0.47,2.2,3.0,0.76,0.8,2.6,3.4,8.5,1.8,0.6,3.0,3.2,15.7
2011,6,678,CLE,Cleveland Cavaliers,Baron Davis,"April 13, 1979",31.0,NBA,PG,15.0,9.0,380.0,7.1,16.9,0.42,3.4,8.2,0.41,3.7,8.6,0.43,2.1,2.6,0.82,0.6,2.8,3.4,8.7,1.5,0.6,3.7,2.7,19.7
2012,20,678,NYK,New York Knicks,Baron Davis,"April 13, 1979",32.0,NBA,PG,29.0,14.0,595.0,4.1,11.1,0.37,1.6,5.1,0.31,2.5,6.0,0.42,1.0,1.5,0.67,0.8,2.6,3.4,8.2,2.1,0.2,4.6,3.7,10.8
