Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1993,20,72,NYK,New York Knicks,42,Eric Anderson,PF,6-9,220,"May 26, 1970",US,R,Indiana
1993,20,95,NYK,New York Knicks,50,Greg Anthony,PG,6-0,176,"November 15, 1967",US,1,"University of Portland, UNLV"
1993,20,254,NYK,New York Knicks,20,Rolando Blackman,SG,6-6,190,"February 26, 1959",PA,11,Kansas State
1993,20,464,NYK,New York Knicks,9,Tony Campbell,SF,6-7,215,"May 7, 1962",US,8,Ohio State
1993,20,689,NYK,New York Knicks,44,Hubert Davis,SG,6-5,183,"May 17, 1970",US,R,UNC
1993,20,883,NYK,New York Knicks,33,Patrick Ewing,C,7-0,240,"August 5, 1962",JM,7,Georgetown
1993,20,1611,NYK,New York Knicks,16,Bo Kimble,SG,6-4,190,"April 9, 1966",US,2,"USC, Loyola Marymount"
1993,20,1864,NYK,New York Knicks,14,Anthony Mason,PF,6-7,250,"December 14, 1966",US,3,Tennessee State
1993,20,2181,NYK,New York Knicks,34,Charles Oakley,PF,6-8,225,"December 18, 1963",US,7,Virginia Union University
1993,20,2455,NYK,New York Knicks,25,Doc Rivers,PG,6-4,185,"October 13, 1961",US,9,Marquette
1993,20,2666,NYK,New York Knicks,54,Charles Daniel Smith,SF,6-10,230,"July 16, 1965",US,4,Pitt
1993,20,2737,NYK,New York Knicks,3,John Starks,SG,6-3,180,"August 10, 1965",US,3,Oklahoma State
1993,20,3142,NYK,New York Knicks,32,Herb Williams,C,6-10,242,"February 16, 1958",US,11,Ohio State
