Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2013,16,54,MIA,Miami Heat,34,Ray Allen,SG,6-5,205,"July 20, 1975",US,16,UConn
2013,16,66,MIA,Miami Heat,11,Chris Andersen,C,6-10,245,"July 7, 1978",US,10,Blinn College
2013,16,96,MIA,Miami Heat,50,Joel Anthony,C,6-9,245,"August 9, 1982",CA,5,UNLV
2013,16,189,MIA,Miami Heat,31,Shane Battier,SF,6-8,220,"September 9, 1978",US,11,Duke
2013,16,302,MIA,Miami Heat,1,Chris Bosh,C,6-11,235,"March 24, 1984",US,9,Georgia Tech
2013,16,511,MIA,Miami Heat,15,Mario Chalmers,PG,6-2,190,"May 19, 1986",US,4,Kansas
2013,16,561,MIA,Miami Heat,30,Norris Cole,PG,6-2,175,"October 13, 1988",US,1,Cleveland State University
2013,16,1194,MIA,Miami Heat,55,Josh Harrellson,C,6-10,275,"February 12, 1989",US,1,Kentucky
2013,16,1208,MIA,Miami Heat,14,Terrel Harris,SG,6-5,190,"August 10, 1987",US,1,Oklahoma State
2013,16,1221,MIA,Miami Heat,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",US,9,Florida
2013,16,1340,MIA,Miami Heat,5,Juwan Howard,PF,6-9,240,"February 7, 1973",US,18,Michigan
2013,16,1428,MIA,Miami Heat,6,LeBron James,PF,6-9,250,"December 30, 1984",US,9,
2013,16,1547,MIA,Miami Heat,22,James Jones,SF,6-8,218,"October 4, 1980",US,9,Miami (FL)
2013,16,1747,MIA,Miami Heat,9,Rashard Lewis,PF,6-10,215,"August 8, 1979",US,14,
2013,16,1994,MIA,Miami Heat,13,Mike Miller,SF,6-8,218,"February 19, 1980",US,12,Florida
2013,16,2315,MIA,Miami Heat,45,Dexter Pittman,C,6-11,308,"March 2, 1988",US,2,Texas
2013,16,2959,MIA,Miami Heat,24,Jarvis Varnado,PF,6-9,230,"March 1, 1988",US,R,Mississippi State
2013,16,2989,MIA,Miami Heat,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",US,9,Marquette
