Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2006,20,1720,NYK,New York Knicks,David Lee,"April 29, 1983",22.0,NBA,SF,67.0,14.0,1129.0,137.0,230.0,0.6,0.0,0.0,,137.0,230.0,0.6,0.6,71.0,123.0,0.58,109.0,194.0,303.0,43.0,30.0,20.0,51.0,124.0,345.0,,0.0
2007,20,1720,NYK,New York Knicks,David Lee,"April 29, 1983",23.0,NBA,PF,58.0,12.0,1731.0,240.0,400.0,0.6,0.0,0.0,,240.0,400.0,0.6,0.6,141.0,173.0,0.82,196.0,406.0,602.0,104.0,48.0,23.0,92.0,155.0,621.0,,0.0
2008,20,1720,NYK,New York Knicks,David Lee,"April 29, 1983",24.0,NBA,PF,81.0,29.0,2356.0,341.0,618.0,0.55,0.0,2.0,0.0,341.0,616.0,0.55,0.55,194.0,237.0,0.82,242.0,482.0,724.0,95.0,55.0,29.0,97.0,210.0,876.0,,0.0
2009,20,1720,NYK,New York Knicks,David Lee,"April 29, 1983",25.0,NBA,C,81.0,74.0,2824.0,522.0,951.0,0.55,0.0,3.0,0.0,522.0,948.0,0.55,0.55,249.0,330.0,0.76,256.0,695.0,951.0,174.0,80.0,22.0,150.0,260.0,1293.0,,0.0
2010,20,1720,NYK,New York Knicks,David Lee,"April 29, 1983",26.0,NBA,C,81.0,81.0,3019.0,686.0,1258.0,0.55,0.0,8.0,0.0,686.0,1250.0,0.55,0.55,268.0,330.0,0.81,228.0,721.0,949.0,295.0,85.0,40.0,189.0,257.0,1640.0,,1.0
2011,10,1720,GSW,Golden State Warriors,David Lee,"April 29, 1983",27.0,NBA,PF,73.0,73.0,2634.0,496.0,978.0,0.51,1.0,3.0,0.33,495.0,975.0,0.51,0.51,210.0,267.0,0.79,217.0,497.0,714.0,233.0,74.0,31.0,170.0,211.0,1203.0,,0.0
2012,10,1720,GSW,Golden State Warriors,David Lee,"April 29, 1983",28.0,NBA,PF,57.0,57.0,2121.0,464.0,922.0,0.5,0.0,5.0,0.0,464.0,917.0,0.51,0.5,219.0,280.0,0.78,171.0,374.0,545.0,162.0,54.0,22.0,149.0,179.0,1147.0,,1.0
2013,10,1720,GSW,Golden State Warriors,David Lee,"April 29, 1983",29.0,NBA,PF,79.0,79.0,2907.0,602.0,1160.0,0.52,0.0,4.0,0.0,602.0,1156.0,0.52,0.52,255.0,320.0,0.8,218.0,668.0,886.0,279.0,67.0,22.0,207.0,246.0,1459.0,,1.0
2014,10,1720,GSW,Golden State Warriors,David Lee,"April 29, 1983",30.0,NBA,PF,69.0,67.0,2288.0,513.0,981.0,0.52,0.0,1.0,0.0,513.0,980.0,0.52,0.52,231.0,296.0,0.78,182.0,461.0,643.0,147.0,48.0,26.0,152.0,206.0,1257.0,,0.0
2015,10,1720,GSW,Golden State Warriors,David Lee,"April 29, 1983",31.0,NBA,PF,49.0,4.0,904.0,160.0,313.0,0.51,0.0,2.0,0.0,160.0,311.0,0.51,0.51,68.0,104.0,0.65,81.0,176.0,257.0,85.0,31.0,26.0,49.0,83.0,388.0,,0.0
2016,31,1720,TOT,Total After Trade,David Lee,"April 29, 1983",32.0,NBA,PF,55.0,5.0,903.0,178.0,335.0,0.53,0.0,1.0,0.0,178.0,334.0,0.53,0.53,71.0,93.0,0.76,101.0,204.0,305.0,84.0,22.0,28.0,66.0,114.0,427.0,,0.0
2016,2,1720,BOS,Boston Celtics,David Lee,"April 29, 1983",32.0,NBA,PF,30.0,4.0,470.0,87.0,192.0,0.45,0.0,1.0,0.0,87.0,191.0,0.46,0.45,40.0,51.0,0.78,41.0,89.0,130.0,54.0,12.0,13.0,38.0,51.0,214.0,,0.0
2016,7,1720,DAL,Dallas Mavericks,David Lee,"April 29, 1983",32.0,NBA,PF,25.0,1.0,433.0,91.0,143.0,0.64,0.0,0.0,,91.0,143.0,0.64,0.64,31.0,42.0,0.74,60.0,115.0,175.0,30.0,10.0,15.0,28.0,63.0,213.0,,0.0
2017,27,1720,SAS,San Antonio Spurs,David Lee,"April 29, 1983",33.0,NBA,PF,79.0,10.0,1477.0,248.0,420.0,0.59,0.0,0.0,,248.0,420.0,0.59,0.59,80.0,113.0,0.71,149.0,292.0,441.0,124.0,31.0,40.0,82.0,125.0,576.0,,0.0
