Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,22,1996,ORL,Orlando Magic,Mike Miller,"February 19, 1980",20.0,NBA,SF,4.0,112.0,12.5,0.48,0.38,0.08,4.5,12.0,8.2,10.0,0.0,1.9,5.7,20.8,0.1,-0.1,0.0,0.02,0.1,-2.3,-2.2,0.0
2002,22,1996,ORL,Orlando Magic,Mike Miller,"February 19, 1980",21.0,NBA,SF,4.0,72.0,6.4,0.42,0.38,0.19,0.0,7.6,3.9,12.4,3.0,0.0,14.9,18.0,-0.1,0.1,-0.1,-0.05,-4.2,-0.4,-4.6,0.0
2004,15,1996,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",23.0,NBA,SF,4.0,98.0,9.1,0.42,0.38,0.09,0.0,16.1,7.7,5.9,2.8,0.0,12.4,20.3,-0.1,-0.1,-0.2,-0.1,-0.9,-1.9,-2.8,0.0
2005,15,1996,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",24.0,NBA,SF,4.0,110.0,15.5,0.62,0.46,0.11,0.0,11.4,5.3,14.3,0.0,2.3,11.4,18.0,0.2,-0.1,0.1,0.04,2.6,-1.2,1.4,0.1
2006,15,1996,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",25.0,NBA,SG,4.0,107.0,9.2,0.5,0.27,0.3,1.2,16.2,8.9,13.2,1.1,1.5,19.1,20.3,-0.1,0.0,-0.1,-0.04,-1.5,-0.2,-1.7,0.0
2011,16,1996,MIA,Miami Heat,Mike Miller,"February 19, 1980",30.0,NBA,SG,18.0,215.0,8.4,0.44,0.7,0.0,5.2,22.0,13.8,10.3,1.8,0.4,13.1,13.8,0.0,0.3,0.3,0.06,-1.7,1.1,-0.7,0.1
2012,16,1996,MIA,Miami Heat,Mike Miller,"February 19, 1980",31.0,NBA,SG,23.0,368.0,12.0,0.58,0.76,0.11,3.0,15.8,9.6,7.5,1.3,0.4,10.4,15.1,0.6,0.4,1.0,0.14,0.8,0.7,1.5,0.3
2013,16,1996,MIA,Miami Heat,Mike Miller,"February 19, 1980",32.0,NBA,SF,17.0,232.0,12.1,0.64,0.8,0.0,1.6,15.7,8.8,10.0,1.9,0.7,10.0,10.4,0.4,0.3,0.7,0.15,1.4,1.4,2.8,0.3
2014,15,1996,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",33.0,NBA,SF,7.0,173.0,10.1,0.56,0.69,0.21,1.2,16.3,8.4,8.2,1.9,0.0,9.8,13.5,0.1,0.2,0.3,0.08,0.0,1.4,1.4,0.1
2015,6,1996,CLE,Cleveland Cavaliers,Mike Miller,"February 19, 1980",34.0,NBA,SF,9.0,65.0,6.6,0.9,1.0,0.0,0.0,16.7,8.5,0.0,0.8,1.3,16.7,4.2,0.1,0.1,0.1,0.1,-2.6,1.6,-1.0,0.0
