Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,18,954,MIN,Minnesota Timberwolves,Randy Foye,1983-09-24,23.0,NBA,PG,82.0,12.0,22.9,3.7,8.4,0.43,0.8,2.3,0.37,2.8,6.2,0.46,0.48,2.0,2.3,0.85,0.6,2.1,2.7,2.8,0.6,0.3,1.9,2.2,10.1
2008,18,954,MIN,Minnesota Timberwolves,Randy Foye,1983-09-24,24.0,NBA,PG,39.0,31.0,32.3,5.1,11.8,0.43,1.6,3.8,0.41,3.5,8.1,0.44,0.5,1.4,1.7,0.82,0.3,2.9,3.3,4.2,0.9,0.1,2.0,2.6,13.1
2009,18,954,MIN,Minnesota Timberwolves,Randy Foye,1983-09-24,25.0,NBA,SG,70.0,61.0,35.6,5.7,14.0,0.41,1.6,4.4,0.36,4.1,9.6,0.43,0.46,3.3,3.9,0.85,0.5,2.6,3.1,4.3,1.0,0.4,2.1,2.9,16.3
2010,30,954,WAS,Washington Wizards,Randy Foye,1983-09-24,26.0,NBA,PG,70.0,38.0,23.8,3.7,8.8,0.41,0.9,2.6,0.35,2.8,6.2,0.44,0.46,1.8,2.1,0.89,0.2,1.6,1.9,3.3,0.5,0.1,1.3,1.8,10.1
2011,13,954,LAC,Los Angeles Clippers,Randy Foye,1983-09-24,27.0,NBA,SG,63.0,24.0,24.6,3.3,8.4,0.39,1.1,3.4,0.33,2.1,5.0,0.43,0.46,2.1,2.4,0.89,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,9.8
2012,13,954,LAC,Los Angeles Clippers,Randy Foye,1983-09-24,28.0,NBA,SG,65.0,48.0,25.9,3.9,9.9,0.4,2.0,5.1,0.39,2.0,4.8,0.41,0.5,1.1,1.3,0.86,0.4,1.7,2.1,2.2,0.7,0.4,1.1,2.0,11.0
2013,29,954,UTA,Utah Jazz,Randy Foye,1983-09-24,29.0,NBA,SG,82.0,72.0,27.4,3.6,9.0,0.4,2.2,5.3,0.41,1.4,3.7,0.38,0.52,1.4,1.8,0.82,0.2,1.3,1.5,2.0,0.8,0.3,1.1,2.3,10.8
2014,8,954,DEN,Denver Nuggets,Randy Foye,1983-09-24,30.0,NBA,SG,81.0,78.0,30.7,4.5,10.8,0.41,2.3,6.1,0.38,2.1,4.7,0.46,0.52,1.9,2.3,0.85,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5,13.2
2015,8,954,DEN,Denver Nuggets,Randy Foye,1983-09-24,31.0,NBA,SG,50.0,21.0,21.7,3.0,8.0,0.37,1.9,5.3,0.36,1.1,2.8,0.39,0.48,0.9,1.1,0.82,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7
2016,31,954,TOT,Total After Trade,Randy Foye,1983-09-24,32.0,NBA,SG,81.0,8.0,20.3,2.1,6.0,0.35,0.9,3.1,0.3,1.2,2.9,0.4,0.43,0.8,0.9,0.82,0.3,1.6,1.9,2.0,0.5,0.4,1.1,1.6,5.9
2016,8,954,DEN,Denver Nuggets,Randy Foye,1983-09-24,32.0,NBA,SG,54.0,7.0,19.8,2.2,6.2,0.35,0.9,3.1,0.3,1.2,3.0,0.41,0.43,0.7,0.9,0.83,0.3,1.6,1.9,2.1,0.5,0.3,1.1,1.5,6.0
2016,21,954,OKC,Oklahoma City Thunder,Randy Foye,1983-09-24,32.0,NBA,SG,27.0,1.0,21.2,1.9,5.5,0.35,0.9,3.0,0.31,1.0,2.5,0.4,0.43,0.8,1.0,0.82,0.3,1.6,1.9,1.8,0.5,0.5,1.0,1.8,5.6
2017,3,954,BRK,Brooklyn Nets,Randy Foye,1983-09-24,33.0,NBA,SG,69.0,40.0,18.6,1.7,4.7,0.36,1.0,2.9,0.33,0.7,1.8,0.42,0.47,0.8,0.9,0.86,0.1,2.1,2.2,2.0,0.5,0.1,1.2,1.4,5.2
