Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,23,2548,PHI,Philadelphia 76Ers,John Salmons,1979-12-12,23.0,NBA,PG,64.0,1.0,504.0,3.4,8.3,0.41,0.7,2.2,0.32,2.7,6.1,0.45,1.9,2.5,0.74,1.1,3.1,4.2,3.4,1.2,0.4,2.1,3.8,9.4
2004,23,2548,PHI,Philadelphia 76Ers,John Salmons,1979-12-12,24.0,NBA,SG,77.0,24.0,1603.0,3.6,9.3,0.39,1.1,3.3,0.34,2.5,6.0,0.41,1.6,2.1,0.77,0.9,3.5,4.4,3.0,1.4,0.4,1.7,2.7,9.9
2005,23,2548,PHI,Philadelphia 76Ers,John Salmons,1979-12-12,25.0,NBA,SG,58.0,8.0,993.0,3.1,7.6,0.4,1.1,3.3,0.34,2.0,4.3,0.45,1.3,1.7,0.73,0.4,4.0,4.4,4.1,1.5,0.5,1.8,3.3,8.6
2006,23,2548,PHI,Philadelphia 76Ers,John Salmons,1979-12-12,26.0,NBA,SG,82.0,24.0,2059.0,3.8,9.1,0.42,0.5,1.5,0.3,3.4,7.6,0.44,2.7,3.5,0.78,0.8,3.0,3.8,3.9,1.3,0.2,2.2,3.1,10.8
2007,26,2548,SAC,Sacramento Kings,John Salmons,1979-12-12,27.0,NBA,SG,79.0,19.0,2135.0,4.0,8.7,0.46,0.7,1.9,0.36,3.3,6.8,0.48,2.7,3.4,0.78,0.8,3.7,4.5,4.3,1.2,0.5,2.0,3.0,11.3
2008,26,2548,SAC,Sacramento Kings,John Salmons,1979-12-12,28.0,NBA,SG,81.0,41.0,2517.0,5.4,11.4,0.48,0.6,1.7,0.32,4.9,9.7,0.5,3.1,3.7,0.82,1.1,3.9,5.0,3.0,1.3,0.4,2.4,2.4,14.5
2009,31,2548,TOT,Total After Trade,John Salmons,1979-12-12,29.0,NBA,SF,79.0,74.0,2959.0,6.3,13.3,0.47,1.5,3.7,0.42,4.7,9.6,0.49,3.5,4.2,0.83,0.7,3.3,4.1,3.0,1.0,0.3,2.0,2.2,17.6
2009,26,2548,SAC,Sacramento Kings,John Salmons,1979-12-12,29.0,NBA,SF,53.0,53.0,1980.0,6.4,13.5,0.47,1.4,3.3,0.42,5.0,10.2,0.49,3.5,4.2,0.82,0.8,3.2,4.0,3.6,1.1,0.2,2.2,2.2,17.6
2009,5,2548,CHI,Chicago Bulls,John Salmons,1979-12-12,29.0,NBA,SF,26.0,21.0,979.0,6.1,12.8,0.47,1.8,4.3,0.42,4.3,8.5,0.5,3.6,4.2,0.84,0.6,3.5,4.1,1.9,0.9,0.6,1.6,2.2,17.5
2010,31,2548,TOT,Total After Trade,John Salmons,1979-12-12,30.0,NBA,SG,81.0,56.0,2824.0,5.6,12.6,0.44,1.5,3.9,0.38,4.1,8.7,0.47,3.2,3.9,0.83,0.4,3.0,3.4,2.8,1.3,0.3,1.6,2.1,15.9
2010,5,2548,CHI,Chicago Bulls,John Salmons,1979-12-12,30.0,NBA,SG,51.0,28.0,1695.0,4.9,11.6,0.42,1.6,4.1,0.38,3.3,7.6,0.44,2.5,3.1,0.79,0.4,3.3,3.7,2.7,1.4,0.5,1.5,2.1,13.8
2010,17,2548,MIL,Milwaukee Bucks,John Salmons,1979-12-12,30.0,NBA,SG,30.0,28.0,1129.0,6.6,14.1,0.47,1.4,3.7,0.38,5.2,10.4,0.5,4.4,5.0,0.87,0.5,2.5,3.1,3.1,1.1,0.1,1.7,2.1,19.0
2011,17,2548,MIL,Milwaukee Bucks,John Salmons,1979-12-12,31.0,NBA,SG,73.0,70.0,2554.0,5.3,12.7,0.42,1.2,3.1,0.38,4.1,9.6,0.43,2.7,3.4,0.81,0.4,3.4,3.7,3.6,1.0,0.4,1.9,2.2,14.4
2012,26,2548,SAC,Sacramento Kings,John Salmons,1979-12-12,32.0,NBA,SF,46.0,32.0,1250.0,4.1,9.9,0.41,1.0,3.2,0.3,3.1,6.7,0.46,0.8,1.3,0.64,0.6,3.3,3.9,2.7,1.1,0.2,1.3,2.2,9.9
2013,26,2548,SAC,Sacramento Kings,John Salmons,1979-12-12,33.0,NBA,SF,76.0,72.0,2278.0,3.9,9.7,0.4,1.6,4.2,0.37,2.3,5.5,0.42,1.3,1.7,0.77,0.5,2.7,3.3,3.6,0.8,0.4,1.3,2.3,10.6
2014,31,2548,TOT,Total After Trade,John Salmons,1979-12-12,34.0,NBA,"SF,SG",78.0,8.0,1726.0,3.1,8.6,0.36,1.3,3.4,0.39,1.8,5.2,0.35,0.8,1.1,0.77,0.4,3.0,3.4,3.1,1.0,0.4,1.1,2.6,8.4
2014,26,2548,SAC,Sacramento Kings,John Salmons,1979-12-12,34.0,NBA,SF,18.0,8.0,445.0,3.3,9.5,0.35,1.3,3.4,0.38,2.0,6.1,0.33,0.6,0.6,1.0,0.6,3.1,3.7,3.6,1.0,0.6,1.1,2.6,8.5
2014,28,2548,TOR,Toronto Raptors,John Salmons,1979-12-12,34.0,NBA,SG,60.0,0.0,1281.0,3.1,8.3,0.37,1.3,3.4,0.39,1.7,4.9,0.35,0.9,1.3,0.73,0.3,3.0,3.3,2.9,1.0,0.3,1.1,2.6,8.4
2015,19,2548,NOP,New Orleans Pelicans,John Salmons,1979-12-12,35.0,NBA,SF,21.0,0.0,270.0,2.1,6.4,0.33,1.1,3.5,0.31,1.1,2.9,0.36,0.3,0.5,0.5,0.5,2.3,2.8,1.7,1.2,0.5,0.7,3.3,5.6
