Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,27.0,2941,SAS,San Antonio Spurs,Beno Udrih,"July 5, 1982",22.0,NBA,PG,80,2,14.4,2.2,4.9,0.444,0.7,1.8,0.408,1.4,3.1,0.464,0.518,0.8,1.1,0.753,0.2,0.8,1.0,1.9,0.5,0.1,1.0,1.2,5.9
2006,27.0,2941,SAS,San Antonio Spurs,Beno Udrih,"July 5, 1982",23.0,NBA,PG,54,3,10.9,2.0,4.3,0.455,0.4,1.3,0.343,1.5,3.0,0.503,0.506,0.7,0.9,0.78,0.3,0.6,1.0,1.7,0.3,0.0,1.0,1.0,5.1
2007,27.0,2941,SAS,San Antonio Spurs,Beno Udrih,"July 5, 1982",24.0,NBA,PG,73,1,13.0,1.7,4.7,0.369,0.5,1.6,0.287,1.3,3.1,0.41,0.417,0.7,0.8,0.883,0.2,1.0,1.1,1.7,0.4,0.0,0.8,1.0,4.7
2008,26.0,2941,SAC,Sacramento Kings,Beno Udrih,"July 5, 1982",25.0,NBA,PG,65,51,32.0,5.0,10.9,0.463,0.8,2.1,0.387,4.2,8.8,0.482,0.501,1.9,2.3,0.85,0.5,2.8,3.3,4.3,0.9,0.2,2.3,2.1,12.8
2009,26.0,2941,SAC,Sacramento Kings,Beno Udrih,"July 5, 1982",26.0,NBA,PG,73,72,31.1,4.4,9.5,0.461,0.5,1.5,0.31,3.9,8.0,0.491,0.486,1.7,2.1,0.82,0.6,2.4,3.0,4.7,1.1,0.2,2.2,2.6,11.0
2010,26.0,2941,SAC,Sacramento Kings,Beno Udrih,"July 5, 1982",27.0,NBA,PG,79,41,31.4,5.3,10.6,0.493,0.9,2.5,0.377,4.3,8.1,0.53,0.538,1.5,1.8,0.837,0.5,2.3,2.8,4.7,1.1,0.1,1.7,2.1,12.9
2011,26.0,2941,SAC,Sacramento Kings,Beno Udrih,"July 5, 1982",28.0,NBA,PG,79,64,34.6,5.2,10.4,0.5,0.8,2.3,0.357,4.4,8.1,0.54,0.539,2.5,2.9,0.864,0.5,2.8,3.4,4.9,1.2,0.1,1.8,2.3,13.7
2012,17.0,2941,MIL,Milwaukee Bucks,Beno Udrih,"July 5, 1982",29.0,NBA,SG,59,0,18.3,2.5,5.6,0.44,0.3,1.0,0.288,2.2,4.6,0.473,0.465,0.7,0.9,0.709,0.4,1.3,1.7,3.8,0.6,0.0,1.3,1.2,5.9
2013,31.0,2941,TOT,Total After Trade,Beno Udrih,"July 5, 1982",30.0,NBA,"PG,SG",66,9,22.1,3.2,7.2,0.441,0.5,1.5,0.333,2.7,5.7,0.471,0.477,1.3,1.6,0.816,0.5,1.6,2.1,4.6,0.6,0.0,1.6,1.4,8.2
2013,17.0,2941,MIL,Milwaukee Bucks,Beno Udrih,"July 5, 1982",30.0,NBA,SG,39,0,18.4,2.9,6.1,0.475,0.3,1.3,0.265,2.6,4.8,0.529,0.502,0.6,0.8,0.727,0.4,1.6,2.0,3.5,0.4,0.1,1.4,1.0,6.7
2013,22.0,2941,ORL,Orlando Magic,Beno Udrih,"July 5, 1982",30.0,NBA,PG,27,9,27.3,3.6,8.8,0.408,0.8,2.0,0.396,2.8,6.9,0.411,0.452,2.2,2.6,0.857,0.6,1.7,2.3,6.1,0.9,0.0,2.0,1.9,10.2
2014,31.0,2941,TOT,Total After Trade,Beno Udrih,"July 5, 1982",31.0,NBA,SG,41,12,15.7,1.9,4.3,0.438,0.5,1.0,0.452,1.4,3.3,0.434,0.492,0.6,0.7,0.833,0.2,1.2,1.4,2.8,0.6,0.1,1.1,1.2,4.9
2014,20.0,2941,NYK,New York Knicks,Beno Udrih,"July 5, 1982",31.0,NBA,SG,31,12,19.0,2.2,5.2,0.425,0.5,1.3,0.425,1.6,3.9,0.425,0.478,0.6,0.8,0.833,0.3,1.5,1.8,3.5,0.7,0.1,1.4,1.5,5.6
2014,15.0,2941,MEM,Memphis Grizzlies,Beno Udrih,"July 5, 1982",31.0,NBA,SG,10,0,5.5,1.0,1.8,0.556,0.2,0.2,1.0,0.8,1.6,0.5,0.611,0.5,0.6,0.833,0.0,0.2,0.2,0.6,0.1,0.1,0.5,0.4,2.7
2015,15.0,2941,MEM,Memphis Grizzlies,Beno Udrih,"July 5, 1982",32.0,NBA,PG,79,12,18.9,3.1,6.4,0.487,0.3,1.2,0.268,2.8,5.2,0.539,0.513,1.1,1.3,0.853,0.3,1.6,1.8,2.8,0.6,0.1,1.1,1.1,7.7
2016,31.0,2941,TOT,Total After Trade,Beno Udrih,"July 5, 1982",33.0,NBA,PG,44,5,16.1,2.0,4.5,0.434,0.3,1.0,0.341,1.6,3.5,0.461,0.472,0.4,0.5,0.9,0.2,1.5,1.6,2.6,0.3,0.0,1.2,1.2,4.7
2016,15.0,2941,MEM,Memphis Grizzlies,Beno Udrih,"July 5, 1982",33.0,NBA,PG,8,0,15.0,2.5,5.8,0.435,0.5,1.4,0.364,2.0,4.4,0.457,0.478,0.4,0.4,1.0,0.3,0.9,1.1,3.3,0.4,0.1,1.4,1.4,5.9
2016,16.0,2941,MIA,Miami Heat,Beno Udrih,"July 5, 1982",33.0,NBA,PG,36,5,16.3,1.8,4.2,0.434,0.3,0.9,0.333,1.5,3.3,0.462,0.47,0.4,0.5,0.882,0.2,1.6,1.8,2.5,0.3,0.0,1.2,1.1,4.4
2017,9.0,2941,DET,Detroit Pistons,Beno Udrih,"July 5, 1982",34.0,NBA,PG,39,0,14.4,2.4,5.1,0.467,0.3,0.8,0.344,2.1,4.2,0.491,0.495,0.8,0.9,0.941,0.2,1.3,1.5,3.4,0.3,0.0,0.9,0.7,5.8
