Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2010,17,1450,MIL,Milwaukee Bucks,Brandon Jennings,"September 23, 1989",20.0,NBA,PG,82.0,2671.0,14.5,0.48,0.32,0.22,2.0,10.4,6.0,29.6,2.1,0.5,13.0,26.1,0.3,3.9,4.2,0.08,0.5,0.2,0.7,1.8
2011,17,1450,MIL,Milwaukee Bucks,Brandon Jennings,"September 23, 1989",21.0,NBA,PG,63.0,2169.0,15.6,0.49,0.33,0.27,2.2,10.6,6.3,25.9,2.3,0.8,12.4,25.5,0.6,3.3,3.9,0.09,0.8,0.9,1.6,2.0
2012,17,1450,MIL,Milwaukee Bucks,Brandon Jennings,"September 23, 1989",22.0,NBA,PG,66.0,2331.0,18.4,0.51,0.35,0.21,2.3,8.6,5.3,26.7,2.3,0.7,10.6,25.9,3.8,1.8,5.5,0.11,3.0,-0.3,2.7,2.8
2013,17,1450,MIL,Milwaukee Bucks,Brandon Jennings,"September 23, 1989",23.0,NBA,PG,80.0,2897.0,16.1,0.51,0.37,0.22,2.1,7.2,4.6,29.1,2.2,0.3,12.9,23.7,3.6,2.2,5.8,0.1,1.7,-0.6,1.1,2.2
2014,9,1450,DET,Detroit Pistons,Brandon Jennings,"September 23, 1989",24.0,NBA,PG,80.0,2728.0,15.6,0.49,0.4,0.28,2.2,7.8,4.9,34.4,1.9,0.2,14.4,23.4,3.0,0.9,3.9,0.07,1.9,-1.9,0.1,1.4
2015,9,1450,DET,Detroit Pistons,Brandon Jennings,"September 23, 1989",25.0,NBA,PG,41.0,1173.0,19.7,0.52,0.39,0.26,1.9,8.0,4.8,39.9,1.9,0.3,12.9,26.3,2.6,0.7,3.3,0.14,4.0,-0.6,3.3,1.6
2016,31,1450,TOT,Total After Trade,Brandon Jennings,"September 23, 1989",26.0,NBA,PG,48.0,868.0,13.7,0.49,0.51,0.26,2.0,10.4,6.1,29.2,1.7,0.7,14.4,20.0,0.8,0.7,1.5,0.08,0.2,-0.7,-0.4,0.3
2016,9,1450,DET,Detroit Pistons,Brandon Jennings,"September 23, 1989",26.0,NBA,PG,23.0,416.0,13.1,0.49,0.54,0.27,1.3,11.2,6.0,25.7,1.3,0.4,12.1,19.0,0.4,0.4,0.8,0.09,0.1,-0.2,0.0,0.2
2016,22,1450,ORL,Orlando Magic,Brandon Jennings,"September 23, 1989",26.0,NBA,PG,25.0,452.0,14.3,0.49,0.48,0.25,2.7,9.7,6.1,32.4,2.0,0.9,16.4,20.9,0.3,0.4,0.7,0.07,0.3,-1.2,-0.8,0.1
2017,31,1450,TOT,Total After Trade,Brandon Jennings,"September 23, 1989",27.0,NBA,PG,81.0,1802.0,12.1,0.48,0.47,0.28,1.8,10.1,5.9,30.4,1.9,0.2,17.5,17.6,0.7,1.0,1.7,0.05,-1.2,-1.2,-2.4,-0.2
2017,20,1450,NYK,New York Knicks,Brandon Jennings,"September 23, 1989",27.0,NBA,PG,58.0,1428.0,12.7,0.51,0.47,0.32,1.6,9.9,5.7,28.6,1.9,0.2,17.8,18.1,0.8,0.7,1.5,0.05,-0.8,-1.2,-2.0,0.0
2017,30,1450,WAS,Washington Wizards,Brandon Jennings,"September 23, 1989",27.0,NBA,PG,23.0,374.0,9.7,0.36,0.49,0.16,2.4,10.8,6.6,37.2,2.0,0.0,16.2,15.8,-0.1,0.3,0.2,0.02,-2.8,-1.2,-4.0,-0.2
2018,17,1450,MIL,Milwaukee Bucks,Brandon Jennings,"September 23, 1989",28.0,NBA,PG,14.0,205.0,12.7,0.48,0.46,0.14,2.9,14.8,8.9,31.1,1.5,1.7,19.1,20.8,0.0,0.1,0.1,0.03,-1.2,-2.2,-3.4,-0.1
