Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1982,26,1487,KCK,Kansas City Kings,Edward Arnet Johnson,1959-05-01,22.0,NBA,SF,74.0,27.0,1517.0,9.2,20.0,0.46,0.0,0.3,0.09,9.1,19.6,0.46,3.1,4.6,0.66,4.0,6.0,10.0,3.4,1.6,0.4,3.0,6.5,21.4,100.0,108.0
1983,26,1487,KCK,Kansas City Kings,Edward Arnet Johnson,1959-05-01,23.0,NBA,SF,82.0,82.0,2933.0,10.4,21.0,0.49,0.3,1.1,0.28,10.1,20.0,0.51,3.8,4.9,0.78,2.9,4.8,7.7,3.3,1.1,0.3,2.8,4.0,24.9,110.0,107.0
1984,26,1487,KCK,Kansas City Kings,Edward Arnet Johnson,1959-05-01,24.0,NBA,SF,82.0,82.0,2920.0,12.0,24.8,0.48,0.3,1.0,0.31,11.7,23.8,0.49,4.3,5.3,0.81,2.6,4.6,7.3,4.7,1.2,0.3,3.4,4.3,28.7,107.0,110.0
1985,26,1487,KCK,Kansas City Kings,Edward Arnet Johnson,1959-05-01,25.0,NBA,SF,82.0,81.0,3029.0,11.7,23.7,0.49,0.2,0.8,0.24,11.5,22.9,0.5,4.9,5.7,0.87,2.3,3.9,6.2,4.1,1.3,0.3,3.4,3.6,28.5,109.0,114.0
1986,26,1487,SAC,Sacramento Kings,Edward Arnet Johnson,1959-05-01,26.0,NBA,SF,82.0,30.0,2514.0,11.7,24.5,0.48,0.1,0.4,0.2,11.6,24.2,0.48,5.2,6.4,0.82,3.2,4.6,7.8,4.0,1.0,0.3,3.6,4.4,28.6,106.0,111.0
1987,26,1487,SAC,Sacramento Kings,Edward Arnet Johnson,1959-05-01,27.0,NBA,SF,81.0,30.0,2457.0,11.7,25.2,0.46,0.7,2.3,0.31,11.0,23.0,0.48,5.1,6.2,0.83,2.8,4.0,6.8,4.8,0.8,0.4,3.1,4.2,29.2,110.0,115.0
1988,24,1487,PHO,Phoenix Suns,Edward Arnet Johnson,1959-05-01,28.0,NBA,SF,73.0,59.0,2177.0,11.6,24.2,0.48,0.5,2.0,0.26,11.1,22.1,0.5,4.4,5.2,0.85,2.6,4.3,6.9,3.9,0.7,0.2,3.0,4.1,28.2,107.0,115.0
1989,24,1487,PHO,Phoenix Suns,Edward Arnet Johnson,1959-05-01,29.0,NBA,SF,70.0,7.0,2043.0,13.7,27.5,0.5,1.6,3.9,0.41,12.1,23.7,0.51,4.9,5.6,0.87,2.0,4.8,6.9,3.6,1.1,0.2,2.7,4.5,33.8,113.0,109.0
1990,24,1487,PHO,Phoenix Suns,Edward Arnet Johnson,1959-05-01,30.0,NBA,SF,64.0,4.0,1811.0,10.8,23.9,0.45,1.8,4.8,0.38,9.0,19.0,0.47,4.9,5.4,0.92,1.8,4.7,6.5,2.8,0.8,0.3,2.8,4.6,28.4,109.0,110.0
1991,31,1487,TOT,Total After Trade,Edward Arnet Johnson,1959-05-01,31.0,NBA,SG,81.0,27.0,2085.0,12.9,26.7,0.48,0.9,2.9,0.32,12.0,23.8,0.5,5.4,6.1,0.89,2.5,3.9,6.4,2.6,1.4,0.2,2.9,4.3,32.2,113.0,112.0
