Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1996,21,2713,SEA,Seattle Supersonics,Eric Snow,"April 24, 1973",22.0,NBA,PG,43.0,1.0,389.0,5.5,13.1,0.42,0.3,1.3,0.2,5.3,11.8,0.44,3.8,6.4,0.59,1.2,4.5,5.7,9.6,3.7,0.0,5.0,7.0,15.1,,95.0,101.0
1997,21,2713,SEA,Seattle Supersonics,Eric Snow,"April 24, 1973",23.0,NBA,PG,67.0,0.0,775.0,5.1,11.2,0.45,0.3,1.0,0.27,4.8,10.2,0.47,3.2,4.5,0.71,1.2,3.6,4.8,10.9,2.5,0.2,3.3,6.4,13.6,,111.0,105.0
1998,31,2713,TOT,Total After Trade,Eric Snow,"April 24, 1973",24.0,NBA,PG,64.0,0.0,918.0,4.6,10.6,0.43,0.1,1.0,0.12,4.5,9.7,0.46,2.8,4.1,0.69,1.1,3.6,4.7,10.2,3.5,0.3,3.6,6.6,12.1,,100.0,105.0
1998,21,2713,SEA,Seattle Supersonics,Eric Snow,"April 24, 1973",24.0,NBA,PG,17.0,0.0,74.0,7.2,16.6,0.44,0.0,0.7,0.0,7.2,15.9,0.46,3.6,7.2,0.5,0.0,2.9,2.9,9.4,0.0,0.7,8.7,10.8,18.1,,77.0,111.0
1998,23,2713,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",24.0,NBA,PG,47.0,0.0,844.0,4.3,10.1,0.43,0.1,1.0,0.12,4.2,9.1,0.46,2.8,3.8,0.72,1.2,3.6,4.8,10.3,3.8,0.3,3.2,6.2,11.6,,104.0,104.0
1999,23,2713,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",25.0,NBA,PG,48.0,48.0,1716.0,4.7,11.0,0.43,0.2,0.7,0.24,4.5,10.3,0.44,3.5,4.7,0.73,0.8,4.3,5.1,9.5,3.2,0.0,3.5,4.7,13.0,,102.0,99.0
2000,23,2713,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",26.0,NBA,PG,82.0,80.0,2866.0,4.6,10.8,0.43,0.2,0.8,0.24,4.4,10.0,0.45,2.3,3.2,0.71,0.8,4.0,4.7,11.3,2.5,0.1,2.9,4.4,11.8,,105.0,102.0
2001,23,2713,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",27.0,NBA,PG,50.0,50.0,1740.0,5.5,13.2,0.42,0.2,0.6,0.26,5.4,12.7,0.42,3.7,4.7,0.79,0.8,4.2,5.1,11.2,2.3,0.2,3.8,3.7,15.0,,103.0,101.0
2002,23,2713,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",28.0,NBA,PG,61.0,61.0,2225.0,6.7,15.1,0.44,0.1,0.7,0.11,6.6,14.5,0.46,4.4,5.5,0.81,0.8,4.4,5.2,9.7,2.3,0.2,3.3,4.1,17.9,,106.0,102.0
2003,23,2713,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",29.0,NBA,PG,82.0,82.0,3108.0,6.1,13.5,0.45,0.1,0.5,0.22,6.0,13.0,0.46,5.5,6.4,0.86,1.2,3.9,5.1,9.2,2.2,0.2,3.3,4.0,17.8,,112.0,105.0
2004,23,2713,PHI,Philadelphia 76Ers,Eric Snow,"April 24, 1973",30.0,NBA,PG,82.0,82.0,2966.0,5.4,13.1,0.41,0.0,0.3,0.11,5.4,12.8,0.42,4.6,5.8,0.8,1.1,4.0,5.2,10.3,1.8,0.1,3.4,3.9,15.5,,104.0,105.0
2005,6,2713,CLE,Cleveland Cavaliers,Eric Snow,"April 24, 1973",31.0,NBA,SG,81.0,15.0,1844.0,3.6,9.5,0.38,0.4,1.3,0.29,3.2,8.2,0.4,1.7,2.3,0.74,1.1,3.4,4.5,9.2,1.9,0.5,2.6,5.5,9.3,,101.0,108.0
2006,6,2713,CLE,Cleveland Cavaliers,Eric Snow,"April 24, 1973",32.0,NBA,PG,82.0,82.0,2351.0,3.7,9.1,0.41,0.0,0.2,0.1,3.7,8.8,0.42,1.5,2.1,0.69,0.9,3.6,4.5,7.9,1.7,0.4,2.6,5.0,8.9,,98.0,108.0
2007,6,2713,CLE,Cleveland Cavaliers,Eric Snow,"April 24, 1973",33.0,NBA,PG,82.0,45.0,1929.0,3.7,8.9,0.42,0.0,0.1,0.0,3.7,8.8,0.42,2.0,3.1,0.64,1.0,4.2,5.2,9.0,1.5,0.4,3.0,5.1,9.4,,99.0,104.0
2008,6,2713,CLE,Cleveland Cavaliers,Eric Snow,"April 24, 1973",34.0,NBA,PG,22.0,5.0,305.0,1.0,6.6,0.16,0.0,0.3,0.0,1.0,6.3,0.17,1.7,3.8,0.46,0.7,2.8,3.5,7.3,1.7,0.7,1.7,5.2,3.8,,77.0,109.0
