Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1986,5,2186,CHI,Chicago Bulls,Charles Oakley,1963-12-18,22.0,NBA,PF,3.0,3.0,88.0,6.1,11.7,0.52,0.0,0.0,,6.1,11.7,0.52,4.5,7.2,0.62,5.6,11.2,16.7,1.7,3.3,1.1,2.8,7.2,16.7,112.0,113.0
1987,5,2186,CHI,Chicago Bulls,Charles Oakley,1963-12-18,23.0,NBA,PF,3.0,3.0,129.0,7.9,20.8,0.38,0.8,1.7,0.5,7.1,19.1,0.37,8.3,10.0,0.83,7.1,12.0,19.1,2.5,1.7,0.4,3.3,5.4,24.9,107.0,115.0
1988,5,2186,CHI,Chicago Bulls,Charles Oakley,1963-12-18,24.0,NBA,PF,10.0,10.0,373.0,5.5,12.6,0.44,0.0,0.3,0.0,5.5,12.3,0.45,2.9,3.3,0.88,5.4,12.3,17.7,4.4,0.8,0.6,2.5,4.6,14.0,108.0,104.0
1989,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,25.0,NBA,PF,9.0,9.0,299.0,5.9,12.4,0.48,0.2,0.3,0.5,5.8,12.1,0.48,2.7,4.1,0.67,7.3,9.8,17.1,1.9,2.0,0.2,3.7,5.3,14.8,103.0,109.0
1990,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,26.0,NBA,PF,10.0,8.0,336.0,6.5,12.6,0.51,0.2,0.2,1.0,6.3,12.5,0.51,5.1,7.8,0.65,5.9,10.7,16.5,4.1,1.7,0.3,3.3,5.0,18.2,113.0,114.0
1991,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,27.0,NBA,PF,3.0,3.0,100.0,5.2,11.0,0.48,0.0,0.0,,5.2,11.0,0.48,1.6,3.1,0.5,7.8,8.4,16.2,1.6,1.0,0.5,3.7,6.8,12.0,95.0,114.0
1992,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,28.0,NBA,PF,12.0,12.0,354.0,3.5,9.3,0.38,0.0,0.0,,3.5,9.3,0.38,3.2,4.3,0.74,7.1,10.3,17.3,1.3,1.3,0.8,2.4,5.8,10.3,103.0,102.0
1993,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,29.0,NBA,PF,15.0,15.0,507.0,6.6,13.7,0.48,0.0,0.0,,6.6,13.7,0.48,4.2,5.8,0.73,7.4,9.8,17.3,1.8,1.7,0.2,3.8,5.3,17.4,106.0,105.0
1994,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,30.0,NBA,PF,25.0,25.0,992.0,6.9,14.5,0.48,0.0,0.0,,6.9,14.5,0.48,4.4,5.6,0.78,6.4,9.7,16.2,3.3,1.9,0.3,3.6,4.8,18.2,108.0,98.0
1995,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,31.0,NBA,PF,11.0,11.0,421.0,6.5,14.4,0.45,0.5,1.3,0.4,6.0,13.1,0.46,5.6,6.7,0.82,4.1,8.2,12.3,5.4,2.5,0.8,3.2,5.6,19.1,113.0,100.0
1996,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,32.0,NBA,PF,8.0,8.0,308.0,7.1,14.2,0.5,0.4,1.1,0.33,6.8,13.1,0.51,4.6,6.6,0.69,5.1,7.5,12.6,2.6,1.5,0.0,5.1,6.0,19.2,99.0,103.0
1997,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,33.0,NBA,PF,10.0,10.0,358.0,5.8,13.1,0.44,0.0,0.2,0.0,5.8,13.0,0.45,3.4,4.4,0.76,3.5,9.9,13.4,2.4,3.4,0.5,2.7,5.6,14.9,99.0,97.0
1998,20,2186,NYK,New York Knicks,Charles Oakley,1963-12-18,34.0,NBA,PF,10.0,10.0,342.0,4.7,11.5,0.41,0.0,0.0,,4.7,11.5,0.41,3.7,4.0,0.92,3.4,10.4,13.8,2.3,1.8,0.3,2.1,6.2,13.1,104.0,102.0
2000,28,2186,TOR,Toronto Raptors,Charles Oakley,1963-12-18,36.0,NBA,PF,3.0,3.0,110.0,7.1,14.7,0.48,1.0,3.6,0.29,6.1,11.2,0.55,0.0,0.5,0.0,1.0,10.7,11.7,5.6,3.0,0.5,2.5,7.1,15.2,99.0,98.0
2001,28,2186,TOR,Toronto Raptors,Charles Oakley,1963-12-18,37.0,NBA,PF,12.0,12.0,391.0,6.6,15.3,0.44,0.4,1.1,0.38,6.2,14.1,0.44,2.0,2.4,0.82,2.8,7.9,10.7,3.0,1.7,1.0,3.1,4.1,15.7,95.0,105.0
