Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2012,24,2058,PHO,Phoenix Suns,Markieff Morris,1989-09-02,22.0,NBA,PF,63.0,7.0,1227.0,7.3,18.4,0.4,1.8,5.2,0.35,5.5,13.2,0.42,3.2,4.5,0.72,2.9,8.9,11.8,2.7,1.7,1.8,3.0,7.6,19.7,97.0,104.0
2013,24,2058,PHO,Phoenix Suns,Markieff Morris,1989-09-02,23.0,NBA,PF,82.0,32.0,1837.0,7.4,18.3,0.41,1.3,3.7,0.34,6.2,14.5,0.43,2.6,3.6,0.73,3.7,7.4,11.1,3.0,2.2,1.8,2.9,5.8,18.7,96.0,106.0
2014,24,2058,PHO,Phoenix Suns,Markieff Morris,1989-09-02,24.0,NBA,PF,81.0,0.0,2153.0,9.6,19.7,0.49,0.8,2.5,0.32,8.8,17.2,0.51,6.0,7.6,0.79,3.2,8.1,11.3,3.4,1.6,1.2,3.4,5.4,26.0,111.0,106.0
2015,24,2058,PHO,Phoenix Suns,Markieff Morris,1989-09-02,25.0,NBA,PF,82.0,82.0,2581.0,9.9,21.2,0.46,1.1,3.5,0.32,8.8,17.8,0.49,3.4,4.5,0.76,2.1,7.6,9.8,3.7,2.0,0.8,3.3,4.7,24.3,102.0,105.0
2016,31,2058,TOT,Total After Trade,Markieff Morris,1989-09-02,26.0,NBA,PF,64.0,45.0,1629.0,9.1,21.5,0.42,1.4,4.6,0.3,7.7,16.8,0.46,3.2,4.4,0.74,2.2,8.3,10.5,3.7,1.7,1.0,4.0,5.5,22.9,93.0,106.0
2016,24,2058,PHO,Phoenix Suns,Markieff Morris,1989-09-02,26.0,NBA,PF,37.0,24.0,917.0,9.1,22.9,0.4,1.2,4.0,0.29,7.9,18.9,0.42,3.5,4.9,0.72,2.3,8.0,10.3,4.6,1.8,0.9,4.8,5.5,22.8,89.0,108.0
2016,30,2058,WAS,Washington Wizards,Markieff Morris,1989-09-02,26.0,NBA,PF,27.0,21.0,712.0,9.2,19.7,0.47,1.7,5.4,0.32,7.5,14.2,0.52,2.9,3.8,0.76,2.1,8.8,10.8,2.5,1.7,1.2,3.1,5.5,22.9,100.0,104.0
2017,30,2058,WAS,Washington Wizards,Markieff Morris,1989-09-02,27.0,NBA,PF,76.0,76.0,2374.0,8.4,18.5,0.46,1.5,4.1,0.36,7.0,14.4,0.48,3.7,4.5,0.84,2.2,8.0,10.2,2.6,1.7,0.9,2.7,5.3,22.1,106.0,109.0
2018,30,2058,WAS,Washington Wizards,Markieff Morris,1989-09-02,28.0,NBA,PF,73.0,73.0,1968.0,8.3,17.3,0.48,1.9,5.2,0.37,6.4,12.1,0.53,2.6,3.2,0.82,1.9,8.4,10.3,3.6,1.4,1.0,3.2,5.5,21.2,105.0,108.0
2019,31,2058,TOT,Total After Trade,Markieff Morris,1989-09-02,29.0,NBA,PF,58.0,16.0,1270.0,7.6,18.0,0.42,2.5,7.5,0.34,5.0,10.4,0.48,2.6,3.4,0.77,2.3,7.6,9.8,2.9,1.3,0.8,2.0,6.5,20.3,106.0,112.0
2019,30,2058,WAS,Washington Wizards,Markieff Morris,1989-09-02,29.0,NBA,PF,34.0,15.0,883.0,7.7,17.6,0.44,2.6,7.7,0.33,5.1,9.9,0.52,3.1,3.9,0.78,2.2,7.1,9.3,3.2,1.3,1.1,2.5,6.3,21.0,106.0,114.0
2019,21,2058,OKC,Oklahoma City Thunder,Markieff Morris,1989-09-02,29.0,NBA,PF,24.0,1.0,387.0,7.4,18.8,0.39,2.4,7.1,0.34,4.9,11.7,0.42,1.7,2.3,0.74,2.4,8.6,11.0,2.3,1.3,0.2,0.8,7.0,18.8,106.0,108.0
2020,31,2058,TOT,Total After Trade,Markieff Morris,1989-09-02,30.0,NBA,PF,58.0,17.0,1187.0,8.4,18.9,0.44,3.6,9.4,0.39,4.7,9.5,0.5,2.7,3.5,0.78,1.6,7.3,9.0,3.2,1.3,0.7,3.1,5.5,23.1,105.0,112.0
2020,9,2058,DET,Detroit Pistons,Markieff Morris,1989-09-02,30.0,NBA,PF,44.0,16.0,988.0,8.7,19.4,0.45,3.7,9.4,0.4,5.0,10.0,0.5,3.0,3.9,0.77,1.2,7.4,8.6,3.4,1.3,0.5,3.5,5.2,24.2,104.0,113.0
2020,14,2058,LAL,Los Angeles Lakers,Markieff Morris,1989-09-02,30.0,NBA,PF,14.0,1.0,199.0,6.7,16.5,0.41,3.1,9.3,0.33,3.6,7.2,0.5,1.2,1.4,0.83,3.8,6.9,10.8,1.9,1.2,1.4,1.4,6.9,17.7,110.0,107.0
2021,14,2058,LAL,Los Angeles Lakers,Markieff Morris,1989-09-02,31.0,NBA,PF,38.0,14.0,691.0,5.8,14.1,0.41,2.7,8.3,0.33,3.0,5.8,0.52,1.9,2.7,0.71,2.0,9.3,11.3,2.8,0.6,0.8,1.8,4.6,16.2,107.0,108.0
