Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2006,16,70,MIA,Miami Heat,5,Derek Anderson,SG,6-5,194,"July 18, 1974",US,8,"Ohio State, Kentucky"
2006,16,84,MIA,Miami Heat,49,Shandon Anderson,SF,6-6,208,"December 31, 1973",US,9,Georgia
2006,16,172,MIA,Miami Heat,30,Earl Barron,C,7-0,250,"August 14, 1981",US,R,Memphis
2006,16,755,MIA,Miami Heat,51,Michael Doleac,C,6-11,262,"June 15, 1977",US,7,Utah
2006,16,920,MIA,Miami Heat,4,Gerald Fitch,PG,6-3,188,"August 12, 1982",US,R,Kentucky
2006,16,1221,MIA,Miami Heat,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",US,2,Florida
2006,16,1580,MIA,Miami Heat,24,Jason Kapono,SF,6-8,213,"February 4, 1981",US,2,UCLA
2006,16,2069,MIA,Miami Heat,33,Alonzo Mourning,C,6-10,240,"February 8, 1970",US,12,Georgetown
2006,16,2177,MIA,Miami Heat,32,Shaquille O'Neal,C,7-1,325,"March 6, 1972",US,13,LSU
2006,16,2270,MIA,Miami Heat,20,Gary Payton,PG,6-4,180,"July 23, 1968",US,15,Oregon State
2006,16,2344,MIA,Miami Heat,42,James Posey,SF,6-8,215,"January 13, 1977",US,6,Xavier
2006,16,2631,MIA,Miami Heat,25,Wayne Simien,PF,6-9,255,"March 9, 1983",US,R,Kansas
2006,16,2989,MIA,Miami Heat,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",US,2,Marquette
2006,16,2998,MIA,Miami Heat,8,Antoine Walker,PF,6-8,224,"August 12, 1976",US,9,Kentucky
2006,16,3014,MIA,Miami Heat,44,Matt Walsh,SG,6-6,205,"December 2, 1982",US,R,Florida
2006,16,3144,MIA,Miami Heat,55,Jason Williams,PG,6-1,190,"November 18, 1975",US,7,"Marshall, Florida"
2006,16,3241,MIA,Miami Heat,1,Dorell Wright,SF,6-9,205,"December 2, 1985",US,1,
