Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013,28,2945,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",20.0,NBA,C,62.0,57.0,1482.0,5.0,8.9,0.56,0.0,0.0,,5.0,8.9,0.56,3.5,4.5,0.79,2.9,6.1,9.0,1.1,0.4,1.9,2.3,4.6,13.5
2014,28,2945,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",21.0,NBA,C,81.0,81.0,2282.0,5.7,10.7,0.53,0.0,0.0,0.0,5.7,10.6,0.53,3.1,4.1,0.76,3.6,7.7,11.3,0.9,0.4,1.1,2.1,3.9,14.5
2015,28,2945,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",22.0,NBA,C,80.0,80.0,2096.0,6.4,11.2,0.57,0.0,0.0,0.0,6.4,11.2,0.57,3.7,4.7,0.79,3.7,8.2,11.9,0.7,0.6,1.6,1.9,3.8,16.5
2016,28,2945,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",23.0,NBA,C,60.0,59.0,1557.0,7.0,12.4,0.56,0.0,0.0,,7.0,12.4,0.56,3.7,4.9,0.76,4.3,8.4,12.6,1.0,0.6,1.8,2.0,3.7,17.8
2017,28,2945,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",24.0,NBA,C,80.0,80.0,2066.0,6.8,12.2,0.56,0.0,0.0,0.5,6.8,12.2,0.56,3.1,3.8,0.81,3.9,9.3,13.2,1.0,0.6,1.1,1.8,3.8,16.7
2018,28,2945,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",25.0,NBA,C,77.0,77.0,1727.0,8.1,14.3,0.57,0.6,1.5,0.4,7.5,12.8,0.59,3.5,4.4,0.81,3.8,9.9,13.8,1.7,0.6,1.4,2.4,4.0,20.4
2019,31,2945,TOT,Total After Trade,Jonas Valanciunas,"May 6, 1992",26.0,NBA,C,49.0,27.0,1091.0,9.9,17.8,0.56,0.5,1.6,0.29,9.5,16.2,0.59,4.9,6.1,0.8,3.5,10.3,13.8,2.3,0.6,1.7,3.0,4.8,25.2
2019,28,2945,TOR,Toronto Raptors,Jonas Valanciunas,"May 6, 1992",26.0,NBA,C,30.0,10.0,564.0,9.5,16.5,0.57,0.6,1.9,0.3,8.9,14.6,0.61,4.9,6.0,0.82,3.4,10.3,13.8,1.9,0.8,1.5,2.5,5.2,24.5
2019,15,2945,MEM,Memphis Grizzlies,Jonas Valanciunas,"May 6, 1992",26.0,NBA,C,19.0,17.0,527.0,10.4,19.1,0.55,0.3,1.2,0.28,10.0,17.8,0.56,4.8,6.2,0.77,3.6,10.3,13.9,2.8,0.4,2.0,3.5,4.4,25.9
2020,15,2945,MEM,Memphis Grizzlies,Jonas Valanciunas,"May 6, 1992",27.0,NBA,C,70.0,70.0,1845.0,8.4,14.4,0.58,0.6,1.8,0.35,7.8,12.6,0.62,2.9,3.9,0.74,4.2,11.2,15.4,2.6,0.6,1.5,2.5,3.6,20.4
2021,15,2945,MEM,Memphis Grizzlies,Jonas Valanciunas,"May 6, 1992",28.0,NBA,C,14.0,13.0,379.0,8.0,14.2,0.56,0.6,1.5,0.38,7.4,12.6,0.59,4.7,6.0,0.78,4.1,10.4,14.4,2.5,0.9,1.3,3.1,4.7,21.2
