Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1983,17,MIL,Milwaukee Bucks,2,Junior Bridgeman,SF,6-5,210,1953-09-17,US,7,Louisville
1983,17,MIL,Milwaukee Bucks,42,Harvey Catchings,C,6-9,218,1951-09-02,US,8,Hardin-Simmons University
1983,17,MIL,Milwaukee Bucks,36,Dave Cowens,PF,6-9,230,1948-10-25,US,10,Florida State
1983,17,MIL,Milwaukee Bucks,15,Charlie Criss,PG,5-8,165,1948-11-06,US,5,New Mexico State
1983,17,MIL,Milwaukee Bucks,12,Phil Ford,PG,6-2,175,1956-02-09,US,4,UNC
1983,17,MIL,Milwaukee Bucks,22,Armond Hill,PG,6-4,190,1953-03-31,US,6,Princeton
1983,17,MIL,Milwaukee Bucks,8,Marques Johnson,SF,6-7,218,1956-02-08,US,5,UCLA
1983,17,MIL,Milwaukee Bucks,43,Mickey Johnson,PF,6-10,190,1952-08-31,US,8,Aurora University
1983,17,MIL,Milwaukee Bucks,16,Bob Lanier,C,6-11,250,1948-09-10,US,12,St. Bonaventure
1983,17,MIL,Milwaukee Bucks,53,Alton Lister,PF,7-0,240,1958-10-01,US,1,Arizona State
1983,17,MIL,Milwaukee Bucks,50,Steve Mix,SF,6-7,215,1947-12-30,US,12,Toledo
1983,17,MIL,Milwaukee Bucks,45,Paul Mokeski,C,7-0,250,1957-01-03,US,3,Kansas
1983,17,MIL,Milwaukee Bucks,4,Sidney Moncrief,SG,6-3,180,1957-09-21,US,3,Arkansas
1983,17,MIL,Milwaukee Bucks,41,Sam Pellom,PF,6-9,225,1951-10-02,US,3,Buffalo
1983,17,MIL,Milwaukee Bucks,25,Paul Pressey,SG,6-5,185,1958-12-24,US,R,Tulsa
1983,17,MIL,Milwaukee Bucks,32,Brian Winters,SG,6-4,185,1952-03-01,US,8,South Carolina
