Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,25,501,POR,Portland Trail Blazers,Kelvin Cato,1974-08-26,23.0,NBA,C,74.0,8.0,1007.0,3.5,8.2,0.43,0.0,0.1,0.0,3.5,8.1,0.43,3.1,4.5,0.69,3.3,5.8,9.0,0.8,1.0,3.4,1.6,5.9,10.1
1999,25,501,POR,Portland Trail Blazers,Kelvin Cato,1974-08-26,24.0,NBA,C,43.0,0.0,545.0,3.8,8.5,0.45,0.1,0.1,1.0,3.8,8.5,0.44,2.2,4.4,0.51,3.2,6.7,9.9,1.3,1.5,3.7,1.8,6.6,10.0
2000,11,501,HOU,Houston Rockets,Kelvin Cato,1974-08-26,25.0,NBA,C,65.0,32.0,1581.0,4.9,9.2,0.54,0.0,0.1,0.0,4.9,9.1,0.54,3.1,4.7,0.65,2.3,6.5,8.9,0.6,0.8,2.8,1.6,4.0,12.9
2001,11,501,HOU,Houston Rockets,Kelvin Cato,1974-08-26,26.0,NBA,C,35.0,13.0,624.0,3.7,6.4,0.58,0.0,0.0,,3.7,6.4,0.58,2.1,3.3,0.65,2.7,5.4,8.1,0.6,0.7,1.8,1.4,5.1,9.5
2002,11,501,HOU,Houston Rockets,Kelvin Cato,1974-08-26,27.0,NBA,C,75.0,73.0,1917.0,3.6,6.1,0.58,0.0,0.0,0.0,3.6,6.1,0.58,2.1,3.6,0.58,3.3,6.6,9.9,0.5,0.8,1.8,1.0,3.9,9.3
2003,11,501,HOU,Houston Rockets,Kelvin Cato,1974-08-26,28.0,NBA,C,73.0,5.0,1247.0,3.8,7.4,0.52,0.0,0.1,0.0,3.8,7.3,0.53,1.9,3.6,0.53,3.8,8.5,12.4,0.6,1.1,2.5,1.6,5.1,9.6
2004,11,501,HOU,Houston Rockets,Kelvin Cato,1974-08-26,29.0,NBA,PF,69.0,67.0,1743.0,3.3,7.4,0.45,0.0,0.0,,3.3,7.4,0.45,2.0,2.9,0.68,3.2,6.6,9.7,1.5,1.1,2.0,1.7,4.2,8.6
2005,22,501,ORL,Orlando Magic,Kelvin Cato,1974-08-26,30.0,NBA,C,62.0,50.0,1525.0,3.8,7.0,0.54,0.0,0.0,,3.8,7.0,0.54,2.6,3.4,0.78,2.4,7.4,9.8,0.9,1.3,1.9,1.5,4.0,10.2
2006,31,501,TOT,Total After Trade,Kelvin Cato,1974-08-26,31.0,NBA,C,27.0,0.0,333.0,3.9,9.1,0.43,0.0,0.0,,3.9,9.1,0.43,2.8,3.8,0.74,2.2,5.4,7.6,0.4,0.6,1.3,1.9,5.6,10.6
2006,22,501,ORL,Orlando Magic,Kelvin Cato,1974-08-26,31.0,NBA,C,23.0,0.0,299.0,3.7,8.7,0.43,0.0,0.0,,3.7,8.7,0.43,3.1,4.2,0.74,2.3,5.3,7.6,0.2,0.7,1.2,1.9,5.8,10.6
2006,9,501,DET,Detroit Pistons,Kelvin Cato,1974-08-26,31.0,NBA,C,4.0,0.0,34.0,5.3,12.7,0.42,0.0,0.0,,5.3,12.7,0.42,0.0,0.0,,1.1,6.4,7.4,2.1,0.0,2.1,2.1,4.2,10.6
2007,20,501,NYK,New York Knicks,Kelvin Cato,1974-08-26,32.0,NBA,C,18.0,0.0,95.0,2.7,8.3,0.32,0.0,0.0,,2.7,8.3,0.32,3.0,4.5,0.67,4.5,7.2,11.7,0.0,1.1,3.8,2.3,3.8,8.3
