Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,29,3135,UTA,Utah Jazz,Deron Williams,"June 26, 1984",21.0,NBA,PG,80.0,47.0,2307.0,5.3,12.6,0.42,1.4,3.4,0.42,3.9,9.1,0.42,1.5,2.1,0.7,0.5,2.5,3.0,5.6,0.9,0.3,2.3,3.6,13.5
2007,29,3135,UTA,Utah Jazz,Deron Williams,"June 26, 1984",22.0,NBA,PG,80.0,80.0,2950.0,6.0,13.2,0.46,1.0,3.1,0.32,5.0,10.1,0.5,2.8,3.6,0.77,0.5,2.8,3.3,9.1,1.0,0.2,3.0,3.1,15.8
2008,29,3135,UTA,Utah Jazz,Deron Williams,"June 26, 1984",23.0,NBA,PG,82.0,82.0,3059.0,6.7,13.1,0.51,1.0,2.5,0.4,5.7,10.7,0.53,3.9,4.8,0.8,0.4,2.5,2.9,10.1,1.1,0.3,3.3,2.4,18.2
2009,29,3135,UTA,Utah Jazz,Deron Williams,"June 26, 1984",24.0,NBA,PG,68.0,68.0,2505.0,6.7,14.1,0.47,1.0,3.2,0.31,5.6,10.9,0.52,4.7,5.5,0.85,0.3,2.5,2.8,10.4,1.0,0.3,3.3,1.9,19.0
2010,29,3135,UTA,Utah Jazz,Deron Williams,"June 26, 1984",25.0,NBA,PG,76.0,76.0,2802.0,6.3,13.5,0.47,1.2,3.3,0.37,5.1,10.2,0.5,4.3,5.4,0.8,0.6,3.3,3.9,10.3,1.2,0.2,3.2,2.7,18.2
2011,31,3135,TOT,Total After Trade,Deron Williams,"June 26, 1984",26.0,NBA,PG,65.0,65.0,2465.0,6.3,14.2,0.44,1.5,4.6,0.33,4.7,9.6,0.49,5.1,6.0,0.84,0.6,3.2,3.8,9.7,1.2,0.2,3.4,2.8,19.1
2011,29,3135,UTA,Utah Jazz,Deron Williams,"June 26, 1984",26.0,NBA,PG,53.0,53.0,2009.0,6.6,14.4,0.46,1.6,4.6,0.34,5.0,9.8,0.51,5.4,6.3,0.85,0.6,3.1,3.7,9.2,1.1,0.2,3.4,2.7,20.2
2011,3,3135,NJN,New Jersey Nets,Deron Williams,"June 26, 1984",26.0,NBA,PG,12.0,12.0,456.0,4.7,13.3,0.35,1.3,4.7,0.27,3.4,8.7,0.39,3.6,4.6,0.79,0.6,3.7,4.3,12.1,1.2,0.2,3.4,3.0,14.2
2012,3,3135,NJN,New Jersey Nets,Deron Williams,"June 26, 1984",27.0,NBA,PG,55.0,55.0,1999.0,7.0,17.3,0.41,2.1,6.2,0.34,5.0,11.1,0.45,4.6,5.5,0.84,0.4,2.9,3.3,8.7,1.2,0.4,3.9,2.2,20.8
2013,3,3135,BRK,Brooklyn Nets,Deron Williams,"June 26, 1984",28.0,NBA,PG,78.0,78.0,2842.0,6.3,14.2,0.44,2.1,5.7,0.38,4.1,8.6,0.48,4.0,4.7,0.86,0.4,2.6,2.9,7.7,1.0,0.4,2.8,2.5,18.7
2014,3,3135,BRK,Brooklyn Nets,Deron Williams,"June 26, 1984",29.0,NBA,PG,64.0,58.0,2059.0,5.6,12.5,0.45,1.7,4.7,0.37,3.9,7.8,0.5,3.0,3.8,0.8,0.3,2.7,2.9,6.9,1.6,0.2,2.5,2.6,16.0
2015,3,3135,BRK,Brooklyn Nets,Deron Williams,"June 26, 1984",30.0,NBA,PG,68.0,55.0,2114.0,5.1,13.1,0.39,1.5,4.0,0.37,3.6,9.1,0.4,3.4,4.1,0.83,0.5,3.5,4.0,7.6,1.1,0.3,2.6,2.7,15.1
2016,7,3135,DAL,Dallas Mavericks,Deron Williams,"June 26, 1984",31.0,NBA,PG,65.0,63.0,2106.0,5.5,13.2,0.41,1.7,4.8,0.34,3.8,8.4,0.45,3.1,3.5,0.87,0.3,2.9,3.2,6.5,1.0,0.2,2.6,2.6,15.7
2017,31,3135,TOT,Total After Trade,Deron Williams,"June 26, 1984",32.0,NBA,PG,64.0,44.0,1657.0,5.7,13.0,0.44,1.8,5.1,0.36,3.9,8.0,0.49,2.0,2.4,0.83,0.3,2.9,3.2,7.8,0.7,0.2,3.0,3.0,15.2
2017,7,3135,DAL,Dallas Mavericks,Deron Williams,"June 26, 1984",32.0,NBA,PG,40.0,40.0,1171.0,6.0,13.9,0.43,1.9,5.6,0.35,4.1,8.4,0.48,2.1,2.6,0.82,0.4,2.7,3.1,8.4,0.8,0.1,3.0,3.0,16.0
2017,6,3135,CLE,Cleveland Cavaliers,Deron Williams,"June 26, 1984",32.0,NBA,PG,24.0,4.0,486.0,5.0,10.9,0.46,1.6,3.9,0.42,3.4,7.0,0.49,1.6,1.9,0.84,0.1,3.3,3.3,6.4,0.4,0.4,3.0,3.1,13.3
