Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2004,16,MIA,Miami Heat,35,Malik Allen,PF,6-10,255,1978-06-27,US,2,Villanova
2004,16,MIA,Miami Heat,11,Rafer Alston,PG,6-2,171,1976-07-24,US,4,Fresno State
2004,16,MIA,Miami Heat,24,Jerome Beasley,PF,6-10,237,1980-05-17,US,R,"Midland College, University of North Dakota"
2004,16,MIA,Miami Heat,4,Caron Butler,SF,6-7,228,1980-03-13,US,1,UConn
2004,16,MIA,Miami Heat,45,Rasual Butler,SF,6-7,215,1979-05-23,US,1,La Salle
2004,16,MIA,Miami Heat,12,Bimbo Coles,PG,6-1,180,1968-04-22,US,13,Virginia Tech
2004,16,MIA,Miami Heat,44,Brian Grant,C,6-9,254,1972-03-05,US,9,Xavier
2004,16,MIA,Miami Heat,40,Udonis Haslem,PF,6-8,235,1980-06-09,US,R,Florida
2004,16,MIA,Miami Heat,32,Tyrone Hill,PF,6-9,240,1968-03-19,US,13,Xavier
2004,16,MIA,Miami Heat,6,Eddie Jones,SG,6-6,190,1971-10-20,US,9,Temple
2004,16,MIA,Miami Heat,7,Lamar Odom,PF,6-10,220,1979-11-06,US,4,Rhode Island
2004,16,MIA,Miami Heat,20,Kirk Penney,SG,6-5,220,1980-11-23,NZ,R,Wisconsin
2004,16,MIA,Miami Heat,3,Dwyane Wade,PG,6-4,220,1982-01-17,US,R,Marquette
2004,16,MIA,Miami Heat,52,Samaki Walker,PF,6-9,240,1976-02-25,US,7,Louisville
2004,16,MIA,Miami Heat,22,John Wallace,SF,6-8,225,1974-02-09,US,6,Syracuse
2004,16,MIA,Miami Heat,1,Loren Woods,C,7-1,245,1978-06-21,US,2,"Wake Forest, Arizona"
2004,16,MIA,Miami Heat,15,Wang Zhizhi,C,7-0,255,1977-07-08,CN,3,
