Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2004,23,PHI,Philadelphia 76Ers,21,Greg Buckner,SG,6-4,210,1976-09-16,US,4,Clemson
2004,23,PHI,Philadelphia 76Ers,44,Derrick Coleman,C,6-10,230,1967-06-21,US,13,Syracuse
2004,23,PHI,Philadelphia 76Ers,1,Samuel Dalembert,C,6-11,255,1981-05-10,HT,1,Seton Hall
2004,23,PHI,Philadelphia 76Ers,33,Willie Green,SG,6-4,200,1981-07-28,US,R,Detroit Mercy
2004,23,PHI,Philadelphia 76Ers,42,Zendon Hamilton,C,6-11,250,1975-04-27,US,3,St. John's
2004,23,PHI,Philadelphia 76Ers,3,Allen Iverson,SG,6-0,165,1975-06-07,US,7,Georgetown
2004,23,PHI,Philadelphia 76Ers,25,Marc Jackson,PF,6-10,270,1975-01-16,US,3,"VCU, Temple"
2004,23,PHI,Philadelphia 76Ers,26,Kyle Korver,SF,6-7,212,1981-03-17,US,R,Creighton
2004,23,PHI,Philadelphia 76Ers,0,Amal McCaskill,C,6-11,235,1973-10-28,US,3,Marquette
2004,23,PHI,Philadelphia 76Ers,8,Aaron McKie,SF,6-5,209,1972-10-02,US,9,Temple
2004,23,PHI,Philadelphia 76Ers,31,Glenn Robinson,SF,6-7,225,1973-01-10,US,9,Purdue
2004,23,PHI,Philadelphia 76Ers,7,John Salmons,SG,6-7,210,1979-12-12,US,1,Miami (FL)
2004,23,PHI,Philadelphia 76Ers,20,Eric Snow,PG,6-3,190,1973-04-24,US,8,Michigan State
2004,23,PHI,Philadelphia 76Ers,9,Kenny Thomas,PF,6-7,261,1977-07-25,US,4,New Mexico
