Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2002,5,1222,CHI,Chicago Bulls,Trenton Hassell,"March 4, 1979",22.0,NBA,SG,78.0,47.0,2237.0,6.3,14.9,0.42,1.4,3.9,0.36,4.9,11.0,0.45,2.1,2.7,0.76,1.5,4.5,6.0,4.1,1.3,1.0,2.4,4.4,16.1,,99.0,110.0
2003,5,1222,CHI,Chicago Bulls,Trenton Hassell,"March 4, 1979",23.0,NBA,SG,82.0,53.0,1999.0,3.7,10.1,0.37,0.3,1.0,0.32,3.4,9.0,0.37,1.1,1.4,0.74,0.9,5.6,6.5,3.9,1.2,1.6,2.1,5.1,8.8,,86.0,107.0
2004,18,1222,MIN,Minnesota Timberwolves,Trenton Hassell,"March 4, 1979",24.0,NBA,SG,81.0,74.0,2264.0,4.2,9.1,0.46,0.1,0.3,0.31,4.1,8.8,0.47,1.1,1.5,0.79,1.6,4.5,6.1,3.2,0.9,1.3,1.1,4.8,9.7,,107.0,103.0
2005,18,1222,MIN,Minnesota Timberwolves,Trenton Hassell,"March 4, 1979",25.0,NBA,SG,82.0,51.0,2068.0,5.9,12.4,0.47,0.0,0.3,0.09,5.8,12.1,0.48,2.3,3.0,0.79,2.1,3.6,5.7,3.3,0.8,0.8,1.7,5.2,14.1,,108.0,111.0
2006,18,1222,MIN,Minnesota Timberwolves,Trenton Hassell,"March 4, 1979",26.0,NBA,SG,77.0,67.0,2514.0,6.2,13.2,0.46,0.2,0.5,0.3,6.0,12.8,0.47,2.8,3.8,0.74,1.8,2.9,4.6,4.4,0.9,0.6,2.7,4.3,15.3,,101.0,109.0
2007,18,1222,MIN,Minnesota Timberwolves,Trenton Hassell,"March 4, 1979",27.0,NBA,SG,76.0,68.0,2223.0,5.2,10.5,0.49,0.1,0.6,0.24,5.0,9.9,0.5,1.7,2.2,0.78,2.0,3.8,5.8,4.8,0.5,0.6,1.9,3.4,12.2,,109.0,112.0
2008,31,1222,TOT,Total After Trade,Trenton Hassell,"March 4, 1979",28.0,NBA,SG,63.0,6.0,773.0,3.9,9.2,0.42,0.1,0.6,0.22,3.8,8.6,0.44,0.5,0.7,0.7,1.4,4.3,5.7,2.8,0.9,0.2,1.5,6.2,8.4,,93.0,111.0
2008,7,1222,DAL,Dallas Mavericks,Trenton Hassell,"March 4, 1979",28.0,NBA,SG,37.0,6.0,463.0,4.3,9.2,0.46,0.1,0.5,0.25,4.1,8.7,0.47,0.1,0.2,0.5,1.3,3.8,5.1,3.0,1.0,0.1,1.6,6.3,8.7,,97.0,110.0
2008,3,1222,NJN,New Jersey Nets,Trenton Hassell,"March 4, 1979",28.0,NBA,SG,26.0,0.0,310.0,3.4,9.3,0.36,0.2,0.8,0.2,3.2,8.5,0.38,1.0,1.4,0.75,1.5,5.1,6.6,2.5,0.7,0.3,1.4,5.9,8.0,,89.0,113.0
2009,3,1222,NJN,New Jersey Nets,Trenton Hassell,"March 4, 1979",29.0,NBA,SF,53.0,31.0,1094.0,4.2,9.3,0.45,0.1,0.4,0.25,4.1,8.9,0.46,1.0,1.2,0.8,2.4,4.7,7.1,2.5,1.0,0.8,1.5,4.5,9.5,,103.0,114.0
2010,3,1222,NJN,New Jersey Nets,Trenton Hassell,"March 4, 1979",30.0,NBA,SF,52.0,31.0,1106.0,4.3,10.4,0.41,0.0,0.2,0.0,4.3,10.2,0.42,2.5,3.3,0.75,2.7,4.6,7.2,2.4,0.8,0.4,2.2,4.3,11.0,,94.0,114.0
