Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2006,24,741,PHO,Phoenix Suns,Boris Diaw,1982-04-16,23.0,NBA,PF,20.0,20.0,796.0,9.9,18.9,0.53,0.2,0.5,0.43,9.7,18.4,0.53,4.4,5.7,0.76,2.5,6.1,8.7,6.8,1.2,1.4,3.6,4.2,24.4,112.0,112.0
2007,24,741,PHO,Phoenix Suns,Boris Diaw,1982-04-16,24.0,NBA,PF,10.0,0.0,235.0,6.1,12.8,0.48,0.0,1.3,0.0,6.1,11.5,0.53,2.2,3.3,0.67,2.8,4.1,6.9,6.5,1.5,0.4,3.7,3.9,14.3,100.0,108.0
2008,24,741,PHO,Phoenix Suns,Boris Diaw,1982-04-16,25.0,NBA,PF,5.0,2.0,178.0,10.2,18.6,0.55,0.0,2.0,0.0,10.2,16.6,0.61,0.9,1.7,0.5,2.0,6.1,8.2,6.7,0.9,1.2,3.2,6.4,21.3,107.0,107.0
2010,4,741,CHA,Charlotte Bobcats,Boris Diaw,1982-04-16,27.0,NBA,PF,4.0,4.0,152.0,5.2,10.4,0.5,0.4,3.3,0.11,4.8,7.0,0.68,0.4,0.7,0.5,2.6,4.8,7.4,5.9,0.4,1.1,4.4,4.1,11.1,90.0,115.0
2012,27,741,SAS,San Antonio Spurs,Boris Diaw,1982-04-16,29.0,NBA,PF,14.0,14.0,346.0,5.4,10.5,0.51,1.4,2.7,0.5,4.1,7.8,0.52,0.9,1.2,0.75,4.2,6.8,11.0,5.3,1.7,0.6,2.3,4.4,13.1,121.0,104.0
2013,27,741,SAS,San Antonio Spurs,Boris Diaw,1982-04-16,30.0,NBA,PF,16.0,1.0,273.0,4.7,10.6,0.44,1.0,2.6,0.38,3.7,8.0,0.46,2.4,2.7,0.86,1.6,6.3,7.8,5.5,0.8,0.6,2.6,5.5,12.8,107.0,104.0
2014,27,741,SAS,San Antonio Spurs,Boris Diaw,1982-04-16,31.0,NBA,PF,23.0,3.0,604.0,6.9,13.7,0.5,1.5,3.9,0.4,5.3,9.9,0.54,2.8,4.1,0.69,2.1,7.4,9.5,6.7,1.2,0.3,2.5,3.8,18.1,118.0,106.0
2015,27,741,SAS,San Antonio Spurs,Boris Diaw,1982-04-16,32.0,NBA,PF,7.0,0.0,198.0,8.7,18.2,0.48,1.0,4.6,0.22,7.7,13.6,0.57,2.3,3.3,0.69,3.3,7.7,11.0,6.4,1.3,0.8,2.3,6.2,20.8,112.0,107.0
2016,27,741,SAS,San Antonio Spurs,Boris Diaw,1982-04-16,33.0,NBA,PF,9.0,0.0,159.0,6.9,15.1,0.46,0.7,2.0,0.33,6.2,13.1,0.48,1.0,1.3,0.75,0.7,5.6,6.2,6.9,0.7,1.3,2.0,3.0,15.4,104.0,106.0
2017,29,741,UTA,Utah Jazz,Boris Diaw,1982-04-16,34.0,NBA,PF,11.0,9.0,203.0,6.2,12.3,0.5,1.5,3.6,0.43,4.6,8.7,0.53,2.3,2.6,0.9,0.8,4.6,5.4,5.6,1.8,1.0,3.6,3.1,16.2,105.0,112.0
