Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1982,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,20.0,NBA,PG,72,72,2433,453,1068,0.42,17,59,0.29,436,1009,0.43,0.43,302,429,0.7,57,152,209,565,150,17,299,253,1225,0
1983,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,21.0,NBA,PG,81,81,3093,725,1537,0.47,36,125,0.29,689,1412,0.49,0.48,368,518,0.71,105,223,328,634,199,29,326,318,1854,1
1984,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,22.0,NBA,PG,82,82,3007,669,1448,0.46,22,65,0.34,647,1383,0.47,0.47,388,529,0.73,103,224,327,914,204,33,307,324,1748,0
1985,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,23.0,NBA,PG,81,81,3089,646,1410,0.46,29,113,0.26,617,1297,0.48,0.47,399,493,0.81,114,247,361,1123,187,25,302,288,1720,2
1986,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,24.0,NBA,PG,77,77,2790,609,1248,0.49,26,84,0.31,583,1164,0.5,0.5,365,462,0.79,83,194,277,830,171,20,289,245,1609,0
1987,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,25.0,NBA,PG,81,81,3013,626,1353,0.46,19,98,0.19,607,1255,0.48,0.47,400,521,0.77,82,237,319,813,153,20,343,251,1671,2
1988,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,26.0,NBA,PG,81,81,2927,621,1341,0.46,30,97,0.31,591,1244,0.48,0.47,305,394,0.77,64,214,278,678,141,17,273,217,1577,0
1989,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,27.0,NBA,PG,80,76,2924,569,1227,0.46,33,121,0.27,536,1106,0.48,0.48,287,351,0.82,49,224,273,663,133,20,298,209,1458,0
1990,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,28.0,NBA,PG,81,81,2993,579,1322,0.44,42,136,0.31,537,1186,0.45,0.45,292,377,0.78,74,234,308,765,139,19,322,206,1492,0
1991,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,29.0,NBA,PG,48,46,1657,289,665,0.44,19,65,0.29,270,600,0.45,0.45,179,229,0.78,35,125,160,446,75,10,185,118,776,0
1992,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,30.0,NBA,PG,78,78,2918,564,1264,0.45,25,86,0.29,539,1178,0.46,0.46,292,378,0.77,68,179,247,560,118,15,252,194,1445,0
1993,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,31.0,NBA,PG,79,79,2922,526,1258,0.42,61,198,0.31,465,1060,0.44,0.44,278,377,0.74,71,161,232,671,123,18,284,222,1391,0
1994,9,2854,DET,Detroit Pistons,Isiah Thomas,1961-04-30,32.0,NBA,PG,58,56,1750,318,763,0.42,39,126,0.31,279,637,0.44,0.44,181,258,0.7,46,113,159,399,68,6,202,126,856,0
