Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,20,1869,NYK,New York Knicks,Anthony Mason,1966-12-14,25.0,NBA,PF,12.0,0.0,288.0,19.0,43.0,0.44,0.0,0.0,,19.0,43.0,0.44,0.44,22.0,28.0,0.79,28.0,48.0,76.0,10.0,2.0,8.0,11.0,34.0,60.0
1993,20,1869,NYK,New York Knicks,Anthony Mason,1966-12-14,26.0,NBA,PF,15.0,0.0,510.0,72.0,122.0,0.59,0.0,0.0,,72.0,122.0,0.59,0.59,43.0,68.0,0.63,55.0,54.0,109.0,41.0,10.0,6.0,23.0,50.0,187.0
1994,20,1869,NYK,New York Knicks,Anthony Mason,1966-12-14,27.0,NBA,PF,25.0,0.0,660.0,67.0,137.0,0.49,0.0,0.0,,67.0,137.0,0.49,0.49,55.0,77.0,0.71,53.0,93.0,146.0,46.0,15.0,5.0,36.0,66.0,189.0
1995,20,1869,NYK,New York Knicks,Anthony Mason,1966-12-14,28.0,NBA,PF,11.0,0.0,352.0,31.0,51.0,0.61,0.0,1.0,0.0,31.0,50.0,0.62,0.61,43.0,69.0,0.62,23.0,45.0,68.0,24.0,6.0,6.0,26.0,28.0,105.0
1996,20,1869,NYK,New York Knicks,Anthony Mason,1966-12-14,29.0,NBA,SF,8.0,8.0,350.0,41.0,78.0,0.53,0.0,0.0,,41.0,78.0,0.53,0.53,19.0,28.0,0.68,17.0,45.0,62.0,26.0,4.0,1.0,20.0,20.0,101.0
1997,4,1869,CHO,Charlotte Hornets,Anthony Mason,1966-12-14,30.0,NBA,PF,3.0,3.0,131.0,16.0,38.0,0.42,0.0,0.0,,16.0,38.0,0.42,0.42,7.0,13.0,0.54,8.0,28.0,36.0,9.0,1.0,1.0,9.0,6.0,39.0
1998,4,1869,CHO,Charlotte Hornets,Anthony Mason,1966-12-14,31.0,NBA,PF,9.0,9.0,367.0,57.0,99.0,0.58,0.0,1.0,0.0,57.0,98.0,0.58,0.58,25.0,42.0,0.6,17.0,54.0,71.0,31.0,8.0,0.0,22.0,17.0,139.0
2000,4,1869,CHO,Charlotte Hornets,Anthony Mason,1966-12-14,33.0,NBA,SF,4.0,4.0,179.0,18.0,38.0,0.47,0.0,1.0,0.0,18.0,37.0,0.49,0.47,14.0,20.0,0.7,16.0,23.0,39.0,22.0,4.0,0.0,13.0,13.0,50.0
2001,16,1869,MIA,Miami Heat,Anthony Mason,1966-12-14,34.0,NBA,PF,3.0,3.0,98.0,5.0,13.0,0.38,0.0,1.0,0.0,5.0,12.0,0.42,0.38,6.0,6.0,1.0,1.0,8.0,9.0,4.0,1.0,0.0,7.0,6.0,16.0
2003,17,1869,MIL,Milwaukee Bucks,Anthony Mason,1966-12-14,36.0,NBA,C,6.0,0.0,157.0,7.0,17.0,0.41,0.0,0.0,,7.0,17.0,0.41,0.41,9.0,13.0,0.69,4.0,16.0,20.0,1.0,3.0,1.0,8.0,17.0,23.0
